data16,event,event_type,timestamp
200,,"marker",2025-11-15T05:00:00.000Z
4,,"marker",2025-11-15T05:03:00.000Z
4,,"marker",2025-11-15T05:07:00.000Z
4,,"marker",2025-11-15T05:11:00.000Z
1,,"marker",2025-11-15T05:12:00.000Z
4,,"marker",2025-11-15T05:16:00.000Z
2,,"marker",2025-11-15T05:18:00.000Z
1,,"marker",2025-11-15T05:19:00.000Z
1,,"marker",2025-11-15T05:20:00.000Z
2,,"marker",2025-11-15T05:22:00.000Z
1,,"marker",2025-11-15T05:23:00.000Z
10,,"marker",2025-11-15T05:33:00.000Z
1,,"marker",2025-11-15T05:34:00.000Z
6,,"marker",2025-11-15T05:40:00.000Z
1,,"marker",2025-11-15T05:41:00.000Z
9,,"marker",2025-11-15T05:50:00.000Z
2,,"marker",2025-11-15T05:52:00.000Z
5,,"marker",2025-11-15T05:57:00.000Z
1,,"marker",2025-11-15T05:58:00.000Z
0,,"marker",2025-11-15T06:00:00.000Z
8,,"marker",2025-11-15T06:06:00.000Z
3,,"marker",2025-11-15T06:09:00.000Z
1,,"marker",2025-11-15T06:10:00.000Z
5,,"marker",2025-11-15T06:15:00.000Z
2,,"marker",2025-11-15T06:17:00.000Z
7,,"marker",2025-11-15T06:24:00.000Z
19,,"marker",2025-11-15T06:43:00.000Z
2,,"marker",2025-11-15T06:45:00.000Z
4,,"marker",2025-11-15T06:49:00.000Z
1,,"marker",2025-11-15T06:50:00.000Z
6,,"marker",2025-11-15T06:56:00.000Z
1,,"marker",2025-11-15T06:57:00.000Z
4,,"marker",2025-11-15T07:01:00.000Z
18,,"marker",2025-11-15T07:19:00.000Z
1,,"marker",2025-11-15T07:20:00.000Z
2,,"marker",2025-11-15T07:22:00.000Z
16,,"marker",2025-11-15T07:38:00.000Z
1,,"marker",2025-11-15T07:39:00.000Z
10,,"marker",2025-11-15T07:49:00.000Z
5,,"marker",2025-11-15T07:54:00.000Z
13,,"marker",2025-11-15T08:07:00.000Z
1,,"marker",2025-11-15T08:08:00.000Z
1,,"marker",2025-11-15T08:09:00.000Z
1,,"marker",2025-11-15T08:10:00.000Z
