body_battery,field_four,field_two,stress_level_time,stress_level_value
31,1,179,2025-11-15T23:16:00.000Z,83
31,1,195,2025-11-15T23:17:00.000Z,71
31,1,191,2025-11-15T23:18:00.000Z,74
31,1,193,2025-11-15T23:19:00.000Z,72
31,1,225,2025-11-15T23:20:00.000Z,48
31,1,210,2025-11-15T23:21:00.000Z,60
31,1,208,2025-11-15T23:22:00.000Z,61
31,1,220,2025-11-15T23:23:00.000Z,52
31,1,244,2025-11-15T23:24:00.000Z,34
31,1,204,2025-11-15T23:25:00.000Z,64
31,1,210,2025-11-15T23:26:00.000Z,60
31,1,201,2025-11-15T23:27:00.000Z,66
30,1,206,2025-11-15T23:28:00.000Z,63
30,1,238,2025-11-15T23:29:00.000Z,39
30,1,240,2025-11-15T23:30:00.000Z,37
30,1,246,2025-11-15T23:31:00.000Z,33
30,1,242,2025-11-15T23:32:00.000Z,36
30,1,245,2025-11-15T23:33:00.000Z,33
30,1,214,2025-11-15T23:34:00.000Z,57
30,1,218,2025-11-15T23:35:00.000Z,54
30,1,102,2025-11-15T23:36:00.000Z,65534
30,1,102,2025-11-15T23:37:00.000Z,65534
30,1,102,2025-11-15T23:38:00.000Z,65534
30,1,101,2025-11-15T23:39:00.000Z,
30,1,101,2025-11-15T23:40:00.000Z,
30,1,178,2025-11-15T23:41:00.000Z,84
30,1,180,2025-11-15T23:42:00.000Z,82
30,1,171,2025-11-15T23:43:00.000Z,89
28,1,175,2025-11-15T23:44:00.000Z,86
28,1,191,2025-11-15T23:45:00.000Z,74
28,1,189,2025-11-15T23:46:00.000Z,75
28,1,208,2025-11-15T23:47:00.000Z,61
28,1,197,2025-11-15T23:48:00.000Z,69
28,1,194,2025-11-15T23:49:00.000Z,72
28,1,186,2025-11-15T23:50:00.000Z,78
28,1,242,2025-11-15T23:51:00.000Z,36
28,1,102,2025-11-15T23:52:00.000Z,65534
28,1,102,2025-11-15T23:53:00.000Z,65534
28,1,102,2025-11-15T23:54:00.000Z,65534
28,1,102,2025-11-15T23:55:00.000Z,65534
27,1,102,2025-11-15T23:56:00.000Z,65534
27,1,102,2025-11-15T23:57:00.000Z,65534
27,1,101,2025-11-15T23:58:00.000Z,
27,1,101,2025-11-15T23:59:00.000Z,
27,1,102,2025-11-16T00:00:00.000Z,65534
