body_battery,field_four,field_two,stress_level_time,stress_level_value
83,1,14,2025-11-15T15:16:00.000Z,21
83,1,22,2025-11-15T15:17:00.000Z,19
83,1,21,2025-11-15T15:18:00.000Z,20
83,1,25,2025-11-15T15:19:00.000Z,19
83,1,17,2025-11-15T15:20:00.000Z,21
83,1,1,2025-11-15T15:21:00.000Z,25
83,1,26,2025-11-15T15:22:00.000Z,18
83,1,36,2025-11-15T15:23:00.000Z,16
83,1,44,2025-11-15T15:24:00.000Z,14
83,1,30,2025-11-15T15:25:00.000Z,17
83,1,10,2025-11-15T15:26:00.000Z,22
83,1,40,2025-11-15T15:27:00.000Z,15
83,1,14,2025-11-15T15:28:00.000Z,21
83,1,1,2025-11-15T15:29:00.000Z,25
83,1,14,2025-11-15T15:30:00.000Z,21
83,1,24,2025-11-15T15:31:00.000Z,19
83,1,24,2025-11-15T15:32:00.000Z,19
83,1,14,2025-11-15T15:33:00.000Z,21
83,1,20,2025-11-15T15:34:00.000Z,20
83,1,20,2025-11-15T15:35:00.000Z,20
83,1,58,2025-11-15T15:36:00.000Z,10
83,1,42,2025-11-15T15:37:00.000Z,14
83,1,29,2025-11-15T15:38:00.000Z,18
83,1,28,2025-11-15T15:39:00.000Z,18
83,1,26,2025-11-15T15:40:00.000Z,18
83,1,55,2025-11-15T15:42:00.000Z,11
83,1,57,2025-11-15T15:43:00.000Z,11
83,1,26,2025-11-15T15:44:00.000Z,18
83,1,11,2025-11-15T15:45:00.000Z,22
83,1,45,2025-11-15T15:46:00.000Z,14
83,1,10,2025-11-15T15:47:00.000Z,22
83,1,21,2025-11-15T15:48:00.000Z,20
83,1,20,2025-11-15T15:49:00.000Z,20
83,1,3,2025-11-15T15:50:00.000Z,24
83,1,27,2025-11-15T15:51:00.000Z,18
83,1,19,2025-11-15T15:52:00.000Z,20
83,1,228,2025-11-15T15:53:00.000Z,46
83,1,204,2025-11-15T15:54:00.000Z,64
83,1,244,2025-11-15T15:55:00.000Z,34
81,1,102,2025-11-15T15:56:00.000Z,65534
81,1,220,2025-11-15T15:57:00.000Z,52
81,1,203,2025-11-15T15:58:00.000Z,65
81,1,193,2025-11-15T15:59:00.000Z,72
80,1,102,2025-11-15T16:00:00.000Z,65534
80,1,102,2025-11-15T16:01:00.000Z,65534
80,1,224,2025-11-15T16:02:00.000Z,49
80,1,238,2025-11-15T16:03:00.000Z,39
80,1,242,2025-11-15T16:04:00.000Z,36
80,1,247,2025-11-15T16:05:00.000Z,32
80,1,251,2025-11-15T16:06:00.000Z,29
80,1,9,2025-11-15T16:07:00.000Z,23
79,1,15,2025-11-15T16:08:00.000Z,21
79,1,227,2025-11-15T16:09:00.000Z,47
79,1,227,2025-11-15T16:10:00.000Z,47
79,1,241,2025-11-15T16:11:00.000Z,36
79,1,235,2025-11-15T16:12:00.000Z,41
79,1,1,2025-11-15T16:13:00.000Z,25
79,1,4,2025-11-15T16:14:00.000Z,24
79,1,23,2025-11-15T16:15:00.000Z,19
78,1,255,2025-11-15T16:16:00.000Z,26
78,1,0,2025-11-15T16:17:00.000Z,25
78,1,4,2025-11-15T16:18:00.000Z,24
78,1,3,2025-11-15T16:19:00.000Z,24
78,1,252,2025-11-15T16:20:00.000Z,28
78,1,11,2025-11-15T16:21:00.000Z,22
78,1,7,2025-11-15T16:22:00.000Z,23
78,1,22,2025-11-15T16:23:00.000Z,19
77,1,251,2025-11-15T16:24:00.000Z,29
77,1,19,2025-11-15T16:25:00.000Z,20
77,1,18,2025-11-15T16:26:00.000Z,20
77,1,2,2025-11-15T16:27:00.000Z,24
77,1,26,2025-11-15T16:28:00.000Z,18
77,1,255,2025-11-15T16:29:00.000Z,26
77,1,255,2025-11-15T16:30:00.000Z,26
77,1,245,2025-11-15T16:31:00.000Z,33
77,1,230,2025-11-15T16:32:00.000Z,45
76,1,229,2025-11-15T16:33:00.000Z,45
76,1,102,2025-11-15T16:34:00.000Z,65534
76,1,191,2025-11-15T16:35:00.000Z,74
76,1,201,2025-11-15T16:36:00.000Z,66
76,1,7,2025-11-15T16:37:00.000Z,23
76,1,0,2025-11-15T16:38:00.000Z,25
76,1,3,2025-11-15T16:39:00.000Z,24
76,1,255,2025-11-15T16:40:00.000Z,26
75,1,29,2025-11-15T16:41:00.000Z,18
75,1,250,2025-11-15T16:42:00.000Z,30
75,1,16,2025-11-15T16:43:00.000Z,21
75,1,13,2025-11-15T16:44:00.000Z,22
75,1,239,2025-11-15T16:45:00.000Z,38
75,1,253,2025-11-15T16:46:00.000Z,27
75,1,244,2025-11-15T16:47:00.000Z,34
75,1,253,2025-11-15T16:48:00.000Z,27
75,1,243,2025-11-15T16:49:00.000Z,35
75,1,240,2025-11-15T16:50:00.000Z,37
75,1,246,2025-11-15T16:51:00.000Z,33
74,1,236,2025-11-15T16:52:00.000Z,40
74,1,102,2025-11-15T16:53:00.000Z,65534
74,1,233,2025-11-15T16:54:00.000Z,42
74,1,8,2025-11-15T16:55:00.000Z,23
