active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16
15,5.885453550164232e-40,"generic",,0,0,738,,,2025-11-25T17:18:00.000Z,
87,5.4818795924386844e-39,"walking",,3.4513981176320244e-42,2.826741301189951e-43,738,,,2025-11-25T17:18:00.000Z,
,,,,,,,,,2025-11-25T17:18:00.000Z,
,,,,,,,92,,2025-11-25T17:19:00.000Z,39172
,,,,,,,89,,2025-11-25T17:20:00.000Z,39232
,,,168,,,,,,2025-11-25T17:20:00.000Z,
,,,,,,,82,,2025-11-25T17:22:00.000Z,39352
,,,,,,,80,,2025-11-25T17:23:00.000Z,39412
88,5.5659575002981734e-39,,70,3.52566693624124e-42,,,,,2025-11-25T17:23:00.000Z,39412
,,,,,,,91,,2025-11-25T17:24:00.000Z,39472
,,,,,,,74,,2025-11-25T17:26:00.000Z,39592
,,,136,,,,,,2025-11-25T17:26:00.000Z,
,,,,,,,70,,2025-11-25T17:27:00.000Z,39652
,,,,,,,71,,2025-11-25T17:28:00.000Z,39712
,,,,,,,69,,2025-11-25T17:29:00.000Z,39772
,,,8,,,,,,2025-11-25T17:29:00.000Z,
,,,,,,,68,,2025-11-25T17:30:00.000Z,39832
,,,72,,,,,,2025-11-25T17:31:00.000Z,
,,,,,,,69,,2025-11-25T17:32:00.000Z,39952
,,,,,,,70,,2025-11-25T17:33:00.000Z,40012
,,,8,,,,,,2025-11-25T17:33:00.000Z,
,,,,,,,68,,2025-11-25T17:34:00.000Z,40072
,,,,,,,69,,2025-11-25T17:36:00.000Z,40192
,,,,,,,71,,2025-11-25T17:37:00.000Z,40252
,,,104,,,,,,2025-11-25T17:37:00.000Z,
88,5.5869769772630457e-39,,70,3.538278622420163e-42,,,,,2025-11-25T17:38:00.000Z,40312
,,,,,,,73,,2025-11-25T17:39:00.000Z,40372
,,,,,,,77,,2025-11-25T17:40:00.000Z,40432
,,,200,,,,,,2025-11-25T17:40:00.000Z,
,,,,,,,84,,2025-11-25T17:41:00.000Z,40492
,,,,,,,94,,2025-11-25T17:42:00.000Z,40552
,,,,,,,84,,2025-11-25T17:43:00.000Z,40612
,,,,,,,79,,2025-11-25T17:44:00.000Z,40672
,,,,,,,88,,2025-11-25T17:45:00.000Z,40732
89,5.7341133160171515e-39,,70,3.670000678066696e-42,,,,,2025-11-25T17:45:00.000Z,40732
,,,,,,,95,,2025-11-25T17:46:00.000Z,40792
,,,,,,,93,,2025-11-25T17:47:00.000Z,40852
,,,,,,,92,,2025-11-25T17:48:00.000Z,40912
,,,,,,,87,,2025-11-25T17:50:00.000Z,41032
