body_battery,field_four,field_two,stress_level_time,stress_level_value
12,1,21,2025-11-26T01:38:00.000Z,20
12,1,251,2025-11-26T01:39:00.000Z,29
12,1,3,2025-11-26T01:40:00.000Z,24
12,1,8,2025-11-26T01:41:00.000Z,23
12,1,14,2025-11-26T01:42:00.000Z,21
12,1,251,2025-11-26T01:43:00.000Z,29
12,1,12,2025-11-26T01:44:00.000Z,22
12,1,20,2025-11-26T01:45:00.000Z,20
12,1,2,2025-11-26T01:46:00.000Z,24
12,1,102,2025-11-26T01:47:00.000Z,65534
12,1,226,2025-11-26T01:48:00.000Z,48
12,1,102,2025-11-26T01:49:00.000Z,65534
12,1,102,2025-11-26T01:50:00.000Z,65534
12,1,102,2025-11-26T01:51:00.000Z,65534
12,1,216,2025-11-26T01:52:00.000Z,55
12,1,217,2025-11-26T01:53:00.000Z,54
12,1,102,2025-11-26T01:54:00.000Z,65534
12,1,199,2025-11-26T01:55:00.000Z,68
12,1,222,2025-11-26T01:56:00.000Z,51
11,1,202,2025-11-26T01:57:00.000Z,66
11,1,212,2025-11-26T01:58:00.000Z,58
11,1,222,2025-11-26T01:59:00.000Z,51
11,1,102,2025-11-26T02:00:00.000Z,65534
11,1,102,2025-11-26T02:01:00.000Z,65534
11,1,102,2025-11-26T02:02:00.000Z,65534
11,1,201,2025-11-26T02:03:00.000Z,66
11,1,208,2025-11-26T02:04:00.000Z,61
11,1,202,2025-11-26T02:05:00.000Z,66
11,1,102,2025-11-26T02:06:00.000Z,65534
11,1,238,2025-11-26T02:07:00.000Z,39
11,1,186,2025-11-26T02:08:00.000Z,78
11,1,206,2025-11-26T02:09:00.000Z,63
11,1,235,2025-11-26T02:10:00.000Z,41
11,1,231,2025-11-26T02:11:00.000Z,44
11,1,206,2025-11-26T02:12:00.000Z,63
11,1,213,2025-11-26T02:13:00.000Z,57
11,1,224,2025-11-26T02:14:00.000Z,49
11,1,240,2025-11-26T02:15:00.000Z,37
11,1,228,2025-11-26T02:16:00.000Z,46
11,1,220,2025-11-26T02:17:00.000Z,52
11,1,240,2025-11-26T02:18:00.000Z,37
10,1,219,2025-11-26T02:19:00.000Z,53
10,1,217,2025-11-26T02:20:00.000Z,54
10,1,184,2025-11-26T02:21:00.000Z,79
10,1,218,2025-11-26T02:22:00.000Z,54
10,1,215,2025-11-26T02:23:00.000Z,56
10,1,215,2025-11-26T02:24:00.000Z,56
10,1,197,2025-11-26T02:25:00.000Z,69
10,1,187,2025-11-26T02:26:00.000Z,77
10,1,188,2025-11-26T02:27:00.000Z,76
10,1,181,2025-11-26T02:28:00.000Z,81
10,1,184,2025-11-26T02:29:00.000Z,79
10,1,176,2025-11-26T02:30:00.000Z,85
10,1,172,2025-11-26T02:31:00.000Z,88
