active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16,vigorous_activity_inutes
,,,,,,,77,,2025-11-25T22:54:00.000Z,59272,
,,,104,,,,,,2025-11-25T22:54:00.000Z,,
,,,,,,,73,,2025-11-25T22:55:00.000Z,59332,
,,,8,,,,,,2025-11-25T22:55:00.000Z,,
,,,,,,,70,,2025-11-25T22:56:00.000Z,59392,
,,,136,,,,,,2025-11-25T22:56:00.000Z,,
,,,,,,,69,,2025-11-25T22:57:00.000Z,59452,
280,1.1381346127246164e-38,,134,1.038222032218257e-41,,,,,2025-11-25T22:57:00.000Z,59452,
,,,,,,,79,,2025-11-25T22:58:00.000Z,59512,
,,,136,,,,,,2025-11-25T22:58:00.000Z,,
,,,,,,,74,,2025-11-25T22:59:00.000Z,59572,
280,1.1549501942965142e-38,,134,1.0438272260755562e-41,,,,,2025-11-25T23:00:00.000Z,59632,
,,,,,,,78,,2025-11-25T23:01:00.000Z,59692,
280,1.1633579850824631e-38,,134,1.0466298230042059e-41,,,,,2025-11-25T23:01:00.000Z,59692,
,,,,,,,77,,2025-11-25T23:02:00.000Z,59752,
,,,136,,,,,,2025-11-25T23:02:00.000Z,,
,,,,,,,81,,2025-11-25T23:03:00.000Z,59812,
280,1.171765775868412e-38,,134,1.0537764451722624e-41,,,,,2025-11-25T23:03:00.000Z,59812,
,,,,,,,74,,2025-11-25T23:04:00.000Z,59872,
,,,,,,,82,,2025-11-25T23:05:00.000Z,59932,
,,,104,,,,,,2025-11-25T23:05:00.000Z,,
,,,,,,,77,,2025-11-25T23:06:00.000Z,59992,
,,,,,,,80,,2025-11-25T23:07:00.000Z,60052,
280,1.1885813574403098e-38,,134,1.0588211196438318e-41,,,,,2025-11-25T23:07:00.000Z,60052,
,,,,,,,77,,2025-11-25T23:08:00.000Z,60112,
,,,,,,,83,,2025-11-25T23:09:00.000Z,60172,
,,,,,,,81,,2025-11-25T23:10:00.000Z,60232,
,,,,,,,79,,2025-11-25T23:11:00.000Z,60292,
,,,104,,,,,,2025-11-25T23:11:00.000Z,,
,,,8,,,,,,2025-11-25T23:12:00.000Z,,
,,,72,,,,,,2025-11-25T23:13:00.000Z,,
,,,8,,,,,,2025-11-25T23:15:00.000Z,,
,,,,,,,80,,2025-11-25T23:16:00.000Z,60592,
,,,40,,,,,,2025-11-25T23:16:00.000Z,,
,,,8,,,,,,2025-11-25T23:17:00.000Z,,
,,,104,,,,,,2025-11-25T23:18:00.000Z,,
,,,8,,,,,,2025-11-25T23:21:00.000Z,,
,,,,,,,81,,2025-11-25T23:23:00.000Z,61012,
,,,,,,,79,,2025-11-25T23:24:00.000Z,61072,
,,,,,,,80,,2025-11-25T23:25:00.000Z,61132,
,,,104,,,,,,2025-11-25T23:25:00.000Z,,
,,,,,,,79,,2025-11-25T23:26:00.000Z,61192,
280,1.1969891482262587e-38,,102,1.0603625479545891e-41,,,,,2025-11-25T23:26:00.000Z,61192,
,,,,,,,81,,2025-11-25T23:27:00.000Z,61252,
,,,,,,,84,,2025-11-25T23:28:00.000Z,61312,
,,,,,,,82,,2025-11-25T23:29:00.000Z,61372,
,,,,,,,86,,2025-11-25T23:30:00.000Z,61432,
,,,,,,,85,,2025-11-25T23:31:00.000Z,61492,
,,,,,,,80,,2025-11-25T23:32:00.000Z,61552,
,,,,,,,81,,2025-11-25T23:34:00.000Z,61672,
,,,104,,,,,,2025-11-25T23:34:00.000Z,,
,,,,,,,80,,2025-11-25T23:35:00.000Z,61732,
,,,8,,,,,,2025-11-25T23:35:00.000Z,,
,,,,,,,79,,2025-11-25T23:36:00.000Z,61792,
,,,,,,,80,,2025-11-25T23:37:00.000Z,61852,
,,,72,,,,,,2025-11-25T23:37:00.000Z,,
,,,,,,,79,,2025-11-25T23:38:00.000Z,61912,
,,,,,,,77,,2025-11-25T23:39:00.000Z,61972,
,,,8,,,,,,2025-11-25T23:39:00.000Z,,
,,,,,,,80,,2025-11-25T23:40:00.000Z,62032,
,,,168,,,,,,2025-11-25T23:40:00.000Z,,
,,,,,,,82,,2025-11-25T23:41:00.000Z,62092,
,,,,,,,95,,2025-11-25T23:42:00.000Z,62152,
,,,,,,,98,,2025-11-25T23:43:00.000Z,62212,
,,,,,,,95,,2025-11-25T23:44:00.000Z,62272,
,,,,,,,102,,2025-11-25T23:45:00.000Z,62332,
290,1.2390281021560033e-38,,70,1.0946943603305471e-41,,,,,2025-11-25T23:45:00.000Z,62332,
,,,,,,,106,,2025-11-25T23:46:00.000Z,62392,
31,1.3452465257518244e-39,,128,0,,,,,2025-11-25T23:46:00.000Z,62392,
,,,,,,,98,,2025-11-25T23:47:00.000Z,62452,
,,,,,,,81,,2025-11-25T23:48:00.000Z,62512,
,,,,,,,79,,2025-11-25T23:49:00.000Z,62572,
,,,,,,,80,,2025-11-25T23:50:00.000Z,62632,
,,,,,,,85,,2025-11-25T23:51:00.000Z,62692,
,,,104,,,,,,2025-11-25T23:51:00.000Z,,
,,,,,,,87,,2025-11-25T23:52:00.000Z,62752,
,,,8,,,,,,2025-11-25T23:52:00.000Z,,
,,,,,,,85,,2025-11-25T23:53:00.000Z,62812,
,,,,,,,84,,2025-11-25T23:54:00.000Z,62872,
,,,,,,,87,,2025-11-25T23:55:00.000Z,62932,
,,,,,,,93,,2025-11-25T23:56:00.000Z,62992,
,,,,,,,95,,2025-11-25T23:57:00.000Z,63052,
,,,,,,,98,,2025-11-25T23:58:00.000Z,63112,
,,,136,,,,,,2025-11-25T23:58:00.000Z,,
,,,,,,,102,,2025-11-25T23:59:00.000Z,63172,
32,1.4293244336113134e-39,,96,0,,,,,2025-11-25T23:59:00.000Z,63172,
,,,,,,,104,,2025-11-26T00:00:00.000Z,63232,
,,,168,,,,,,2025-11-26T00:00:00.000Z,,
,,,,,,,97,,2025-11-26T00:01:00.000Z,63292,
,,,,,,,96,,2025-11-26T00:02:00.000Z,63352,
,,,,,,,89,,2025-11-26T00:03:00.000Z,63412,
,,,,,,,85,,2025-11-26T00:04:00.000Z,63472,
,,,136,,,,,,2025-11-26T00:04:00.000Z,,
,,,,,,,131,,2025-11-26T00:05:00.000Z,63532,
,,,,,,,,,2025-11-26T00:05:00.000Z,63532,1
,,,,,,,162,,2025-11-26T00:06:00.000Z,63592,
,,,,,,,,1,2025-11-26T00:06:00.000Z,63592,
42,1.5974802493302915e-39,,96,0,,,,,2025-11-26T00:06:00.000Z,63592,
,,,,,,,117,,2025-11-26T00:07:00.000Z,63652,
,,,40,,,,,,2025-11-26T00:07:00.000Z,,
,,,,,,,81,,2025-11-26T00:08:00.000Z,63712,
,,,,,,,84,,2025-11-26T00:09:00.000Z,63772,
,,,,,,,94,,2025-11-26T00:10:00.000Z,63832,
,,,,,,,97,,2025-11-26T00:11:00.000Z,63892,
,,,8,,,,,,2025-11-26T00:11:00.000Z,,
,,,,,,,102,,2025-11-26T00:12:00.000Z,63952,
44,1.6815581571897805e-39,,32,0,,,,,2025-11-26T00:12:00.000Z,63952,
,,,,,,,107,,2025-11-26T00:13:00.000Z,64012,
,,,,,,,113,,2025-11-26T00:14:00.000Z,64072,
55,1.9337918807682476e-39,,0,0,,,,,2025-11-26T00:15:00.000Z,64132,
,,,,,,,115,,2025-11-26T00:16:00.000Z,64192,
,,,,,,,,,2025-11-26T00:16:00.000Z,64192,1
,,,,,,,128,,2025-11-26T00:17:00.000Z,64252,
,,,,,,,,1,2025-11-26T00:17:00.000Z,64252,
64,2.1019476964872256e-39,,0,0,,,,,2025-11-26T00:17:00.000Z,64252,
,,,,,,,100,,2025-11-26T00:18:00.000Z,64312,
,,,,,,,82,,2025-11-26T00:19:00.000Z,64372,
,,,,,,,92,,2025-11-26T00:20:00.000Z,64432,
,,,,,,,95,,2025-11-26T00:21:00.000Z,64492,
,,,136,,,,,,2025-11-26T00:21:00.000Z,,
,,,,,,,98,,2025-11-26T00:22:00.000Z,64552,
,,,,,,,102,,2025-11-26T00:23:00.000Z,64612,
,,,,,,,107,,2025-11-26T00:24:00.000Z,64672,
,,,,,,,90,,2025-11-26T00:25:00.000Z,64732,
,,,,,,,100,,2025-11-26T00:26:00.000Z,64792,
,,,,,,,101,,2025-11-26T00:27:00.000Z,64852,
,,,,,,,117,,2025-11-26T00:28:00.000Z,64912,
,,,,,,,114,,2025-11-26T00:29:00.000Z,64972,
,,,,,,,108,,2025-11-26T00:30:00.000Z,65032,
315,1.3146982192295434e-38,,70,1.20553706885864e-41,,,,,2025-11-26T00:30:00.000Z,65032,
,,,,,,,110,,2025-11-26T00:31:00.000Z,65092,
,,,,,,,107,,2025-11-26T00:32:00.000Z,65152,
320,1.3315138008014412e-38,,70,1.22473485781989e-41,,,,,2025-11-26T00:32:00.000Z,65152,
,,,,,,,103,,2025-11-26T00:33:00.000Z,65212,
,,,168,,,,,,2025-11-26T00:33:00.000Z,,
,,,,,,,96,,2025-11-26T00:34:00.000Z,65272,
320,1.33992159158739e-38,,38,1.2268368055163773e-41,,,,,2025-11-26T00:34:00.000Z,65272,
,,,,,,,91,,2025-11-26T00:35:00.000Z,65332,
,,,,,,,86,,2025-11-26T00:36:00.000Z,65392,
,,,136,,,,,,2025-11-26T00:36:00.000Z,,
,,,,,,,82,,2025-11-26T00:37:00.000Z,65452,
,,,8,,,,,,2025-11-26T00:37:00.000Z,,
,,,,,,,83,,2025-11-26T00:38:00.000Z,65512,
,,,,,,,79,,2025-11-26T00:39:00.000Z,36,
,,,72,,,,,,2025-11-26T00:39:00.000Z,,
,,,8,,,,,,2025-11-26T00:40:00.000Z,,
,,,,,,,78,,2025-11-26T00:41:00.000Z,156,
,,,,,,,79,,2025-11-26T00:44:00.000Z,336,
,,,72,,,,,,2025-11-26T00:46:00.000Z,,
,,,,,,,78,,2025-11-26T00:47:00.000Z,516,
,,,8,,,,,,2025-11-26T00:48:00.000Z,,
,,,,,,,79,,2025-11-26T00:49:00.000Z,636,
,,,40,,,,,,2025-11-26T00:49:00.000Z,,
,,,,,,,78,,2025-11-26T00:50:00.000Z,696,
,,,8,,,,,,2025-11-26T00:50:00.000Z,,
,,,,,,,79,,2025-11-26T00:52:00.000Z,816,
,,,72,,,,,,2025-11-26T00:52:00.000Z,,
,,,,,,,78,,2025-11-26T00:53:00.000Z,876,
,,,,,,,77,,2025-11-26T00:54:00.000Z,936,
,,,,,,,76,,2025-11-26T00:56:00.000Z,1056,
,,,8,,,,,,2025-11-26T00:56:00.000Z,,
,,,,,,,75,,2025-11-26T00:57:00.000Z,1116,
,,,72,,,,,,2025-11-26T00:57:00.000Z,,
,,,,,,,76,,2025-11-26T00:58:00.000Z,1176,
,,,8,,,,,,2025-11-26T00:58:00.000Z,,
,,,,,,,75,,2025-11-26T00:59:00.000Z,1236,
,,,104,,,,,,2025-11-26T01:00:00.000Z,,
,,,,,,,78,,2025-11-26T01:01:00.000Z,1356,
,,,,,,,76,,2025-11-26T01:02:00.000Z,1416,
,,,72,,,,,,2025-11-26T01:03:00.000Z,,
,,,,,,,77,,2025-11-26T01:04:00.000Z,1536,
,,,,,,,85,,2025-11-26T01:05:00.000Z,1596,
,,,,,,,107,,2025-11-26T01:06:00.000Z,1656,
,,,,,,,118,,2025-11-26T01:07:00.000Z,1716,
,,,,,,,119,,2025-11-26T01:08:00.000Z,1776,
,,,,,,,130,,2025-11-26T01:09:00.000Z,1836,
,,,,,,,148,,2025-11-26T01:10:00.000Z,1896,
,,,,,,,,2,2025-11-26T01:10:00.000Z,1896,
346,1.3987761270890324e-38,,70,1.3264691263298718e-41,,,,,2025-11-26T01:10:00.000Z,1896,
,,,,,,,138,,2025-11-26T01:11:00.000Z,1956,
,,,,,,,129,,2025-11-26T01:12:00.000Z,2016,
,,,,,,,131,,2025-11-26T01:13:00.000Z,2076,
359,1.423999499446879e-38,,70,1.371030417495401e-41,,,,,2025-11-26T01:13:00.000Z,2076,
,,,,,,,134,,2025-11-26T01:14:00.000Z,2136,
,,,,,,,117,,2025-11-26T01:15:00.000Z,2196,
67,2.2701035122062037e-39,,128,0,,,,,2025-11-26T01:15:00.000Z,2196,
,,,,,,,96,,2025-11-26T01:16:00.000Z,2256,
,,,,,,,,4,2025-11-26T01:16:00.000Z,2256,
,,,168,,,,,,2025-11-26T01:16:00.000Z,,
,,,,,,,106,,2025-11-26T01:17:00.000Z,2316,
,,,,,,,113,,2025-11-26T01:18:00.000Z,2376,
,,,,,,,115,,2025-11-26T01:19:00.000Z,2436,
73,2.5223372357846707e-39,,160,0,,,,,2025-11-26T01:19:00.000Z,2436,
,,,,,,,109,,2025-11-26T01:20:00.000Z,2496,
,,,,,,,103,,2025-11-26T01:21:00.000Z,2556,
361,1.440815081018777e-38,,70,1.3828013245957295e-41,,,,,2025-11-26T01:21:00.000Z,2556,
,,,,,,,104,,2025-11-26T01:22:00.000Z,2616,
73,2.6064151436441598e-39,,128,0,,,,,2025-11-26T01:22:00.000Z,2616,
,,,,,,,98,,2025-11-26T01:23:00.000Z,2676,
,,,,,,,102,,2025-11-26T01:25:00.000Z,2796,
365,1.4660384533766236e-38,,70,1.3941518421567605e-41,,,,,2025-11-26T01:25:00.000Z,2796,
,,,,,,,93,,2025-11-26T01:26:00.000Z,2856,
,,,,,,,97,,2025-11-26T01:27:00.000Z,2916,
,,,,,,,93,,2025-11-26T01:28:00.000Z,2976,
,,,,,,,86,,2025-11-26T01:29:00.000Z,3036,
,,,,,,,84,,2025-11-26T01:30:00.000Z,3096,
,,,136,,,,,,2025-11-26T01:30:00.000Z,,
,,,,,,,83,,2025-11-26T01:31:00.000Z,3156,
,,,8,,,,,,2025-11-26T01:31:00.000Z,,
,,,,,,,82,,2025-11-26T01:32:00.000Z,3216,
,,,,,,,81,,2025-11-26T01:33:00.000Z,3276,
,,,,,,,86,,2025-11-26T01:34:00.000Z,3336,
,,,,,,,84,,2025-11-26T01:35:00.000Z,3396,
,,,,,,,85,,2025-11-26T01:36:00.000Z,3456,
,,,,,,,79,,2025-11-26T01:37:00.000Z,3516,
,,,136,,,,,,2025-11-26T01:37:00.000Z,,
73,2.6064151436441598e-39,"generic",,0,0,1237,,,2025-11-26T01:37:00.000Z,,
365,1.4660384533766236e-38,"walking",,1.3941518421567605e-41,1.1418270341781124e-42,1237,,,2025-11-26T01:37:00.000Z,,
,,,,,,,,,2025-11-26T01:37:00.000Z,,
