data16,event,event_type,timestamp
200,,"marker",2025-11-28T07:16:00.000Z
6,,"marker",2025-11-28T07:19:00.000Z
1,,"marker",2025-11-28T07:20:00.000Z
6,,"marker",2025-11-28T07:26:00.000Z
1,,"marker",2025-11-28T07:27:00.000Z
9,,"marker",2025-11-28T07:36:00.000Z
3,,"marker",2025-11-28T07:39:00.000Z
2,,"marker",2025-11-28T07:41:00.000Z
1,,"marker",2025-11-28T07:42:00.000Z
1,,"marker",2025-11-28T07:43:00.000Z
1,,"marker",2025-11-28T07:44:00.000Z
1,,"marker",2025-11-28T07:45:00.000Z
1,,"marker",2025-11-28T07:46:00.000Z
2,,"marker",2025-11-28T07:48:00.000Z
3,,"marker",2025-11-28T07:51:00.000Z
2,,"marker",2025-11-28T07:53:00.000Z
4,,"marker",2025-11-28T07:57:00.000Z
2,,"marker",2025-11-28T07:59:00.000Z
3,,"marker",2025-11-28T08:02:00.000Z
4,,"marker",2025-11-28T08:06:00.000Z
1,,"marker",2025-11-28T08:07:00.000Z
3,,"marker",2025-11-28T08:10:00.000Z
1,,"marker",2025-11-28T08:11:00.000Z
1,,"marker",2025-11-28T08:12:00.000Z
1,,"marker",2025-11-28T08:13:00.000Z
9,,"marker",2025-11-28T08:22:00.000Z
2,,"marker",2025-11-28T08:24:00.000Z
2,,"marker",2025-11-28T08:26:00.000Z
1,,"marker",2025-11-28T08:27:00.000Z
3,,"marker",2025-11-28T08:30:00.000Z
3,,"marker",2025-11-28T08:33:00.000Z
1,,"marker",2025-11-28T08:34:00.000Z
5,,"marker",2025-11-28T08:39:00.000Z
1,,"marker",2025-11-28T08:40:00.000Z
1,,"marker",2025-11-28T08:41:00.000Z
2,,"marker",2025-11-28T08:43:00.000Z
4,,"marker",2025-11-28T08:47:00.000Z
12,,"marker",2025-11-28T08:59:00.000Z
1,,"marker",2025-11-28T09:00:00.000Z
1,,"marker",2025-11-28T09:01:00.000Z
17,,"marker",2025-11-28T09:18:00.000Z
69,,"marker",2025-11-28T10:27:00.000Z
1,,"marker",2025-11-28T10:28:00.000Z
164,,"marker",2025-11-28T13:12:00.000Z
1,,"marker",2025-11-28T13:13:00.000Z
73,,"marker",2025-11-28T14:26:00.000Z
1,,"marker",2025-11-28T14:27:00.000Z
56,,"marker",2025-11-28T15:23:00.000Z
