active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
2,8.407790785948902e-41,"generic",,0,0,138,,2025-11-06T07:18:00.000Z,
19,1.0509738482436128e-39,"walking",,2.9147008057956195e-43,2.387111933977326e-44,138,,2025-11-06T07:18:00.000Z,
,,,,,,,,2025-11-06T07:18:00.000Z,
,,,,,,,71,2025-11-06T07:19:00.000Z,65508
,,,72,,,,,2025-11-06T07:20:00.000Z,
,,,,,,,70,2025-11-06T07:21:00.000Z,92
,,,8,,,,,2025-11-06T07:21:00.000Z,
,,,,,,,72,2025-11-06T07:22:00.000Z,152
,,,,,,,71,2025-11-06T07:23:00.000Z,212
,,,,,,,73,2025-11-06T07:24:00.000Z,272
,,,,,,,74,2025-11-06T07:26:00.000Z,392
,,,104,,,,,2025-11-06T07:26:00.000Z,
,,,,,,,75,2025-11-06T07:27:00.000Z,452
,,,,,,,74,2025-11-06T07:28:00.000Z,512
,,,,,,,72,2025-11-06T07:30:00.000Z,632
,,,,,,,73,2025-11-06T07:31:00.000Z,692
,,,,,,,74,2025-11-06T07:33:00.000Z,812
,,,8,,,,,2025-11-06T07:33:00.000Z,
,,,72,,,,,2025-11-06T07:34:00.000Z,
,,,,,,,73,2025-11-06T07:35:00.000Z,932
,,,8,,,,,2025-11-06T07:35:00.000Z,
,,,,,,,74,2025-11-06T07:36:00.000Z,992
,,,,,,,75,2025-11-06T07:37:00.000Z,1052
,,,,,,,72,2025-11-06T07:38:00.000Z,1112
,,,,,,,77,2025-11-06T07:39:00.000Z,1172
,,,136,,,,,2025-11-06T07:39:00.000Z,
,,,,,,,74,2025-11-06T07:40:00.000Z,1232
,,,8,,,,,2025-11-06T07:40:00.000Z,
,,,,,,,72,2025-11-06T07:41:00.000Z,1292
,,,,,,,81,2025-11-06T07:42:00.000Z,1352
,,,,,,,79,2025-11-06T07:43:00.000Z,1412
,,,136,,,,,2025-11-06T07:43:00.000Z,
,,,,,,,74,2025-11-06T07:44:00.000Z,1472
,,,,,,,72,2025-11-06T07:45:00.000Z,1532
,,,8,,,,,2025-11-06T07:45:00.000Z,
