active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
,,,,,,,,2025-11-13T06:23:00.000Z,
,,,,,,,76,2025-11-13T06:25:00.000Z,11708
,,,,,,,77,2025-11-13T06:26:00.000Z,11768
,,,,,,,74,2025-11-13T06:28:00.000Z,11888
,,,,,,,75,2025-11-13T06:29:00.000Z,11948
,,,,,,,74,2025-11-13T06:30:00.000Z,12008
,,,,,,,76,2025-11-13T06:31:00.000Z,12068
,,,,,,,84,2025-11-13T06:32:00.000Z,12128
,,,,,,,95,2025-11-13T06:34:00.000Z,12248
,,,168,,,,,2025-11-13T06:34:00.000Z,
,,,,,,,94,2025-11-13T06:35:00.000Z,12308
,,,,,,,99,2025-11-13T06:36:00.000Z,12368
4,1.6815581571897805e-40,,102,7.987401246651457e-44,,,,2025-11-13T06:36:00.000Z,12368
,,,,,,,101,2025-11-13T06:37:00.000Z,12428
,,,168,,,,,2025-11-13T06:37:00.000Z,
,,,,,,,96,2025-11-13T06:38:00.000Z,12488
6,2.5223372357846707e-40,,70,9.528829557408756e-44,,,,2025-11-13T06:38:00.000Z,12488
,,,,,,,80,2025-11-13T06:39:00.000Z,12548
,,,168,,,,,2025-11-13T06:40:00.000Z,
,,,,,,,93,2025-11-13T06:41:00.000Z,12668
7,3.363116314379561e-40,,70,1.233142648605839e-43,,,,2025-11-13T06:41:00.000Z,12668
,,,,,,,82,2025-11-13T06:42:00.000Z,12728
,,,136,,,,,2025-11-13T06:42:00.000Z,
,,,,,,,87,2025-11-13T06:43:00.000Z,12788
8,5.0446744715693415e-40,,70,1.7376100957627732e-43,,,,2025-11-13T06:44:00.000Z,12848
,,,,,,,88,2025-11-13T06:45:00.000Z,12908
,,,200,,,,,2025-11-13T06:45:00.000Z,
,,,,,,,87,2025-11-13T06:46:00.000Z,12968
9,5.885453550164232e-40,,70,1.8637269575520067e-43,,,,2025-11-13T06:46:00.000Z,12968
,,,,,,,83,2025-11-13T06:47:00.000Z,13028
,,,,,,,86,2025-11-13T06:48:00.000Z,13088
,,,,,,,87,2025-11-13T06:49:00.000Z,13148
,,,,,,,93,2025-11-13T06:50:00.000Z,13208
,,,168,,,,,2025-11-13T06:50:00.000Z,
,,,,,,,94,2025-11-13T06:51:00.000Z,13268
11,6.726232628759122e-40,,38,2.4382593279251817e-43,,,,2025-11-13T06:51:00.000Z,13268
,,,,,,,99,2025-11-13T06:52:00.000Z,13328
,,,,,,,98,2025-11-13T06:53:00.000Z,13388
,,,,,,,96,2025-11-13T06:54:00.000Z,13448
,,,200,,,,,2025-11-13T06:54:00.000Z,
,,,,,,,95,2025-11-13T06:55:00.000Z,13508
13,7.567011707354012e-40,,6,2.536350220427919e-43,,,,2025-11-13T06:55:00.000Z,13508
,,,,,,,90,2025-11-13T06:56:00.000Z,13568
,,,,,,,81,2025-11-13T06:57:00.000Z,13628
,,,104,,,,,2025-11-13T06:57:00.000Z,
,,,,,,,84,2025-11-13T06:58:00.000Z,13688
,,,8,,,,,2025-11-13T06:58:00.000Z,
,,,,,,,85,2025-11-13T06:59:00.000Z,13748
,,,,,,,82,2025-11-13T07:00:00.000Z,13808
,,,,,,,84,2025-11-13T07:01:00.000Z,13868
,,,136,,,,,2025-11-13T07:01:00.000Z,
,,,,,,,85,2025-11-13T07:02:00.000Z,13928
,,,,,,,91,2025-11-13T07:03:00.000Z,13988
16,9.248569864543793e-40,,70,3.2510124372335756e-43,,,,2025-11-13T07:03:00.000Z,13988
16,9.248569864543793e-40,"walking",,3.2510124372335756e-43,2.662607212063585e-44,123,,2025-11-13T07:03:00.000Z,
,,,,,,,,2025-11-13T07:03:00.000Z,
