active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16,vigorous_activity_inutes
66,2.0809282195223534e-39,"generic",,0,0,1062,,,2025-11-05T22:42:00.000Z,,
195,6.499222277538502e-39,"walking",,4.059561651148995e-42,3.3248608663034936e-43,1062,,,2025-11-05T22:42:00.000Z,,
1,9.668959403841238e-41,"running",,6.305843089461677e-44,7.747779209251913e-45,1062,,,2025-11-05T22:42:00.000Z,,
,,,,,,,,,2025-11-05T22:42:00.000Z,,
,,,,,,,115,,2025-11-05T22:43:00.000Z,34548,
,,,,,,,133,,2025-11-05T22:44:00.000Z,34608,
205,6.608523557755837e-39,,102,4.282368106976641e-42,,,,,2025-11-05T22:44:00.000Z,34608,
,,,,,,,129,,2025-11-05T22:45:00.000Z,34668,
6,1.807675018979014e-40,,129,2.7605579747198896e-43,,,,,2025-11-05T22:45:00.000Z,34668,
,,,,,,,137,,2025-11-05T22:46:00.000Z,34728,
14,2.6484540975739043e-40,,129,4.946583579066604e-43,,,,,2025-11-05T22:46:00.000Z,34728,
,,,,,,,142,,2025-11-05T22:47:00.000Z,34788,
,,,,,,,,3,2025-11-05T22:47:00.000Z,34788,1
,,,,,,,159,,2025-11-05T22:48:00.000Z,34848,
,,,,,,,164,,2025-11-05T22:49:00.000Z,34908,
,,,,,,,159,,2025-11-05T22:50:00.000Z,34968,
,,,,,,,160,,2025-11-05T22:51:00.000Z,35028,
,,,,,,,162,,2025-11-05T22:52:00.000Z,35088,
,,,,,,,166,,2025-11-05T22:53:00.000Z,35148,
,,,,,,,167,,2025-11-05T22:54:00.000Z,35208,
,,,,,,,166,,2025-11-05T22:57:00.000Z,35388,
,,,,,,,167,,2025-11-05T22:58:00.000Z,35448,
137,1.2737803040712587e-39,,129,3.187954006338959e-42,3.3734158580923486e-43,,,,2025-11-05T22:58:00.000Z,35448,
,,,,,,,168,,2025-11-05T22:59:00.000Z,35508,
,,,,,,,165,,2025-11-05T23:00:00.000Z,35568,
159,1.4419361197902368e-39,,129,3.6419747087801996e-42,3.805380122705116e-43,,,,2025-11-05T23:00:00.000Z,35568,
,,,,,,,170,,2025-11-05T23:01:00.000Z,35628,
,,,,,,,172,,2025-11-05T23:02:00.000Z,35688,
,,,,,,,173,,2025-11-05T23:03:00.000Z,35748,
,,,,,,,174,,2025-11-05T23:05:00.000Z,35868,
,,,,,,,173,,2025-11-05T23:07:00.000Z,35988,
,,,,,,,172,,2025-11-05T23:08:00.000Z,36048,
248,2.114559382666149e-39,,129,5.43984063850894e-42,5.58958339240669e-43,,,,2025-11-05T23:08:00.000Z,36048,
,,,,,,,161,,2025-11-05T23:09:00.000Z,36108,
,,,,,,,150,,2025-11-05T23:10:00.000Z,36168,
224,6.776679373474815e-39,,70,4.4841550858394146e-42,3.672957417826421e-43,,,,2025-11-05T23:10:00.000Z,36168,
66,2.0809282195223534e-39,"generic",,0,0,1090,,,2025-11-05T23:10:00.000Z,,
224,6.776679373474815e-39,"walking",,4.4841550858394146e-42,3.672957417826421e-43,1090,,,2025-11-05T23:10:00.000Z,,
248,2.114559382666149e-39,"running",,5.43984063850894e-42,5.58958339240669e-43,1090,,,2025-11-05T23:10:00.000Z,,
,,,,,,,,,2025-11-05T23:10:00.000Z,36168,23
,,,,,,,,,2025-11-05T23:10:00.000Z,,
