current_activity_type_intensity,heart_rate,timestamp,timestamp16
,,2025-11-17T05:00:00.000Z,
8,,2025-11-17T05:00:00.000Z,
,81,2025-11-17T05:02:00.000Z,24648
,80,2025-11-17T05:05:00.000Z,24828
,85,2025-11-17T05:07:00.000Z,24948
104,,2025-11-17T05:07:00.000Z,
,,2025-11-17T05:07:00.000Z,
