active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16
26,9.668959403841238e-40,"generic",,0,0,1015,,,2025-11-18T21:55:00.000Z,
282,1.1311281204029923e-38,"walking",,8.507282976915964e-42,6.9674801723772826e-43,1015,,,2025-11-18T21:55:00.000Z,
1,1.6815581571897805e-40,"running",,6.866362475191604e-44,8.4358167552354e-45,1015,,,2025-11-18T21:55:00.000Z,
,,,,,,,,,2025-11-18T21:55:00.000Z,
,,,,,,,101,,2025-11-18T21:56:00.000Z,40816
,,,,,,,109,,2025-11-18T21:57:00.000Z,40876
,,,,,,,108,,2025-11-18T21:58:00.000Z,40936
32,1.2191296639625909e-39,,160,0,,,,,2025-11-18T21:58:00.000Z,40936
,,,,,,,100,,2025-11-18T21:59:00.000Z,40996
,,,,,,,94,,2025-11-18T22:00:00.000Z,41056
,,,,,,,100,,2025-11-18T22:01:00.000Z,41116
,,,,,,,97,,2025-11-18T22:02:00.000Z,41176
,,,,,,,92,,2025-11-18T22:03:00.000Z,41236
,,,104,,,,,,2025-11-18T22:03:00.000Z,
,,,,,,,97,,2025-11-18T22:04:00.000Z,41296
283,1.1395359111889412e-38,,70,8.588558287846804e-42,,,,,2025-11-18T22:04:00.000Z,41296
,,,,,,,110,,2025-11-18T22:05:00.000Z,41356
34,1.3032075718220799e-39,,160,0,,,,,2025-11-18T22:05:00.000Z,41356
,,,,,,,117,,2025-11-18T22:06:00.000Z,41416
,,,,,,,118,,2025-11-18T22:07:00.000Z,41476
289,1.156351492760839e-38,,70,8.73008943274361e-42,,,,,2025-11-18T22:07:00.000Z,41476
,,,,,,,98,,2025-11-18T22:08:00.000Z,41536
,,,,,,,90,,2025-11-18T22:09:00.000Z,41596
,,,,,,,88,,2025-11-18T22:10:00.000Z,41656
,,,,,,,92,,2025-11-18T22:12:00.000Z,41776
,,,,,,,90,,2025-11-18T22:13:00.000Z,41836
,,,,,,,92,,2025-11-18T22:15:00.000Z,41956
,,,104,,,,,,2025-11-18T22:15:00.000Z,
,,,,,,,97,,2025-11-18T22:16:00.000Z,42016
,,,8,,,,,,2025-11-18T22:16:00.000Z,
,,,,,,,105,,2025-11-18T22:17:00.000Z,42076
,,,,,,,106,,2025-11-18T22:19:00.000Z,42196
41,1.555441295400547e-39,,64,0,,,,,2025-11-18T22:19:00.000Z,42196
,,,,,,,109,,2025-11-18T22:20:00.000Z,42256
43,1.639519203260036e-39,,0,0,,,,,2025-11-18T22:20:00.000Z,42256
,,,,,,,132,,2025-11-18T22:21:00.000Z,42316
,,,,,,,110,,2025-11-18T22:22:00.000Z,42376
,,,,,,,114,,2025-11-18T22:23:00.000Z,42436
,,,,,,,121,,2025-11-18T22:24:00.000Z,42496
,,,,,,,128,,2025-11-18T22:25:00.000Z,42556
,,,,,,,107,,2025-11-18T22:26:00.000Z,42616
,,,,,,,109,,2025-11-18T22:27:00.000Z,42676
68,2.228064558276459e-39,,96,0,,,,,2025-11-18T22:27:00.000Z,42676
,,,,,,,112,,2025-11-18T22:28:00.000Z,42736
,,,,,,,123,,2025-11-18T22:29:00.000Z,42796
296,1.1731670743327369e-38,,102,8.76792449128038e-42,,,,,2025-11-18T22:29:00.000Z,42796
,,,,,,,127,,2025-11-18T22:30:00.000Z,42856
73,2.3121424661359482e-39,,160,0,,,,,2025-11-18T22:30:00.000Z,42856
,,,,,,,125,,2025-11-18T22:31:00.000Z,42916
,,,,,,,123,,2025-11-18T22:32:00.000Z,42976
,,,,,,,125,,2025-11-18T22:33:00.000Z,43036
91,2.6484540975739043e-39,,96,0,,,,,2025-11-18T22:34:00.000Z,43096
,,,,,,,129,,2025-11-18T22:35:00.000Z,43156
,,,,,,,132,,2025-11-18T22:36:00.000Z,43216
306,1.1899826559046347e-38,,102,8.802956952888501e-42,,,,,2025-11-18T22:36:00.000Z,43216
,,,,,,,134,,2025-11-18T22:38:00.000Z,43336
103,2.8166099132928823e-39,,128,0,,,,,2025-11-18T22:38:00.000Z,43336
,,,,,,,130,,2025-11-18T22:39:00.000Z,43396
,,,,,,,,5,2025-11-18T22:39:00.000Z,43396
108,2.9006878211523713e-39,,0,0,,,,,2025-11-18T22:39:00.000Z,43396
,,,,,,,126,,2025-11-18T22:40:00.000Z,43456
,,,,,,,120,,2025-11-18T22:41:00.000Z,43516
115,3.0688436368713494e-39,,128,0,,,,,2025-11-18T22:41:00.000Z,43516
,,,,,,,119,,2025-11-18T22:42:00.000Z,43576
,,,,,,,,1,2025-11-18T22:42:00.000Z,43576
