body_battery,field_four,field_two,stress_level_time,stress_level_value
18,1,244,2025-11-18T05:01:00.000Z,34
18,1,208,2025-11-18T05:02:00.000Z,61
18,1,102,2025-11-18T05:03:00.000Z,65534
18,1,101,2025-11-18T05:04:00.000Z,
18,1,101,2025-11-18T05:05:00.000Z,
18,1,10,2025-11-18T05:06:00.000Z,22
18,1,6,2025-11-18T05:07:00.000Z,23
18,1,18,2025-11-18T05:08:00.000Z,20
18,1,32,2025-11-18T05:09:00.000Z,17
18,1,12,2025-11-18T05:10:00.000Z,22
18,1,0,2025-11-18T05:11:00.000Z,25
18,1,10,2025-11-18T05:12:00.000Z,22
18,1,101,2025-11-18T05:13:00.000Z,
18,1,11,2025-11-18T05:14:00.000Z,22
18,1,39,2025-11-18T05:15:00.000Z,15
18,1,16,2025-11-18T05:16:00.000Z,21
18,1,31,2025-11-18T05:17:00.000Z,17
18,1,6,2025-11-18T05:18:00.000Z,23
18,1,248,2025-11-18T05:19:00.000Z,31
18,1,0,2025-11-18T05:20:00.000Z,25
18,1,233,2025-11-18T05:21:00.000Z,42
18,1,235,2025-11-18T05:22:00.000Z,41
