body_battery,field_four,field_two,stress_level_time,stress_level_value
10,1,102,2025-11-19T01:00:00.000Z,65534
10,1,102,2025-11-19T01:01:00.000Z,65534
10,1,102,2025-11-19T01:02:00.000Z,65534
10,1,102,2025-11-19T01:03:00.000Z,65534
10,1,102,2025-11-19T01:04:00.000Z,65534
10,1,101,2025-11-19T01:05:00.000Z,
10,1,101,2025-11-19T01:06:00.000Z,
10,1,184,2025-11-19T01:07:00.000Z,79
10,1,215,2025-11-19T01:08:00.000Z,56
10,1,191,2025-11-19T01:09:00.000Z,74
10,1,218,2025-11-19T01:10:00.000Z,54
9,1,192,2025-11-19T01:11:00.000Z,73
9,1,102,2025-11-19T01:12:00.000Z,65534
