body_battery,field_four,field_two,stress_level_time,stress_level_value
55,1,226,2025-11-18T13:43:00.000Z,48
55,1,230,2025-11-18T13:44:00.000Z,45
55,1,250,2025-11-18T13:45:00.000Z,30
55,1,8,2025-11-18T13:46:00.000Z,23
55,1,241,2025-11-18T13:47:00.000Z,36
55,1,13,2025-11-18T13:48:00.000Z,22
55,1,11,2025-11-18T13:49:00.000Z,22
55,1,21,2025-11-18T13:50:00.000Z,20
55,1,21,2025-11-18T13:51:00.000Z,20
55,1,9,2025-11-18T13:52:00.000Z,23
55,1,16,2025-11-18T13:53:00.000Z,21
55,1,21,2025-11-18T13:54:00.000Z,20
55,1,33,2025-11-18T13:55:00.000Z,17
55,1,7,2025-11-18T13:56:00.000Z,23
55,1,18,2025-11-18T13:57:00.000Z,20
55,1,8,2025-11-18T13:58:00.000Z,23
55,1,255,2025-11-18T13:59:00.000Z,26
55,1,18,2025-11-18T14:00:00.000Z,20
55,1,102,2025-11-18T14:01:00.000Z,65534
55,1,102,2025-11-18T14:02:00.000Z,65534
55,1,245,2025-11-18T14:03:00.000Z,33
55,1,102,2025-11-18T14:04:00.000Z,65534
55,1,0,2025-11-18T14:05:00.000Z,25
55,1,255,2025-11-18T14:06:00.000Z,26
55,1,5,2025-11-18T14:07:00.000Z,24
55,1,248,2025-11-18T14:08:00.000Z,31
55,1,102,2025-11-18T14:09:00.000Z,65534
55,1,102,2025-11-18T14:10:00.000Z,65534
55,1,230,2025-11-18T14:11:00.000Z,45
55,1,252,2025-11-18T14:12:00.000Z,28
55,1,248,2025-11-18T14:13:00.000Z,31
55,1,2,2025-11-18T14:14:00.000Z,24
55,1,218,2025-11-18T14:15:00.000Z,54
55,1,229,2025-11-18T14:16:00.000Z,45
54,1,255,2025-11-18T14:17:00.000Z,26
54,1,251,2025-11-18T14:18:00.000Z,29
54,1,232,2025-11-18T14:19:00.000Z,43
54,1,1,2025-11-18T14:20:00.000Z,25
54,1,255,2025-11-18T14:21:00.000Z,26
54,1,244,2025-11-18T14:22:00.000Z,34
54,1,18,2025-11-18T14:23:00.000Z,20
54,1,26,2025-11-18T14:24:00.000Z,18
54,1,17,2025-11-18T14:25:00.000Z,21
54,1,15,2025-11-18T14:26:00.000Z,21
54,1,254,2025-11-18T14:27:00.000Z,27
54,1,4,2025-11-18T14:28:00.000Z,24
54,1,25,2025-11-18T14:29:00.000Z,19
54,1,18,2025-11-18T14:30:00.000Z,20
54,1,22,2025-11-18T14:31:00.000Z,19
54,1,16,2025-11-18T14:32:00.000Z,21
54,1,2,2025-11-18T14:33:00.000Z,24
54,1,249,2025-11-18T14:34:00.000Z,30
54,1,0,2025-11-18T14:35:00.000Z,25
54,1,251,2025-11-18T14:36:00.000Z,29
54,1,102,2025-11-18T14:37:00.000Z,65534
54,1,102,2025-11-18T14:38:00.000Z,65534
54,1,237,2025-11-18T14:39:00.000Z,39
54,1,102,2025-11-18T14:40:00.000Z,65534
54,1,239,2025-11-18T14:41:00.000Z,38
54,1,187,2025-11-18T14:42:00.000Z,77
54,1,102,2025-11-18T14:43:00.000Z,65534
53,1,102,2025-11-18T14:44:00.000Z,65534
53,1,102,2025-11-18T14:45:00.000Z,65534
53,1,102,2025-11-18T14:46:00.000Z,65534
52,1,102,2025-11-18T14:47:00.000Z,65534
52,1,102,2025-11-18T14:48:00.000Z,65534
52,1,102,2025-11-18T14:49:00.000Z,65534
52,1,102,2025-11-18T14:50:00.000Z,65534
52,1,102,2025-11-18T14:51:00.000Z,65534
52,1,175,2025-11-18T14:52:00.000Z,86
52,1,102,2025-11-18T14:53:00.000Z,65534
52,1,184,2025-11-18T14:54:00.000Z,79
51,1,187,2025-11-18T14:55:00.000Z,77
51,1,191,2025-11-18T14:56:00.000Z,74
51,1,178,2025-11-18T14:57:00.000Z,84
51,1,102,2025-11-18T14:58:00.000Z,65534
51,1,102,2025-11-18T14:59:00.000Z,65534
51,1,102,2025-11-18T15:00:00.000Z,65534
51,1,102,2025-11-18T15:01:00.000Z,65534
51,1,211,2025-11-18T15:02:00.000Z,59
