body_battery,field_four,field_two,stress_level_time,stress_level_value
14,1,0,2025-11-18T23:23:00.000Z,25
14,1,3,2025-11-18T23:24:00.000Z,24
13,1,253,2025-11-18T23:25:00.000Z,27
13,1,248,2025-11-18T23:26:00.000Z,31
13,1,239,2025-11-18T23:27:00.000Z,38
13,1,15,2025-11-18T23:28:00.000Z,21
13,1,5,2025-11-18T23:29:00.000Z,24
13,1,23,2025-11-18T23:30:00.000Z,19
13,1,20,2025-11-18T23:31:00.000Z,20
13,1,253,2025-11-18T23:32:00.000Z,27
13,1,8,2025-11-18T23:33:00.000Z,23
13,1,31,2025-11-18T23:34:00.000Z,17
13,1,10,2025-11-18T23:35:00.000Z,22
13,1,236,2025-11-18T23:36:00.000Z,40
13,1,1,2025-11-18T23:37:00.000Z,25
13,1,28,2025-11-18T23:38:00.000Z,18
13,1,247,2025-11-18T23:39:00.000Z,32
13,1,246,2025-11-18T23:40:00.000Z,33
13,1,223,2025-11-18T23:41:00.000Z,50
13,1,250,2025-11-18T23:42:00.000Z,30
13,1,6,2025-11-18T23:43:00.000Z,23
13,1,8,2025-11-18T23:44:00.000Z,23
13,1,249,2025-11-18T23:45:00.000Z,30
13,1,221,2025-11-18T23:46:00.000Z,51
13,1,252,2025-11-18T23:47:00.000Z,28
13,1,102,2025-11-18T23:48:00.000Z,65534
13,1,102,2025-11-18T23:49:00.000Z,65534
13,1,101,2025-11-18T23:50:00.000Z,
13,1,208,2025-11-18T23:51:00.000Z,61
13,1,102,2025-11-18T23:52:00.000Z,65534
13,1,102,2025-11-18T23:53:00.000Z,65534
13,1,212,2025-11-18T23:54:00.000Z,58
13,1,0,2025-11-18T23:55:00.000Z,25
12,1,248,2025-11-18T23:56:00.000Z,31
12,1,230,2025-11-18T23:57:00.000Z,45
12,1,217,2025-11-18T23:58:00.000Z,54
12,1,232,2025-11-18T23:59:00.000Z,43
12,1,210,2025-11-19T00:00:00.000Z,60
12,1,222,2025-11-19T00:01:00.000Z,51
12,1,233,2025-11-19T00:02:00.000Z,42
12,1,213,2025-11-19T00:03:00.000Z,57
12,1,226,2025-11-19T00:04:00.000Z,48
12,1,233,2025-11-19T00:05:00.000Z,42
12,1,252,2025-11-19T00:06:00.000Z,28
12,1,243,2025-11-19T00:07:00.000Z,35
12,1,249,2025-11-19T00:08:00.000Z,30
12,1,253,2025-11-19T00:09:00.000Z,27
12,1,229,2025-11-19T00:10:00.000Z,45
12,1,253,2025-11-19T00:11:00.000Z,27
12,1,2,2025-11-19T00:12:00.000Z,24
12,1,249,2025-11-19T00:13:00.000Z,30
12,1,247,2025-11-19T00:14:00.000Z,32
12,1,12,2025-11-19T00:15:00.000Z,22
12,1,249,2025-11-19T00:16:00.000Z,30
12,1,250,2025-11-19T00:17:00.000Z,30
12,1,250,2025-11-19T00:18:00.000Z,30
12,1,247,2025-11-19T00:19:00.000Z,32
12,1,238,2025-11-19T00:20:00.000Z,39
12,1,102,2025-11-19T00:22:00.000Z,65534
12,1,204,2025-11-19T00:23:00.000Z,64
12,1,102,2025-11-19T00:24:00.000Z,65534
