active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
14,5.0446744715693415e-40,"generic",,0,0,756,,2025-11-18T17:36:00.000Z,
110,5.944308085665874e-39,"walking",,3.29305139116332e-42,2.6970090893627592e-43,756,,2025-11-18T17:36:00.000Z,
1,1.6815581571897805e-40,"running",,6.866362475191604e-44,8.4358167552354e-45,756,,2025-11-18T17:36:00.000Z,
,,,,,,,,2025-11-18T17:36:00.000Z,
,,,,,,,81,2025-11-18T17:37:00.000Z,25276
,,,,,,,83,2025-11-18T17:38:00.000Z,25336
,,,168,,,,,2025-11-18T17:38:00.000Z,
,,,,,,,98,2025-11-18T17:39:00.000Z,25396
110,5.965327562630746e-39,,70,3.316873465056842e-42,,,,2025-11-18T17:39:00.000Z,25396
,,,,,,,100,2025-11-18T17:40:00.000Z,25456
,,,168,,,,,2025-11-18T17:40:00.000Z,
,,,,,,,99,2025-11-18T17:41:00.000Z,25516
111,5.986347039595619e-39,,38,3.332287748164415e-42,,,,2025-11-18T17:41:00.000Z,25516
,,,,,,,94,2025-11-18T17:42:00.000Z,25576
,,,,,,,96,2025-11-18T17:43:00.000Z,25636
,,,168,,,,,2025-11-18T17:43:00.000Z,
,,,,,,,104,2025-11-18T17:44:00.000Z,25696
15,5.254869241218064e-40,,160,0,,,,2025-11-18T17:44:00.000Z,25696
113,6.070424947455108e-39,,38,3.372925403629835e-42,,,,2025-11-18T17:45:00.000Z,25756
,,,,,,,103,2025-11-18T17:46:00.000Z,25816
,,,,,,,102,2025-11-18T17:47:00.000Z,25876
117,6.238580763174086e-39,,38,3.471016296132572e-42,,,,2025-11-18T17:47:00.000Z,25876
,,,,,,,90,2025-11-18T17:48:00.000Z,25936
,,,,,,,86,2025-11-18T17:49:00.000Z,25996
,,,,,,,85,2025-11-18T17:50:00.000Z,26056
,,,,,,,84,2025-11-18T17:51:00.000Z,26116
,,,,,,,80,2025-11-18T17:52:00.000Z,26176
,,,,,,,82,2025-11-18T17:53:00.000Z,26236
,,,,,,,83,2025-11-18T17:54:00.000Z,26296
,,,,,,,84,2025-11-18T17:56:00.000Z,26416
,,,,,,,85,2025-11-18T17:58:00.000Z,26536
,,,,,,,86,2025-11-18T17:59:00.000Z,26596
,,,,,,,87,2025-11-18T18:00:00.000Z,26656
,,,,,,,88,2025-11-18T18:02:00.000Z,26776
,,,,,,,87,2025-11-18T18:03:00.000Z,26836
,,,104,,,,,2025-11-18T18:03:00.000Z,
,,,8,,,,,2025-11-18T18:04:00.000Z,
,,,,,,,91,2025-11-18T18:05:00.000Z,26956
,,,,,,,88,2025-11-18T18:06:00.000Z,27016
,,,,,,,91,2025-11-18T18:08:00.000Z,27136
,,,,,,,92,2025-11-18T18:09:00.000Z,27196
,,,,,,,99,2025-11-18T18:10:00.000Z,27256
,,,,,,,87,2025-11-18T18:11:00.000Z,27316
,,,,,,,88,2025-11-18T18:12:00.000Z,27376
,,,,,,,85,2025-11-18T18:13:00.000Z,27436
,,,,,,,86,2025-11-18T18:14:00.000Z,27496
,,,,,,,87,2025-11-18T18:15:00.000Z,27556
,,,,,,,84,2025-11-18T18:16:00.000Z,27616
,,,104,,,,,2025-11-18T18:16:00.000Z,
,,,,,,,94,2025-11-18T18:17:00.000Z,27676
,,,,,,,92,2025-11-18T18:18:00.000Z,27736
,,,,,,,89,2025-11-18T18:19:00.000Z,27796
,,,,,,,87,2025-11-18T18:20:00.000Z,27856
,,,,,,,90,2025-11-18T18:21:00.000Z,27916
,,,,,,,92,2025-11-18T18:22:00.000Z,27976
,,,,,,,94,2025-11-18T18:23:00.000Z,28036
,,,,,,,93,2025-11-18T18:24:00.000Z,28096
123,6.694002764079651e-39,,38,3.8886032385013674e-42,,,,2025-11-18T18:24:00.000Z,28096
,,,,,,,86,2025-11-18T18:26:00.000Z,28216
,,,,,,,90,2025-11-18T18:27:00.000Z,28276
,,,,,,,88,2025-11-18T18:28:00.000Z,28336
,,,136,,,,,2025-11-18T18:28:00.000Z,
,,,,,,,91,2025-11-18T18:29:00.000Z,28396
124,6.715022241044523e-39,,70,3.901214924680291e-42,,,,2025-11-18T18:29:00.000Z,28396
,,,,,,,88,2025-11-18T18:30:00.000Z,28456
,,,168,,,,,2025-11-18T18:31:00.000Z,
,,,,,,,92,2025-11-18T18:32:00.000Z,28576
124,6.757061194974268e-39,,38,3.943253878610035e-42,,,,2025-11-18T18:32:00.000Z,28576
,,,,,,,98,2025-11-18T18:33:00.000Z,28636
,,,,,,,84,2025-11-18T18:34:00.000Z,28696
,,,,,,,80,2025-11-18T18:35:00.000Z,28756
,,,,,,,78,2025-11-18T18:36:00.000Z,28816
,,,,,,,80,2025-11-18T18:37:00.000Z,28876
,,,,,,,76,2025-11-18T18:38:00.000Z,28936
,,,,,,,84,2025-11-18T18:39:00.000Z,28996
,,,136,,,,,2025-11-18T18:39:00.000Z,
,,,,,,,85,2025-11-18T18:40:00.000Z,29056
,,,,,,,87,2025-11-18T18:41:00.000Z,29116
,,,,,,,90,2025-11-18T18:42:00.000Z,29176
,,,,,,,92,2025-11-18T18:43:00.000Z,29236
,,,,,,,81,2025-11-18T18:44:00.000Z,29296
,,,,,,,82,2025-11-18T18:45:00.000Z,29356
127,6.925217010693246e-39,,70,4.090390217364141e-42,,,,2025-11-18T18:45:00.000Z,29356
,,,,,,,81,2025-11-18T18:48:00.000Z,29536
,,,,,,,87,2025-11-18T18:49:00.000Z,29596
,,,,,,,85,2025-11-18T18:50:00.000Z,29656
,,,,,,,90,2025-11-18T18:51:00.000Z,29716
,,,104,,,,,2025-11-18T18:51:00.000Z,
,,,,,,,88,2025-11-18T18:52:00.000Z,29776
,,,,,,,89,2025-11-18T18:53:00.000Z,29836
,,,,,,,87,2025-11-18T18:54:00.000Z,29896
,,,8,,,,,2025-11-18T18:54:00.000Z,
,,,,,,,88,2025-11-18T18:55:00.000Z,29956
,,,72,,,,,2025-11-18T18:55:00.000Z,
,,,,,,,90,2025-11-18T18:56:00.000Z,30016
,,,8,,,,,2025-11-18T18:56:00.000Z,
,,,,,,,92,2025-11-18T18:57:00.000Z,30076
,,,,,,,97,2025-11-18T18:58:00.000Z,30136
,,,136,,,,,2025-11-18T18:58:00.000Z,
,,,,,,,105,2025-11-18T18:59:00.000Z,30196
,,,,,,,110,2025-11-18T19:00:00.000Z,30256
131,7.093372826412224e-39,,70,4.1856785129382286e-42,,,,2025-11-18T19:00:00.000Z,30256
,,,,,,,101,2025-11-18T19:01:00.000Z,30316
17,5.885453550164232e-40,,160,0,,,,2025-11-18T19:01:00.000Z,30316
,,,,,,,105,2025-11-18T19:02:00.000Z,30376
133,7.156431257306841e-39,,70,4.2249148699393235e-42,,,,2025-11-18T19:02:00.000Z,30376
17,5.885453550164232e-40,"generic",,0,0,842,,2025-11-18T19:02:00.000Z,
133,7.156431257306841e-39,"walking",,4.2249148699393235e-42,3.4602122849726276e-43,842,,2025-11-18T19:02:00.000Z,
1,1.6815581571897805e-40,"running",,6.866362475191604e-44,8.4358167552354e-45,842,,2025-11-18T19:02:00.000Z,
,,,,,,,,2025-11-18T19:02:00.000Z,
