active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16
,,,,,,,76,,2025-11-30T23:15:00.000Z,33780
,,,104,,,,,,2025-11-30T23:15:00.000Z,
,,,8,,,,,,2025-11-30T23:16:00.000Z,
,,,,,,,77,,2025-11-30T23:17:00.000Z,33900
,,,,,,,83,,2025-11-30T23:18:00.000Z,33960
,,,,,,,79,,2025-11-30T23:19:00.000Z,34020
,,,136,,,,,,2025-11-30T23:20:00.000Z,
41,1.4293244336113134e-39,"generic",,0,0,1100,,,2025-11-30T23:20:00.000Z,
516,1.7172912680300633e-38,"walking",,1.7321450317519064e-41,1.4186535458054799e-42,1100,,,2025-11-30T23:20:00.000Z,
5,8.407790785948902e-41,"running",,2.200038588989963e-43,2.7026843481432745e-44,1100,,,2025-11-30T23:20:00.000Z,
,,,,,,,,,2025-11-30T23:20:00.000Z,
