active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16,vigorous_activity_inutes
1,8.407790785948902e-41,"generic",,0,0,236,,,2025-11-30T08:56:00.000Z,,
8,6.095648319812954e-40,"walking",,2.9287137904388677e-43,2.3988828410776543e-44,236,,,2025-11-30T08:56:00.000Z,,
,,,,,,,,,2025-11-30T08:56:00.000Z,,
,,,8,,,,,,2025-11-30T09:03:00.000Z,,
,,,8,,,,,,2025-11-30T09:08:00.000Z,,
,,,104,,,,,,2025-11-30T09:09:00.000Z,,
,,,,,,,60,,2025-11-30T09:10:00.000Z,48616,
,,,,,,,62,,2025-11-30T09:12:00.000Z,48736,
,,,,,,,63,,2025-11-30T09:13:00.000Z,48796,
,,,,,,,64,,2025-11-30T09:23:00.000Z,49396,
,,,,,,,63,,2025-11-30T09:26:00.000Z,49576,
,,,8,,,,,,2025-11-30T09:26:00.000Z,,
,,,,,,,64,,2025-11-30T09:27:00.000Z,49636,
,,,104,,,,,,2025-11-30T09:27:00.000Z,,
,,,,,,,68,,2025-11-30T09:28:00.000Z,49696,
,,,,,,,64,,2025-11-30T09:29:00.000Z,49756,
,,,,,,,63,,2025-11-30T09:31:00.000Z,49876,
,,,,,,,62,,2025-11-30T09:32:00.000Z,49936,
,,,,,,,63,,2025-11-30T09:33:00.000Z,49996,
,,,,,,,62,,2025-11-30T09:35:00.000Z,50116,
,,,8,,,,,,2025-11-30T09:37:00.000Z,,
,,,,,,,63,,2025-11-30T09:38:00.000Z,50296,
,,,,,,,66,,2025-11-30T09:39:00.000Z,50356,
,,,136,,,,,,2025-11-30T09:39:00.000Z,,
,,,,,,,62,,2025-11-30T09:41:00.000Z,50476,
,,,,,,,64,,2025-11-30T09:42:00.000Z,50536,
,,,,,,,63,,2025-11-30T09:43:00.000Z,50596,
,,,,,,,64,,2025-11-30T09:50:00.000Z,51016,
,,,,,,,65,,2025-11-30T09:51:00.000Z,51076,
,,,,,,,67,,2025-11-30T09:53:00.000Z,51196,
,,,,,,,69,,2025-11-30T09:55:00.000Z,51316,
,,,,,,,72,,2025-11-30T09:56:00.000Z,51376,
,,,,,,,69,,2025-11-30T09:57:00.000Z,51436,
,,,,,,,68,,2025-11-30T09:58:00.000Z,51496,
,,,,,,,67,,2025-11-30T09:59:00.000Z,51556,
,,,,,,,66,,2025-11-30T10:00:00.000Z,51616,
,,,,,,,67,,2025-11-30T10:03:00.000Z,51796,
,,,8,,,,,,2025-11-30T10:03:00.000Z,,
,,,,,,,66,,2025-11-30T10:06:00.000Z,51976,
,,,,,,,68,,2025-11-30T10:07:00.000Z,52036,
,,,,,,,66,,2025-11-30T10:10:00.000Z,52216,
,,,,,,,67,,2025-11-30T10:11:00.000Z,52276,
,,,,,,,68,,2025-11-30T10:12:00.000Z,52336,
,,,,,,,67,,2025-11-30T10:14:00.000Z,52456,
,,,,,,,72,,2025-11-30T10:17:00.000Z,52636,
,,,,,,,67,,2025-11-30T10:18:00.000Z,52696,
,,,,,,,69,,2025-11-30T10:19:00.000Z,52756,
,,,,,,,70,,2025-11-30T10:20:00.000Z,52816,
,,,,,,,72,,2025-11-30T10:21:00.000Z,52876,
,,,,,,,69,,2025-11-30T10:22:00.000Z,52936,
,,,,,,,68,,2025-11-30T10:24:00.000Z,53056,
,,,,,,,67,,2025-11-30T10:25:00.000Z,53116,
,,,8,,,,,,2025-11-30T10:26:00.000Z,,
,,,,,,,68,,2025-11-30T10:27:00.000Z,53236,
,,,104,,,,,,2025-11-30T10:27:00.000Z,,
,,,,,,,66,,2025-11-30T10:28:00.000Z,53296,
,,,,,,,64,,2025-11-30T10:30:00.000Z,53416,
,,,,,,,65,,2025-11-30T10:31:00.000Z,53476,
,,,,,,,64,,2025-11-30T10:34:00.000Z,53656,
,,,,,,,63,,2025-11-30T10:38:00.000Z,53896,
,,,,,,,64,,2025-11-30T10:39:00.000Z,53956,
,,,,,,,63,,2025-11-30T10:41:00.000Z,54076,
,,,,,,,64,,2025-11-30T10:42:00.000Z,54136,
,,,,,,,63,,2025-11-30T10:43:00.000Z,54196,
,,,,,,,64,,2025-11-30T10:44:00.000Z,54256,
,,,,,,,63,,2025-11-30T10:45:00.000Z,54316,
,,,8,,,,,,2025-11-30T10:45:00.000Z,,
,,,,,,,64,,2025-11-30T10:46:00.000Z,54376,
,,,72,,,,,,2025-11-30T10:46:00.000Z,,
8,6.9364273984078445e-40,,134,3.0828566215145976e-43,,,,,2025-11-30T10:47:00.000Z,54436,
,,,,,,,63,,2025-11-30T10:48:00.000Z,54496,
,,,,,,,62,,2025-11-30T10:49:00.000Z,54556,
,,,,,,,60,,2025-11-30T10:50:00.000Z,54616,
,,,8,,,,,,2025-11-30T10:54:00.000Z,,
,,,,,,,62,,2025-11-30T10:55:00.000Z,54916,
,,,72,,,,,,2025-11-30T10:55:00.000Z,,
,,,,,,,60,,2025-11-30T10:56:00.000Z,54976,
