active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
17,6.726232628759122e-40,"generic",,0,0,690,,2025-11-30T16:30:00.000Z,
184,6.495018382145527e-39,"walking",,5.980741845738319e-42,4.898364898909188e-43,690,,2025-11-30T16:30:00.000Z,
5,8.407790785948902e-41,"running",,2.200038588989963e-43,2.7026843481432745e-44,690,,2025-11-30T16:30:00.000Z,
,,,,,,,,2025-11-30T16:30:00.000Z,
,,,,,,,104,2025-11-30T16:31:00.000Z,9540
,,,,,,,93,2025-11-30T16:32:00.000Z,9600
,,,,,,,102,2025-11-30T16:33:00.000Z,9660
188,6.747252105723994e-39,,70,6.137687273742699e-42,,,,2025-11-30T16:33:00.000Z,9660
,,,,,,,88,2025-11-30T16:34:00.000Z,9720
,,,,,,,86,2025-11-30T16:35:00.000Z,9780
,,,104,,,,,2025-11-30T16:35:00.000Z,
,,,,,,,80,2025-11-30T16:36:00.000Z,9840
,,,,,,,90,2025-11-30T16:37:00.000Z,9900
,,,,,,,108,2025-11-30T16:38:00.000Z,9960
,,,,,,,105,2025-11-30T16:39:00.000Z,10020
207,7.08356373716195e-39,,102,6.74304821033102e-42,,,,2025-11-30T16:39:00.000Z,10020
,,,,,,,116,2025-11-30T16:40:00.000Z,10080
,,,,,,,110,2025-11-30T16:41:00.000Z,10140
22,8.407790785948902e-40,,128,0,,,,2025-11-30T16:41:00.000Z,10140
,,,,,,,106,2025-11-30T16:42:00.000Z,10200
,,,104,,,,,2025-11-30T16:42:00.000Z,
,,,,,,,88,2025-11-30T16:43:00.000Z,10260
,,,8,,,,,2025-11-30T16:43:00.000Z,
,,,,,,,85,2025-11-30T16:44:00.000Z,10320
,,,104,,,,,2025-11-30T16:44:00.000Z,
,,,,,,,83,2025-11-30T16:45:00.000Z,10380
,,,8,,,,,2025-11-30T16:45:00.000Z,
,,,,,,,82,2025-11-30T16:46:00.000Z,10440
,,,,,,,83,2025-11-30T16:47:00.000Z,10500
,,,,,,,81,2025-11-30T16:48:00.000Z,10560
,,,,,,,82,2025-11-30T16:49:00.000Z,10620
,,,,,,,81,2025-11-30T16:50:00.000Z,10680
,,,104,,,,,2025-11-30T16:50:00.000Z,
,,,8,,,,,2025-11-30T16:51:00.000Z,
,,,,,,,79,2025-11-30T16:52:00.000Z,10800
,,,,,,,80,2025-11-30T16:53:00.000Z,10860
,,,,,,,81,2025-11-30T16:54:00.000Z,10920
,,,,,,,80,2025-11-30T16:55:00.000Z,10980
,,,72,,,,,2025-11-30T16:55:00.000Z,
,,,,,,,77,2025-11-30T16:56:00.000Z,11040
,,,,,,,84,2025-11-30T16:57:00.000Z,11100
,,,,,,,94,2025-11-30T16:58:00.000Z,11160
,,,,,,,112,2025-11-30T16:59:00.000Z,11220
,,,,,,,116,2025-11-30T17:00:00.000Z,11280
217,7.503953276459395e-39,,70,7.251719552880928e-42,,,,2025-11-30T17:00:00.000Z,11280
,,,,,,,120,2025-11-30T17:01:00.000Z,11340
,,,,,,,111,2025-11-30T17:02:00.000Z,11400
,,,,,,,135,2025-11-30T17:03:00.000Z,11460
231,7.756187000037862e-39,,70,7.632872735177279e-42,,,,2025-11-30T17:03:00.000Z,11460
,,,,,,,132,2025-11-30T17:04:00.000Z,11520
,,,,,,,116,2025-11-30T17:05:00.000Z,11580
,,,,,,,120,2025-11-30T17:06:00.000Z,11640
,,,,,,,121,2025-11-30T17:07:00.000Z,11700
,,,,,,,122,2025-11-30T17:08:00.000Z,11760
,,,,,,,115,2025-11-30T17:10:00.000Z,11880
254,8.344732355054286e-39,,70,8.420402472127826e-42,,,,2025-11-30T17:10:00.000Z,11880
,,,,,,,117,2025-11-30T17:11:00.000Z,11940
23,9.248569864543793e-40,,128,0,,,,2025-11-30T17:11:00.000Z,11940
,,,,,,,96,2025-11-30T17:12:00.000Z,12000
255,8.428810262913775e-39,,70,8.444224546021348e-42,,,,2025-11-30T17:12:00.000Z,12000
,,,,,,,88,2025-11-30T17:13:00.000Z,12060
,,,,,,,79,2025-11-30T17:14:00.000Z,12120
,,,,,,,76,2025-11-30T17:15:00.000Z,12180
,,,,,,,78,2025-11-30T17:16:00.000Z,12240
,,,,,,,77,2025-11-30T17:17:00.000Z,12300
,,,,,,,75,2025-11-30T17:18:00.000Z,12360
,,,,,,,76,2025-11-30T17:20:00.000Z,12480
,,,,,,,78,2025-11-30T17:21:00.000Z,12540
,,,,,,,80,2025-11-30T17:23:00.000Z,12660
,,,,,,,79,2025-11-30T17:24:00.000Z,12720
,,,,,,,77,2025-11-30T17:25:00.000Z,12780
,,,,,,,78,2025-11-30T17:26:00.000Z,12840
,,,104,,,,,2025-11-30T17:26:00.000Z,
23,9.248569864543793e-40,"generic",,0,0,746,,2025-11-30T17:26:00.000Z,
255,8.428810262913775e-39,"walking",,8.444224546021348e-42,6.915982453813345e-43,746,,2025-11-30T17:26:00.000Z,
5,8.407790785948902e-41,"running",,2.200038588989963e-43,2.7026843481432745e-44,746,,2025-11-30T17:26:00.000Z,
,,,,,,,,2025-11-30T17:26:00.000Z,
