active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
26,1.0930128021733573e-39,"generic",,0,0,1439,,2025-11-25T04:59:00.000Z,
79,5.720100331373903e-39,"walking",,3.716243527389415e-42,3.0436763164520758e-43,1439,,2025-11-25T04:59:00.000Z,
0,6.305843089461677e-41,"running",,7.286752014489049e-44,8.951494590106931e-45,1439,,2025-11-25T04:59:00.000Z,
,,,,,,,,2025-11-25T04:59:00.000Z,
,,,,,,,79,2025-11-25T05:00:00.000Z,60368
,,,104,,,,,2025-11-25T05:00:00.000Z,
26,1.0930128021733573e-39,"generic",,0,0,1440,,2025-11-25T05:00:00.000Z,
79,5.720100331373903e-39,"walking",,3.716243527389415e-42,3.0436763164520758e-43,1440,,2025-11-25T05:00:00.000Z,
0,6.305843089461677e-41,"running",,7.286752014489049e-44,8.951494590106931e-45,1440,,2025-11-25T05:00:00.000Z,
,,,,,,,,2025-11-25T05:00:00.000Z,
