body_battery,field_four,field_two,stress_level_time,stress_level_value
39,1,102,2025-12-03T13:27:00.000Z,65534
38,1,102,2025-12-03T13:28:00.000Z,65534
38,1,102,2025-12-03T13:29:00.000Z,65534
38,1,102,2025-12-03T13:30:00.000Z,65534
38,1,102,2025-12-03T13:31:00.000Z,65534
38,1,102,2025-12-03T13:32:00.000Z,65534
38,1,102,2025-12-03T13:33:00.000Z,65534
38,1,102,2025-12-03T13:34:00.000Z,65534
37,1,188,2025-12-03T13:35:00.000Z,76
37,1,102,2025-12-03T13:36:00.000Z,65534
37,1,102,2025-12-03T13:38:00.000Z,65534
37,1,101,2025-12-03T13:39:00.000Z,
37,1,102,2025-12-03T13:40:00.000Z,65534
