active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
5,2.1019476964872256e-40,"generic",,0,0,482,,2025-12-03T13:02:00.000Z,
17,1.248556931713412e-39,"walking",,4.568232993698904e-43,3.7413267699008293e-44,482,,2025-12-03T13:02:00.000Z,
,,,,,,,,2025-12-03T13:02:00.000Z,
,,,,,,,79,2025-12-03T13:03:00.000Z,59652
,,,,,,,78,2025-12-03T13:04:00.000Z,59712
,,,168,,,,,2025-12-03T13:04:00.000Z,
,,,,,,,82,2025-12-03T13:05:00.000Z,59772
19,1.332634839572901e-39,,70,5.352960133720801e-43,,,,2025-12-03T13:05:00.000Z,59772
,,,,,,,89,2025-12-03T13:06:00.000Z,59832
,,,,,,,83,2025-12-03T13:08:00.000Z,59952
,,,,,,,89,2025-12-03T13:09:00.000Z,60012
,,,,,,,90,2025-12-03T13:10:00.000Z,60072
,,,,,,,93,2025-12-03T13:11:00.000Z,60132
,,,168,,,,,2025-12-03T13:11:00.000Z,
,,,,,,,95,2025-12-03T13:12:00.000Z,60192
19,1.41671274743239e-39,,38,5.563154903369524e-43,,,,2025-12-03T13:12:00.000Z,60192
,,,,,,,90,2025-12-03T13:13:00.000Z,60252
,,,,,,,86,2025-12-03T13:14:00.000Z,60312
,,,168,,,,,2025-12-03T13:14:00.000Z,
0,8.407790785948902e-41,,225,4.0637655465419695e-44,,,,2025-12-03T13:15:00.000Z,60372
,,,,,,,90,2025-12-03T13:16:00.000Z,60432
,,,168,,,,,2025-12-03T13:16:00.000Z,
,,,,,,,77,2025-12-03T13:17:00.000Z,60492
,,,,,,,93,2025-12-03T13:18:00.000Z,60552
21,1.584868563151368e-39,,70,6.067622350526458e-43,,,,2025-12-03T13:18:00.000Z,60552
,,,,,,,92,2025-12-03T13:19:00.000Z,60612
,,,136,,,,,2025-12-03T13:19:00.000Z,
5,2.1019476964872256e-40,"generic",,0,0,499,,2025-12-03T13:19:00.000Z,
21,1.584868563151368e-39,"walking",,6.067622350526458e-43,4.969424744035099e-44,499,,2025-12-03T13:19:00.000Z,
0,8.407790785948902e-41,"running",,4.0637655465419695e-44,4.9928264283893235e-45,499,,2025-12-03T13:19:00.000Z,
,,,,,,,,2025-12-03T13:19:00.000Z,
