body_battery,field_four,field_two,stress_level_time,stress_level_value
6,1,221,2025-12-01T05:01:00.000Z,51
6,1,239,2025-12-01T05:02:00.000Z,38
6,1,197,2025-12-01T05:03:00.000Z,69
6,1,211,2025-12-01T05:04:00.000Z,59
6,1,227,2025-12-01T05:05:00.000Z,47
6,1,210,2025-12-01T05:06:00.000Z,60
6,1,196,2025-12-01T05:07:00.000Z,70
6,1,199,2025-12-01T05:08:00.000Z,68
6,1,196,2025-12-01T05:09:00.000Z,70
6,1,195,2025-12-01T05:10:00.000Z,71
6,1,197,2025-12-01T05:11:00.000Z,69
6,1,199,2025-12-01T05:12:00.000Z,68
6,1,229,2025-12-01T05:13:00.000Z,45
6,1,207,2025-12-01T05:14:00.000Z,62
6,1,230,2025-12-01T05:15:00.000Z,45
6,1,224,2025-12-01T05:16:00.000Z,49
6,1,232,2025-12-01T05:17:00.000Z,43
6,1,221,2025-12-01T05:18:00.000Z,51
6,1,230,2025-12-01T05:19:00.000Z,45
6,1,240,2025-12-01T05:20:00.000Z,37
6,1,220,2025-12-01T05:21:00.000Z,52
6,1,213,2025-12-01T05:22:00.000Z,57
6,1,219,2025-12-01T05:23:00.000Z,53
6,1,240,2025-12-01T05:24:00.000Z,37
6,1,218,2025-12-01T05:25:00.000Z,54
6,1,221,2025-12-01T05:26:00.000Z,51
6,1,221,2025-12-01T05:27:00.000Z,51
6,1,220,2025-12-01T05:28:00.000Z,52
6,1,102,2025-12-01T05:29:00.000Z,65534
6,1,102,2025-12-01T05:30:00.000Z,65534
6,1,101,2025-12-01T05:31:00.000Z,
5,1,102,2025-12-01T05:32:00.000Z,65534
5,1,167,2025-12-01T05:33:00.000Z,92
5,1,177,2025-12-01T05:34:00.000Z,84
5,1,102,2025-12-01T05:35:00.000Z,65534
5,1,102,2025-12-01T05:36:00.000Z,65534
5,1,102,2025-12-01T05:37:00.000Z,65534
5,1,102,2025-12-01T05:38:00.000Z,65534
5,1,102,2025-12-01T05:39:00.000Z,65534
5,1,102,2025-12-01T05:40:00.000Z,65534
5,1,102,2025-12-01T05:41:00.000Z,65534
5,1,171,2025-12-01T05:42:00.000Z,89
5,1,102,2025-12-01T05:43:00.000Z,65534
5,1,183,2025-12-01T05:44:00.000Z,80
