data16,event,event_type,timestamp
200,,"marker",2025-12-01T16:07:00.000Z
25,,"marker",2025-12-01T16:11:00.000Z
3,,"marker",2025-12-01T16:14:00.000Z
1,,"marker",2025-12-01T16:15:00.000Z
3,,"marker",2025-12-01T16:18:00.000Z
9,,"marker",2025-12-01T16:27:00.000Z
4,,"marker",2025-12-01T16:31:00.000Z
1,,"marker",2025-12-01T16:32:00.000Z
1,,"marker",2025-12-01T16:33:00.000Z
11,,"marker",2025-12-01T16:44:00.000Z
1,,"marker",2025-12-01T16:45:00.000Z
1,,"marker",2025-12-01T16:46:00.000Z
2,,"marker",2025-12-01T16:48:00.000Z
4,,"marker",2025-12-01T16:52:00.000Z
1,,"marker",2025-12-01T16:53:00.000Z
18,,"marker",2025-12-01T17:11:00.000Z
4,,"marker",2025-12-01T17:15:00.000Z
16,,"marker",2025-12-01T17:31:00.000Z
1,,"marker",2025-12-01T17:32:00.000Z
14,,"marker",2025-12-01T17:46:00.000Z
5,,"marker",2025-12-01T17:51:00.000Z
2,,"marker",2025-12-01T17:53:00.000Z
1,,"marker",2025-12-01T18:00:00.000Z
14,,"marker",2025-12-01T18:07:00.000Z
2,,"marker",2025-12-01T18:09:00.000Z
2,,"marker",2025-12-01T18:11:00.000Z
2,,"marker",2025-12-01T18:13:00.000Z
2,,"marker",2025-12-01T18:15:00.000Z
15,,"marker",2025-12-01T18:28:00.000Z
1,,"marker",2025-12-01T18:29:00.000Z
1,,"marker",2025-12-01T18:30:00.000Z
3,,"marker",2025-12-01T18:30:00.000Z
1,,"marker",2025-12-01T18:31:00.000Z
6,,"marker",2025-12-01T18:37:00.000Z
2,,"marker",2025-12-01T18:39:00.000Z
11,,"marker",2025-12-01T18:50:00.000Z
4,,"marker",2025-12-01T18:50:00.000Z
3,,"marker",2025-12-01T18:53:00.000Z
5,,"marker",2025-12-01T19:00:00.000Z
15,,"marker",2025-12-01T19:08:00.000Z
2,,"marker",2025-12-01T19:10:00.000Z
1,,"marker",2025-12-01T19:11:00.000Z
1,,"marker",2025-12-01T19:12:00.000Z
1,,"marker",2025-12-01T19:13:00.000Z
1,,"marker",2025-12-01T19:14:00.000Z
13,,"marker",2025-12-01T19:27:00.000Z
1,,"marker",2025-12-01T19:28:00.000Z
1,,"marker",2025-12-01T19:29:00.000Z
1,,"marker",2025-12-01T19:30:00.000Z
