active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
10,3.5733110840282835e-40,"generic",,0,0,140,,2025-12-01T07:20:00.000Z,
48,1.8497139729087585e-39,"walking",,9.080414048824815e-43,7.43697120986467e-44,140,,2025-12-01T07:20:00.000Z,
1,6.305843089461677e-41,"running",,3.5032461608120427e-44,4.3033875839415135e-45,140,,2025-12-01T07:20:00.000Z,
,,,,,,,,2025-12-01T07:20:00.000Z,
,,,,,,,76,2025-12-01T07:23:00.000Z,63060
,,,,,,,77,2025-12-01T07:24:00.000Z,63120
,,,,,,,79,2025-12-01T07:25:00.000Z,63180
,,,,,,,81,2025-12-01T07:26:00.000Z,63240
,,,,,,,85,2025-12-01T07:27:00.000Z,63300
,,,,,,,82,2025-12-01T07:28:00.000Z,63360
,,,,,,,83,2025-12-01T07:29:00.000Z,63420
,,,,,,,80,2025-12-01T07:30:00.000Z,63480
,,,,,,,78,2025-12-01T07:31:00.000Z,63540
,,,,,,,81,2025-12-01T07:32:00.000Z,63600
,,,,,,,82,2025-12-01T07:33:00.000Z,63660
,,,,,,,79,2025-12-01T07:34:00.000Z,63720
,,,,,,,78,2025-12-01T07:36:00.000Z,63840
,,,,,,,82,2025-12-01T07:37:00.000Z,63900
,,,,,,,83,2025-12-01T07:38:00.000Z,63960
,,,,,,,82,2025-12-01T07:39:00.000Z,64020
,,,,,,,80,2025-12-01T07:40:00.000Z,64080
,,,,,,,83,2025-12-01T07:41:00.000Z,64140
,,,104,,,,,2025-12-01T07:42:00.000Z,
,,,,,,,81,2025-12-01T07:43:00.000Z,64260
,,,,,,,79,2025-12-01T07:44:00.000Z,64320
,,,8,,,,,2025-12-01T07:44:00.000Z,
,,,,,,,77,2025-12-01T07:45:00.000Z,64380
,,,,,,,86,2025-12-01T07:46:00.000Z,64440
,,,104,,,,,2025-12-01T07:46:00.000Z,
,,,,,,,85,2025-12-01T07:47:00.000Z,64500
,,,,,,,80,2025-12-01T07:48:00.000Z,64560
,,,8,,,,,2025-12-01T07:48:00.000Z,
,,,,,,,78,2025-12-01T07:49:00.000Z,64620
,,,40,,,,,2025-12-01T07:49:00.000Z,
,,,,,,,77,2025-12-01T07:51:00.000Z,64740
,,,,,,,78,2025-12-01T07:54:00.000Z,64920
,,,8,,,,,2025-12-01T07:55:00.000Z,
,,,104,,,,,2025-12-01T07:56:00.000Z,
,,,,,,,80,2025-12-01T07:57:00.000Z,65100
,,,8,,,,,2025-12-01T07:57:00.000Z,
,,,,,,,81,2025-12-01T07:59:00.000Z,65220
,,,,,,,80,2025-12-01T08:01:00.000Z,65340
,,,,,,,78,2025-12-01T08:02:00.000Z,65400
,,,104,,,,,2025-12-01T08:02:00.000Z,
,,,,,,,76,2025-12-01T08:03:00.000Z,65460
,,,8,,,,,2025-12-01T08:03:00.000Z,
,,,136,,,,,2025-12-01T08:04:00.000Z,
,,,,,,,75,2025-12-01T08:05:00.000Z,44
48,1.9337918807682476e-39,,38,9.234556879900544e-43,,,,2025-12-01T08:05:00.000Z,44
,,,,,,,79,2025-12-01T08:06:00.000Z,104
,,,104,,,,,2025-12-01T08:06:00.000Z,
