active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16
20,8.239634970229924e-40,"generic",,0,0,836,,,2025-12-02T18:56:00.000Z,
164,7.882303861827096e-39,"walking",,6.008767815024816e-42,4.9211920508930384e-43,836,,,2025-12-02T18:56:00.000Z,
,,,,,,,,,2025-12-02T18:56:00.000Z,
,,,,,,,111,,2025-12-02T18:57:00.000Z,60028
,,,,,,,115,,2025-12-02T18:58:00.000Z,60088
,,,,,,,102,,2025-12-02T18:59:00.000Z,60148
,,,,,,,108,,2025-12-02T19:00:00.000Z,60208
176,8.19199082244288e-39,,38,6.248389852424359e-42,,,,,2025-12-02T19:00:00.000Z,60208
,,,,,,,116,,2025-12-02T19:01:00.000Z,60268
,,,,,,,121,,2025-12-02T19:02:00.000Z,60328
,,,,,,,113,,2025-12-02T19:03:00.000Z,60388
,,,,,,,112,,2025-12-02T19:04:00.000Z,60448
188,8.528302453880837e-39,,70,6.579096290005016e-42,,,,,2025-12-02T19:04:00.000Z,60448
,,,,,,,109,,2025-12-02T19:05:00.000Z,60508
,,,,,,,87,,2025-12-02T19:06:00.000Z,60568
,,,104,,,,,,2025-12-02T19:06:00.000Z,
,,,,,,,88,,2025-12-02T19:07:00.000Z,60628
,,,,,,,82,,2025-12-02T19:08:00.000Z,60688
,,,,,,,78,,2025-12-02T19:09:00.000Z,60748
,,,104,,,,,,2025-12-02T19:10:00.000Z,
,,,,,,,80,,2025-12-02T19:11:00.000Z,60868
,,,,,,,83,,2025-12-02T19:12:00.000Z,60928
,,,,,,,85,,2025-12-02T19:13:00.000Z,60988
,,,8,,,,,,2025-12-02T19:13:00.000Z,
,,,,,,,84,,2025-12-02T19:16:00.000Z,61168
,,,,,,,86,,2025-12-02T19:19:00.000Z,61348
,,,,,,,85,,2025-12-02T19:20:00.000Z,61408
,,,72,,,,,,2025-12-02T19:20:00.000Z,
,,,,,,,86,,2025-12-02T19:21:00.000Z,61468
,,,8,,,,,,2025-12-02T19:21:00.000Z,
,,,,,,,84,,2025-12-02T19:22:00.000Z,61528
,,,,,,,85,,2025-12-02T19:23:00.000Z,61588
,,,,,,,87,,2025-12-02T19:25:00.000Z,61708
,,,,,,,88,,2025-12-02T19:26:00.000Z,61768
,,,,,,,91,,2025-12-02T19:27:00.000Z,61828
,,,104,,,,,,2025-12-02T19:27:00.000Z,
,,,,,,,88,,2025-12-02T19:28:00.000Z,61888
,,,,,,,82,,2025-12-02T19:29:00.000Z,61948
,,,8,,,,,,2025-12-02T19:29:00.000Z,
,,,,,,,85,,2025-12-02T19:30:00.000Z,62008
,,,72,,,,,,2025-12-02T19:30:00.000Z,
,,,,,,,86,,2025-12-02T19:31:00.000Z,62068
,,,8,,,,,,2025-12-02T19:31:00.000Z,
,,,,,,,83,,2025-12-02T19:32:00.000Z,62128
,,,104,,,,,,2025-12-02T19:32:00.000Z,
,,,,,,,84,,2025-12-02T19:33:00.000Z,62188
,,,8,,,,,,2025-12-02T19:33:00.000Z,
,,,,,,,83,,2025-12-02T19:34:00.000Z,62248
,,,104,,,,,,2025-12-02T19:34:00.000Z,
,,,,,,,82,,2025-12-02T19:35:00.000Z,62308
