body_battery,field_four,field_two,stress_level_time,stress_level_value
8,1,203,2025-12-03T02:36:00.000Z,65
8,1,193,2025-12-03T02:37:00.000Z,72
8,1,193,2025-12-03T02:38:00.000Z,72
8,1,200,2025-12-03T02:39:00.000Z,67
8,1,102,2025-12-03T02:40:00.000Z,65534
8,1,180,2025-12-03T02:41:00.000Z,82
8,1,102,2025-12-03T02:42:00.000Z,65534
8,1,102,2025-12-03T02:43:00.000Z,65534
8,1,184,2025-12-03T02:44:00.000Z,79
8,1,179,2025-12-03T02:45:00.000Z,83
8,1,191,2025-12-03T02:46:00.000Z,74
7,1,197,2025-12-03T02:47:00.000Z,69
7,1,223,2025-12-03T02:48:00.000Z,50
7,1,232,2025-12-03T02:49:00.000Z,43
7,1,102,2025-12-03T02:50:00.000Z,65534
7,1,225,2025-12-03T02:51:00.000Z,48
7,1,217,2025-12-03T02:52:00.000Z,54
7,1,179,2025-12-03T02:53:00.000Z,83
7,1,102,2025-12-03T02:54:00.000Z,65534
7,1,189,2025-12-03T02:55:00.000Z,75
7,1,102,2025-12-03T02:56:00.000Z,65534
7,1,102,2025-12-03T02:57:00.000Z,65534
7,1,216,2025-12-03T02:58:00.000Z,55
7,1,240,2025-12-03T02:59:00.000Z,37
7,1,3,2025-12-03T03:00:00.000Z,24
7,1,12,2025-12-03T03:01:00.000Z,22
7,1,255,2025-12-03T03:02:00.000Z,26
7,1,253,2025-12-03T03:03:00.000Z,27
7,1,220,2025-12-03T03:04:00.000Z,52
7,1,220,2025-12-03T03:05:00.000Z,52
7,1,224,2025-12-03T03:06:00.000Z,49
7,1,219,2025-12-03T03:07:00.000Z,53
6,1,207,2025-12-03T03:08:00.000Z,62
6,1,229,2025-12-03T03:09:00.000Z,45
6,1,231,2025-12-03T03:10:00.000Z,44
6,1,241,2025-12-03T03:11:00.000Z,36
6,1,244,2025-12-03T03:12:00.000Z,34
6,1,102,2025-12-03T03:13:00.000Z,65534
6,1,184,2025-12-03T03:14:00.000Z,79
6,1,238,2025-12-03T03:15:00.000Z,39
6,1,184,2025-12-03T03:16:00.000Z,79
6,1,185,2025-12-03T03:17:00.000Z,78
6,1,189,2025-12-03T03:18:00.000Z,75
6,1,194,2025-12-03T03:19:00.000Z,72
6,1,206,2025-12-03T03:20:00.000Z,63
6,1,219,2025-12-03T03:21:00.000Z,53
6,1,220,2025-12-03T03:22:00.000Z,52
6,1,102,2025-12-03T03:23:00.000Z,65534
6,1,102,2025-12-03T03:24:00.000Z,65534
6,1,184,2025-12-03T03:25:00.000Z,79
6,1,102,2025-12-03T03:26:00.000Z,65534
6,1,102,2025-12-03T03:27:00.000Z,65534
5,1,102,2025-12-03T03:28:00.000Z,65534
5,1,208,2025-12-03T03:29:00.000Z,61
5,1,243,2025-12-03T03:30:00.000Z,35
5,1,102,2025-12-03T03:31:00.000Z,65534
5,1,102,2025-12-03T03:32:00.000Z,65534
5,1,181,2025-12-03T03:33:00.000Z,81
5,1,202,2025-12-03T03:34:00.000Z,66
5,1,193,2025-12-03T03:35:00.000Z,72
5,1,209,2025-12-03T03:36:00.000Z,60
5,1,205,2025-12-03T03:37:00.000Z,63
5,1,201,2025-12-03T03:38:00.000Z,66
5,1,199,2025-12-03T03:39:00.000Z,68
5,1,243,2025-12-03T03:40:00.000Z,35
5,1,237,2025-12-03T03:41:00.000Z,39
5,1,192,2025-12-03T03:42:00.000Z,73
5,1,184,2025-12-03T03:43:00.000Z,79
5,1,183,2025-12-03T03:44:00.000Z,80
5,1,238,2025-12-03T03:45:00.000Z,39
5,1,187,2025-12-03T03:46:00.000Z,77
5,1,102,2025-12-03T03:47:00.000Z,65534
5,1,181,2025-12-03T03:48:00.000Z,81
5,1,196,2025-12-03T03:49:00.000Z,70
5,1,187,2025-12-03T03:50:00.000Z,77
5,1,200,2025-12-03T03:51:00.000Z,67
5,1,218,2025-12-03T03:52:00.000Z,54
5,1,213,2025-12-03T03:53:00.000Z,57
5,1,209,2025-12-03T03:54:00.000Z,60
5,1,230,2025-12-03T03:55:00.000Z,45
5,1,246,2025-12-03T03:56:00.000Z,33
5,1,210,2025-12-03T03:57:00.000Z,60
5,1,231,2025-12-03T03:58:00.000Z,44
5,1,213,2025-12-03T03:59:00.000Z,57
5,1,239,2025-12-03T04:00:00.000Z,38
5,1,232,2025-12-03T04:01:00.000Z,43
5,1,239,2025-12-03T04:02:00.000Z,38
5,1,215,2025-12-03T04:03:00.000Z,56
5,1,212,2025-12-03T04:04:00.000Z,58
5,1,240,2025-12-03T04:05:00.000Z,37
5,1,246,2025-12-03T04:06:00.000Z,33
5,1,249,2025-12-03T04:07:00.000Z,30
5,1,238,2025-12-03T04:08:00.000Z,39
5,1,253,2025-12-03T04:09:00.000Z,27
5,1,249,2025-12-03T04:10:00.000Z,30
5,1,243,2025-12-03T04:11:00.000Z,35
5,1,246,2025-12-03T04:12:00.000Z,33
5,1,14,2025-12-03T04:13:00.000Z,21
5,1,244,2025-12-03T04:14:00.000Z,34
5,1,245,2025-12-03T04:15:00.000Z,33
5,1,2,2025-12-03T04:16:00.000Z,24
5,1,237,2025-12-03T04:17:00.000Z,39
5,1,253,2025-12-03T04:18:00.000Z,27
5,1,0,2025-12-03T04:19:00.000Z,25
5,1,248,2025-12-03T04:20:00.000Z,31
5,1,223,2025-12-03T04:21:00.000Z,50
5,1,206,2025-12-03T04:22:00.000Z,63
5,1,194,2025-12-03T04:23:00.000Z,72
5,1,195,2025-12-03T04:24:00.000Z,71
5,1,211,2025-12-03T04:25:00.000Z,59
5,1,228,2025-12-03T04:26:00.000Z,46
5,1,217,2025-12-03T04:27:00.000Z,54
5,1,204,2025-12-03T04:28:00.000Z,64
5,1,211,2025-12-03T04:29:00.000Z,59
5,1,212,2025-12-03T04:30:00.000Z,58
5,1,201,2025-12-03T04:31:00.000Z,66
5,1,201,2025-12-03T04:32:00.000Z,66
5,1,194,2025-12-03T04:33:00.000Z,72
5,1,215,2025-12-03T04:34:00.000Z,56
5,1,224,2025-12-03T04:35:00.000Z,49
5,1,195,2025-12-03T04:36:00.000Z,71
5,1,216,2025-12-03T04:37:00.000Z,55
5,1,239,2025-12-03T04:38:00.000Z,38
5,1,247,2025-12-03T04:39:00.000Z,32
5,1,233,2025-12-03T04:40:00.000Z,42
5,1,234,2025-12-03T04:41:00.000Z,42
5,1,244,2025-12-03T04:43:00.000Z,34
5,1,10,2025-12-03T04:44:00.000Z,22
5,1,249,2025-12-03T04:45:00.000Z,30
5,1,252,2025-12-03T04:46:00.000Z,28
5,1,0,2025-12-03T04:47:00.000Z,25
5,1,14,2025-12-03T04:48:00.000Z,21
5,1,251,2025-12-03T04:49:00.000Z,29
5,1,247,2025-12-03T04:50:00.000Z,32
5,1,3,2025-12-03T04:51:00.000Z,24
5,1,236,2025-12-03T04:52:00.000Z,40
5,1,215,2025-12-03T04:53:00.000Z,56
5,1,194,2025-12-03T04:54:00.000Z,72
5,1,229,2025-12-03T04:55:00.000Z,45
5,1,102,2025-12-03T04:56:00.000Z,65534
5,1,102,2025-12-03T04:57:00.000Z,65534
5,1,102,2025-12-03T04:58:00.000Z,65534
5,1,102,2025-12-03T04:59:00.000Z,65534
5,1,102,2025-12-03T05:00:00.000Z,65534
