data16,event,event_type,timestamp
200,,"marker",2025-11-07T08:01:00.000Z
9,,"marker",2025-11-07T08:03:00.000Z
1,,"marker",2025-11-07T08:04:00.000Z
1,,"marker",2025-11-07T08:05:00.000Z
2,,"marker",2025-11-07T08:07:00.000Z
1,,"marker",2025-11-07T08:08:00.000Z
19,,"marker",2025-11-07T08:27:00.000Z
3,,"marker",2025-11-07T08:30:00.000Z
3,,"marker",2025-11-07T08:33:00.000Z
1,,"marker",2025-11-07T08:34:00.000Z
2,,"marker",2025-11-07T08:36:00.000Z
11,,"marker",2025-11-07T08:47:00.000Z
12,,"marker",2025-11-07T08:59:00.000Z
1,,"marker",2025-11-07T09:00:00.000Z
4,,"marker",2025-11-07T09:04:00.000Z
1,,"marker",2025-11-07T09:05:00.000Z
140,,"marker",2025-11-07T11:25:00.000Z
1,,"marker",2025-11-07T11:26:00.000Z
36,,"marker",2025-11-07T12:02:00.000Z
1,,"marker",2025-11-07T12:03:00.000Z
104,,"marker",2025-11-07T13:47:00.000Z
1,,"marker",2025-11-07T13:48:00.000Z
73,,"marker",2025-11-07T15:01:00.000Z
1,,"marker",2025-11-07T15:02:00.000Z
