active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
35,2.627434620609032e-39,"walking",,1.5442309076859484e-42,1.2647839679302933e-43,181,,2025-11-07T08:01:00.000Z,
0,1.6815581571897805e-40,"running",,3.2229864679470793e-44,3.960069460181933e-45,181,,2025-11-07T08:01:00.000Z,
,,,,,,,,2025-11-07T08:01:00.000Z,
,,,,,,,67,2025-11-07T08:03:00.000Z,23476
,,,,,,,69,2025-11-07T08:04:00.000Z,23536
,,,,,,,67,2025-11-07T08:05:00.000Z,23596
,,,,,,,68,2025-11-07T08:06:00.000Z,23656
,,,,,,,69,2025-11-07T08:07:00.000Z,23716
,,,,,,,68,2025-11-07T08:08:00.000Z,23776
,,,8,,,,,2025-11-07T08:09:00.000Z,
,,,,,,,72,2025-11-07T08:10:00.000Z,23896
,,,,,,,70,2025-11-07T08:11:00.000Z,23956
,,,,,,,68,2025-11-07T08:12:00.000Z,24016
,,,,,,,64,2025-11-07T08:13:00.000Z,24076
,,,,,,,72,2025-11-07T08:14:00.000Z,24136
,,,136,,,,,2025-11-07T08:14:00.000Z,
,,,,,,,87,2025-11-07T08:15:00.000Z,24196
37,2.711512528468521e-39,,102,1.577862070829744e-42,,,,2025-11-07T08:15:00.000Z,24196
,,,,,,,90,2025-11-07T08:16:00.000Z,24256
38,2.79559043632801e-39,,70,1.5960789508659666e-42,,,,2025-11-07T08:16:00.000Z,24256
,,,,,,,83,2025-11-07T08:17:00.000Z,24316
,,,72,,,,,2025-11-07T08:17:00.000Z,
,,,,,,,72,2025-11-07T08:18:00.000Z,24376
,,,8,,,,,2025-11-07T08:18:00.000Z,
,,,,,,,67,2025-11-07T08:19:00.000Z,24436
,,,,,,,78,2025-11-07T08:20:00.000Z,24496
,,,,,,,86,2025-11-07T08:21:00.000Z,24556
,,,,,,,84,2025-11-07T08:22:00.000Z,24616
,,,,,,,83,2025-11-07T08:23:00.000Z,24676
,,,,,,,84,2025-11-07T08:24:00.000Z,24736
,,,,,,,82,2025-11-07T08:25:00.000Z,24796
,,,,,,,81,2025-11-07T08:26:00.000Z,24856
,,,136,,,,,2025-11-07T08:26:00.000Z,
,,,,,,,95,2025-11-07T08:27:00.000Z,24916
,,,,,,,102,2025-11-07T08:28:00.000Z,24976
44,2.963746252046988e-39,,70,1.632512710938412e-42,,,,2025-11-07T08:28:00.000Z,24976
,,,,,,,105,2025-11-07T08:29:00.000Z,25036
3,8.407790785948902e-41,,160,0,,,,2025-11-07T08:29:00.000Z,25036
,,,,,,,108,2025-11-07T08:30:00.000Z,25096
46,3.047824159906477e-39,,38,1.6591373817605834e-42,,,,2025-11-07T08:30:00.000Z,25096
,,,,,,,97,2025-11-07T08:31:00.000Z,25156
,,,,,,,84,2025-11-07T08:32:00.000Z,25216
,,,200,,,,,2025-11-07T08:32:00.000Z,
,,,,,,,79,2025-11-07T08:33:00.000Z,25276
47,3.131902067765966e-39,,134,1.7039789326189776e-42,,,,2025-11-07T08:33:00.000Z,25276
,,,,,,,76,2025-11-07T08:34:00.000Z,25336
,,,104,,,,,2025-11-07T08:34:00.000Z,
,,,,,,,67,2025-11-07T08:35:00.000Z,25396
,,,8,,,,,2025-11-07T08:36:00.000Z,
,,,,,,,64,2025-11-07T08:37:00.000Z,25516
,,,72,,,,,2025-11-07T08:37:00.000Z,
,,,,,,,68,2025-11-07T08:38:00.000Z,25576
,,,,,,,67,2025-11-07T08:41:00.000Z,25756
,,,,,,,68,2025-11-07T08:42:00.000Z,25816
,,,8,,,,,2025-11-07T08:42:00.000Z,
,,,,,,,67,2025-11-07T08:43:00.000Z,25876
,,,,,,,65,2025-11-07T08:44:00.000Z,25936
,,,104,,,,,2025-11-07T08:44:00.000Z,
,,,,,,,63,2025-11-07T08:45:00.000Z,25996
,,,8,,,,,2025-11-07T08:45:00.000Z,
,,,,,,,66,2025-11-07T08:46:00.000Z,26056
,,,136,,,,,2025-11-07T08:46:00.000Z,
,,,,,,,67,2025-11-07T08:47:00.000Z,26116
,,,,,,,65,2025-11-07T08:48:00.000Z,26176
,,,,,,,67,2025-11-07T08:49:00.000Z,26236
,,,8,,,,,2025-11-07T08:49:00.000Z,
,,,,,,,70,2025-11-07T08:51:00.000Z,26356
,,,136,,,,,2025-11-07T08:51:00.000Z,
,,,,,,,68,2025-11-07T08:52:00.000Z,26416
,,,,,,,62,2025-11-07T08:53:00.000Z,26476
,,,,,,,61,2025-11-07T08:56:00.000Z,26656
,,,,,,,60,2025-11-07T08:57:00.000Z,26716
,,,8,,,,,2025-11-07T09:01:00.000Z,
,,,,,,,61,2025-11-07T09:02:00.000Z,27016
,,,,,,,62,2025-11-07T09:03:00.000Z,27076
,,,,,,,61,2025-11-07T09:06:00.000Z,27256
,,,,,,,62,2025-11-07T09:08:00.000Z,27376
,,,,,,,63,2025-11-07T09:11:00.000Z,27556
,,,,,,,64,2025-11-07T09:14:00.000Z,27736
,,,,,,,61,2025-11-07T09:15:00.000Z,27796
,,,,,,,62,2025-11-07T09:16:00.000Z,27856
,,,,,,,61,2025-11-07T09:19:00.000Z,28036
,,,8,,,,,2025-11-07T09:21:00.000Z,
,,,,,,,63,2025-11-07T09:22:00.000Z,28216
,,,104,,,,,2025-11-07T09:22:00.000Z,
,,,,,,,64,2025-11-07T09:23:00.000Z,28276
