body_battery,field_four,field_two,stress_level_time,stress_level_value
25,1,255,2025-11-07T05:01:00.000Z,26
25,1,13,2025-11-07T05:02:00.000Z,22
25,1,21,2025-11-07T05:03:00.000Z,20
25,1,14,2025-11-07T05:04:00.000Z,21
25,1,13,2025-11-07T05:05:00.000Z,22
25,1,8,2025-11-07T05:06:00.000Z,23
25,1,12,2025-11-07T05:07:00.000Z,22
25,1,3,2025-11-07T05:08:00.000Z,24
25,1,246,2025-11-07T05:09:00.000Z,33
25,1,237,2025-11-07T05:10:00.000Z,39
25,1,210,2025-11-07T05:11:00.000Z,60
25,1,219,2025-11-07T05:12:00.000Z,53
25,1,230,2025-11-07T05:13:00.000Z,45
25,1,185,2025-11-07T05:14:00.000Z,78
25,1,213,2025-11-07T05:15:00.000Z,57
25,1,101,2025-11-07T05:16:00.000Z,
25,1,101,2025-11-07T05:17:00.000Z,
25,1,101,2025-11-07T05:18:00.000Z,
24,1,213,2025-11-07T05:19:00.000Z,57
24,1,248,2025-11-07T05:20:00.000Z,31
24,1,102,2025-11-07T05:21:00.000Z,65534
24,1,227,2025-11-07T05:22:00.000Z,47
24,1,241,2025-11-07T05:23:00.000Z,36
24,1,240,2025-11-07T05:24:00.000Z,37
24,1,253,2025-11-07T05:25:00.000Z,27
24,1,250,2025-11-07T05:26:00.000Z,30
24,1,251,2025-11-07T05:27:00.000Z,29
24,1,2,2025-11-07T05:28:00.000Z,24
24,1,0,2025-11-07T05:29:00.000Z,25
24,1,8,2025-11-07T05:30:00.000Z,23
24,1,252,2025-11-07T05:31:00.000Z,28
24,1,2,2025-11-07T05:32:00.000Z,24
24,1,255,2025-11-07T05:33:00.000Z,26
24,1,0,2025-11-07T05:34:00.000Z,25
24,1,23,2025-11-07T05:35:00.000Z,19
24,1,18,2025-11-07T05:36:00.000Z,20
24,1,2,2025-11-07T05:37:00.000Z,24
24,1,17,2025-11-07T05:38:00.000Z,21
24,1,0,2025-11-07T05:39:00.000Z,25
24,1,21,2025-11-07T05:40:00.000Z,20
24,1,15,2025-11-07T05:41:00.000Z,21
24,1,21,2025-11-07T05:42:00.000Z,20
24,1,15,2025-11-07T05:43:00.000Z,21
24,1,14,2025-11-07T05:44:00.000Z,21
24,1,44,2025-11-07T05:45:00.000Z,14
24,1,39,2025-11-07T05:46:00.000Z,15
24,1,17,2025-11-07T05:47:00.000Z,21
24,1,35,2025-11-07T05:48:00.000Z,16
24,1,12,2025-11-07T05:49:00.000Z,22
24,1,21,2025-11-07T05:50:00.000Z,20
24,1,13,2025-11-07T05:51:00.000Z,22
24,1,15,2025-11-07T05:52:00.000Z,21
24,1,23,2025-11-07T05:53:00.000Z,19
24,1,18,2025-11-07T05:54:00.000Z,20
24,1,25,2025-11-07T05:55:00.000Z,19
24,1,32,2025-11-07T05:56:00.000Z,17
24,1,3,2025-11-07T05:57:00.000Z,24
24,1,12,2025-11-07T05:58:00.000Z,22
24,1,2,2025-11-07T05:59:00.000Z,24
24,1,21,2025-11-07T06:00:00.000Z,20
24,1,19,2025-11-07T06:01:00.000Z,20
24,1,29,2025-11-07T06:02:00.000Z,18
24,1,250,2025-11-07T06:03:00.000Z,30
24,1,9,2025-11-07T06:04:00.000Z,23
24,1,8,2025-11-07T06:05:00.000Z,23
24,1,255,2025-11-07T06:06:00.000Z,26
24,1,21,2025-11-07T06:07:00.000Z,20
24,1,8,2025-11-07T06:08:00.000Z,23
24,1,10,2025-11-07T06:09:00.000Z,22
24,1,19,2025-11-07T06:10:00.000Z,20
24,1,102,2025-11-07T06:11:00.000Z,65534
24,1,202,2025-11-07T06:12:00.000Z,66
24,1,231,2025-11-07T06:13:00.000Z,44
24,1,249,2025-11-07T06:14:00.000Z,30
24,1,251,2025-11-07T06:15:00.000Z,29
24,1,252,2025-11-07T06:16:00.000Z,28
24,1,252,2025-11-07T06:17:00.000Z,28
24,1,255,2025-11-07T06:18:00.000Z,26
24,1,1,2025-11-07T06:19:00.000Z,25
24,1,253,2025-11-07T06:20:00.000Z,27
24,1,246,2025-11-07T06:21:00.000Z,33
24,1,249,2025-11-07T06:22:00.000Z,30
