active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16
3,1.0509738482436128e-40,"generic",,0,0,609,,,2025-11-14T15:09:00.000Z,
51,3.208973483303831e-39,"walking",,2.1551970381315687e-42,1.7651315976021126e-43,609,,,2025-11-14T15:09:00.000Z,
4,8.407790785948902e-41,"running",,4.344025239406933e-44,5.336144552148904e-45,609,,,2025-11-14T15:09:00.000Z,
,,,,,,,,,2025-11-14T15:09:00.000Z,
,,,,,,,79,,2025-11-14T15:10:00.000Z,64072
,,,200,,,,,,2025-11-14T15:10:00.000Z,
,,,,,,,83,,2025-11-14T15:11:00.000Z,64132
,,,,,,,93,,2025-11-14T15:12:00.000Z,64192
,,,,,,,87,,2025-11-14T15:13:00.000Z,64252
54,3.545285114741787e-39,,102,2.2953268845640504e-42,,,,,2025-11-14T15:14:00.000Z,64312
,,,,,,,78,,2025-11-14T15:15:00.000Z,64372
,,,168,,,,,,2025-11-14T15:15:00.000Z,
,,,,,,,79,,2025-11-14T15:16:00.000Z,64432
55,3.629363022601276e-39,,70,2.3345632415651452e-42,,,,,2025-11-14T15:16:00.000Z,64432
,,,,,,,77,,2025-11-14T15:17:00.000Z,64492
,,,104,,,,,,2025-11-14T15:18:00.000Z,
,,,,,,,75,,2025-11-14T15:19:00.000Z,64612
,,,8,,,,,,2025-11-14T15:19:00.000Z,
,,,,,,,79,,2025-11-14T15:20:00.000Z,64672
,,,136,,,,,,2025-11-14T15:20:00.000Z,
,,,,,,,86,,2025-11-14T15:21:00.000Z,64732
55,3.713440930460765e-39,,102,2.3836086878165138e-42,,,,,2025-11-14T15:21:00.000Z,64732
,,,,,,,76,,2025-11-14T15:23:00.000Z,64852
,,,,,,,73,,2025-11-14T15:24:00.000Z,64912
,,,,,,,77,,2025-11-14T15:25:00.000Z,64972
,,,,,,,81,,2025-11-14T15:26:00.000Z,65032
,,,,,,,72,,2025-11-14T15:27:00.000Z,65092
,,,,,,,66,,2025-11-14T15:28:00.000Z,65152
,,,,,,,64,,2025-11-14T15:29:00.000Z,65212
,,,,,,,71,,2025-11-14T15:30:00.000Z,65272
,,,,,,,76,,2025-11-14T15:31:00.000Z,65332
,,,,,,,75,,2025-11-14T15:32:00.000Z,65392
,,,,,,,77,,2025-11-14T15:33:00.000Z,65452
,,,,,,,76,,2025-11-14T15:34:00.000Z,65512
,,,,,,,77,,2025-11-14T15:35:00.000Z,36
,,,,,,,83,,2025-11-14T15:36:00.000Z,96
,,,,,,,77,,2025-11-14T15:37:00.000Z,156
,,,136,,,,,,2025-11-14T15:37:00.000Z,
,,,,,,,72,,2025-11-14T15:38:00.000Z,216
,,,8,,,,,,2025-11-14T15:38:00.000Z,
,,,,,,,78,,2025-11-14T15:39:00.000Z,276
,,,,,,,73,,2025-11-14T15:40:00.000Z,336
,,,,,,,72,,2025-11-14T15:42:00.000Z,456
,,,,,,,73,,2025-11-14T15:43:00.000Z,516
,,,,,,,69,,2025-11-14T15:44:00.000Z,576
,,,,,,,71,,2025-11-14T15:45:00.000Z,636
,,,,,,,73,,2025-11-14T15:46:00.000Z,696
,,,,,,,70,,2025-11-14T15:47:00.000Z,756
,,,,,,,73,,2025-11-14T15:48:00.000Z,816
,,,,,,,72,,2025-11-14T15:49:00.000Z,876
,,,,,,,73,,2025-11-14T15:50:00.000Z,936
,,,104,,,,,,2025-11-14T15:50:00.000Z,
,,,8,,,,,,2025-11-14T15:51:00.000Z,
,,,,,,,74,,2025-11-14T15:53:00.000Z,1116
,,,,,,,72,,2025-11-14T15:54:00.000Z,1176
,,,,,,,76,,2025-11-14T15:55:00.000Z,1236
,,,,,,,71,,2025-11-14T15:56:00.000Z,1296
,,,,,,,72,,2025-11-14T15:57:00.000Z,1356
,,,104,,,,,,2025-11-14T15:57:00.000Z,
,,,,,,,71,,2025-11-14T15:58:00.000Z,1416
,,,8,,,,,,2025-11-14T15:58:00.000Z,
,,,,,,,70,,2025-11-14T15:59:00.000Z,1476
,,,,,,,72,,2025-11-14T16:01:00.000Z,1596
,,,,,,,70,,2025-11-14T16:02:00.000Z,1656
,,,,,,,69,,2025-11-14T16:03:00.000Z,1716
,,,,,,,70,,2025-11-14T16:05:00.000Z,1836
,,,72,,,,,,2025-11-14T16:05:00.000Z,
,,,,,,,71,,2025-11-14T16:06:00.000Z,1896
,,,104,,,,,,2025-11-14T16:06:00.000Z,
,,,,,,,83,,2025-11-14T16:07:00.000Z,1956
56,3.797518838320254e-39,,102,2.413035955567335e-42,,,,,2025-11-14T16:07:00.000Z,1956
,,,,,,,89,,2025-11-14T16:08:00.000Z,2016
,,,,,,,84,,2025-11-14T16:09:00.000Z,2076
,,,,,,,85,,2025-11-14T16:10:00.000Z,2136
,,,136,,,,,,2025-11-14T16:10:00.000Z,
,,,,,,,84,,2025-11-14T16:11:00.000Z,2196
,,,,,,,86,,2025-11-14T16:12:00.000Z,2256
58,3.965674654039232e-39,,70,2.428450238674908e-42,,,,,2025-11-14T16:12:00.000Z,2256
,,,,,,,76,,2025-11-14T16:13:00.000Z,2316
,,,136,,,,,,2025-11-14T16:14:00.000Z,
,,,,,,,93,,2025-11-14T16:15:00.000Z,2436
60,4.0497525618987213e-39,,38,2.4410619248538313e-42,,,,,2025-11-14T16:15:00.000Z,2436
,,,,,,,96,,2025-11-14T16:16:00.000Z,2496
,,,,,,,87,,2025-11-14T16:17:00.000Z,2556
,,,,,,,79,,2025-11-14T16:18:00.000Z,2616
62,4.3019862854771884e-39,,70,2.512528146534397e-42,,,,,2025-11-14T16:18:00.000Z,2616
,,,,,,,85,,2025-11-14T16:19:00.000Z,2676
,,,200,,,,,,2025-11-14T16:19:00.000Z,
,,,,,,,89,,2025-11-14T16:20:00.000Z,2736
,,,,,,,91,,2025-11-14T16:21:00.000Z,2796
63,4.4701421011961665e-39,,70,2.60361254671551e-42,,,,,2025-11-14T16:21:00.000Z,2796
,,,,,,,95,,2025-11-14T16:22:00.000Z,2856
,,,,,,,90,,2025-11-14T16:23:00.000Z,2916
,,,,,,,85,,2025-11-14T16:24:00.000Z,2976
,,,,,,,95,,2025-11-14T16:25:00.000Z,3036
,,,,,,,93,,2025-11-14T16:26:00.000Z,3096
,,,,,,,85,,2025-11-14T16:27:00.000Z,3156
,,,200,,,,,,2025-11-14T16:27:00.000Z,
,,,,,,,87,,2025-11-14T16:28:00.000Z,3216
,,,,,,,93,,2025-11-14T16:29:00.000Z,3276
,,,,,,,96,,2025-11-14T16:30:00.000Z,3336
68,4.7223758247746335e-39,,102,2.7927878393993604e-42,,,,,2025-11-14T16:30:00.000Z,3336
,,,,,,,73,,2025-11-14T16:31:00.000Z,3396
,,,,,,,68,,2025-11-14T16:32:00.000Z,3456
,,,,,,,65,,2025-11-14T16:33:00.000Z,3516
,,,,,,,63,,2025-11-14T16:34:00.000Z,3576
,,,,,,,68,,2025-11-14T16:35:00.000Z,3636
,,,,,,,74,,2025-11-14T16:36:00.000Z,3696
,,,,,,,60,,2025-11-14T16:37:00.000Z,3756
,,,,,,,64,,2025-11-14T16:38:00.000Z,3816
,,,,,,,68,,2025-11-14T16:39:00.000Z,3876
73,5.563154903369524e-39,,70,4.2557434361544694e-42,,,,,2025-11-14T16:40:00.000Z,3936
,,,,,,,58,,2025-11-14T16:41:00.000Z,3996
,,,,,,,49,,2025-11-14T16:42:00.000Z,4056
,,,,,,,50,,2025-11-14T16:43:00.000Z,4116
,,,,,,,79,,2025-11-14T16:44:00.000Z,4176
,,,104,,,,,,2025-11-14T16:44:00.000Z,
,,,,,,,78,,2025-11-14T16:45:00.000Z,4236
,,,8,,,,,,2025-11-14T16:45:00.000Z,
,,,,,,,84,,2025-11-14T16:46:00.000Z,4296
,,,,,,,98,,2025-11-14T16:47:00.000Z,4356
,,,,,,,107,,2025-11-14T16:48:00.000Z,4416
,,,,,,,100,,2025-11-14T16:49:00.000Z,4476
,,,,,,,96,,2025-11-14T16:50:00.000Z,4536
,,,,,,,85,,2025-11-14T16:51:00.000Z,4596
86,6.067622350526458e-39,,70,4.8148615234200715e-42,,,,,2025-11-14T16:51:00.000Z,4596
,,,,,,,82,,2025-11-14T16:52:00.000Z,4656
,,,168,,,,,,2025-11-14T16:52:00.000Z,
,,,,,,,90,,2025-11-14T16:53:00.000Z,4716
87,6.151700258385947e-39,,38,4.8540978804211663e-42,,,,,2025-11-14T16:53:00.000Z,4716
,,,,,,,92,,2025-11-14T16:54:00.000Z,4776
,,,,,,,82,,2025-11-14T16:55:00.000Z,4836
,,,136,,,,,,2025-11-14T16:55:00.000Z,
,,,,,,,77,,2025-11-14T16:56:00.000Z,4896
,,,,,,,87,,2025-11-14T16:57:00.000Z,4956
,,,,,,,78,,2025-11-14T16:58:00.000Z,5016
90,6.403933981964414e-39,,102,5.20722509343102e-42,,,,,2025-11-14T16:58:00.000Z,5016
,,,,,,,82,,2025-11-14T16:59:00.000Z,5076
,,,,,,,94,,2025-11-14T17:00:00.000Z,5136
93,6.572089797683392e-39,,70,5.490287383224633e-42,,,,,2025-11-14T17:00:00.000Z,5136
,,,,,,,105,,2025-11-14T17:01:00.000Z,5196
,,,,,,,101,,2025-11-14T17:02:00.000Z,5256
,,,,,,,103,,2025-11-14T17:03:00.000Z,5316
,,,,,,,126,,2025-11-14T17:04:00.000Z,5376
,,,,,,,125,,2025-11-14T17:05:00.000Z,5436
,,,,,,,132,,2025-11-14T17:06:00.000Z,5496
,,,,,,,137,,2025-11-14T17:07:00.000Z,5556
,,,,,,,132,,2025-11-14T17:08:00.000Z,5616
,,,,,,,,4,2025-11-14T17:08:00.000Z,5616
,,,,,,,130,,2025-11-14T17:09:00.000Z,5676
,,,,,,,132,,2025-11-14T17:10:00.000Z,5736
,,,,,,,117,,2025-11-14T17:11:00.000Z,5796
,,,,,,,108,,2025-11-14T17:12:00.000Z,5856
,,,,,,,,2,2025-11-14T17:12:00.000Z,5856
,,,,,,,106,,2025-11-14T17:13:00.000Z,5916
,,,,,,,101,,2025-11-14T17:14:00.000Z,5976
,,,,,,,114,,2025-11-14T17:15:00.000Z,6036
157,7.833258415575727e-39,,70,7.58102469199726e-42,,,,,2025-11-14T17:15:00.000Z,6036
,,,,,,,107,,2025-11-14T17:16:00.000Z,6096
,,,,,,,97,,2025-11-14T17:17:00.000Z,6156
,,,,,,,98,,2025-11-14T17:18:00.000Z,6216
,,,,,,,103,,2025-11-14T17:19:00.000Z,6276
,,,,,,,108,,2025-11-14T17:20:00.000Z,6336
166,8.253647954873173e-39,,70,8.0462557821531e-42,,,,,2025-11-14T17:20:00.000Z,6336
,,,,,,,126,,2025-11-14T17:21:00.000Z,6396
,,,,,,,124,,2025-11-14T17:22:00.000Z,6456
,,,,,,,123,,2025-11-14T17:23:00.000Z,6516
,,,,,,,119,,2025-11-14T17:24:00.000Z,6576
180,8.589959586311129e-39,,70,8.57594660166788e-42,,,,,2025-11-14T17:24:00.000Z,6576
,,,,,,,110,,2025-11-14T17:25:00.000Z,6636
