body_battery,field_four,field_two,stress_level_time,stress_level_value
31,1,101,2025-11-14T23:10:00.000Z,
31,1,22,2025-11-14T23:11:00.000Z,19
31,1,101,2025-11-14T23:12:00.000Z,
31,1,20,2025-11-14T23:13:00.000Z,20
31,1,101,2025-11-14T23:14:00.000Z,
31,1,101,2025-11-14T23:15:00.000Z,
31,1,21,2025-11-14T23:16:00.000Z,20
31,1,204,2025-11-14T23:17:00.000Z,64
31,1,219,2025-11-14T23:18:00.000Z,53
31,1,230,2025-11-14T23:19:00.000Z,45
31,1,220,2025-11-14T23:20:00.000Z,52
31,1,241,2025-11-14T23:21:00.000Z,36
31,1,226,2025-11-14T23:22:00.000Z,48
31,1,220,2025-11-14T23:23:00.000Z,52
31,1,210,2025-11-14T23:24:00.000Z,60
31,1,241,2025-11-14T23:25:00.000Z,36
31,1,102,2025-11-14T23:26:00.000Z,65534
31,1,102,2025-11-14T23:27:00.000Z,65534
30,1,102,2025-11-14T23:28:00.000Z,65534
30,1,200,2025-11-14T23:29:00.000Z,67
30,1,220,2025-11-14T23:30:00.000Z,52
30,1,219,2025-11-14T23:31:00.000Z,53
30,1,213,2025-11-14T23:32:00.000Z,57
30,1,214,2025-11-14T23:33:00.000Z,57
30,1,205,2025-11-14T23:34:00.000Z,63
30,1,197,2025-11-14T23:35:00.000Z,69
30,1,208,2025-11-14T23:36:00.000Z,61
30,1,220,2025-11-14T23:37:00.000Z,52
30,1,242,2025-11-14T23:38:00.000Z,36
30,1,240,2025-11-14T23:39:00.000Z,37
30,1,207,2025-11-14T23:40:00.000Z,62
30,1,227,2025-11-14T23:41:00.000Z,47
29,1,228,2025-11-14T23:42:00.000Z,46
29,1,250,2025-11-14T23:43:00.000Z,30
29,1,235,2025-11-14T23:44:00.000Z,41
29,1,236,2025-11-14T23:45:00.000Z,40
29,1,236,2025-11-14T23:46:00.000Z,40
29,1,212,2025-11-14T23:47:00.000Z,58
29,1,211,2025-11-14T23:48:00.000Z,59
29,1,196,2025-11-14T23:49:00.000Z,70
29,1,197,2025-11-14T23:50:00.000Z,69
29,1,236,2025-11-14T23:51:00.000Z,40
29,1,238,2025-11-14T23:52:00.000Z,39
29,1,201,2025-11-14T23:53:00.000Z,66
28,1,211,2025-11-14T23:54:00.000Z,59
28,1,232,2025-11-14T23:55:00.000Z,43
28,1,219,2025-11-14T23:56:00.000Z,53
28,1,223,2025-11-14T23:57:00.000Z,50
28,1,255,2025-11-14T23:58:00.000Z,26
28,1,6,2025-11-14T23:59:00.000Z,23
28,1,248,2025-11-15T00:00:00.000Z,31
28,1,239,2025-11-15T00:01:00.000Z,38
28,1,246,2025-11-15T00:02:00.000Z,33
28,1,243,2025-11-15T00:03:00.000Z,35
28,1,253,2025-11-15T00:04:00.000Z,27
28,1,251,2025-11-15T00:05:00.000Z,29
28,1,251,2025-11-15T00:06:00.000Z,29
28,1,8,2025-11-15T00:07:00.000Z,23
28,1,245,2025-11-15T00:08:00.000Z,33
28,1,204,2025-11-15T00:09:00.000Z,64
28,1,242,2025-11-15T00:10:00.000Z,36
28,1,219,2025-11-15T00:11:00.000Z,53
28,1,211,2025-11-15T00:12:00.000Z,59
28,1,230,2025-11-15T00:13:00.000Z,45
28,1,224,2025-11-15T00:14:00.000Z,49
28,1,229,2025-11-15T00:15:00.000Z,45
28,1,231,2025-11-15T00:16:00.000Z,44
28,1,220,2025-11-15T00:17:00.000Z,52
27,1,202,2025-11-15T00:18:00.000Z,66
27,1,209,2025-11-15T00:19:00.000Z,60
27,1,229,2025-11-15T00:20:00.000Z,45
27,1,217,2025-11-15T00:21:00.000Z,54
27,1,236,2025-11-15T00:22:00.000Z,40
27,1,229,2025-11-15T00:23:00.000Z,45
27,1,224,2025-11-15T00:24:00.000Z,49
27,1,222,2025-11-15T00:25:00.000Z,51
27,1,215,2025-11-15T00:26:00.000Z,56
27,1,227,2025-11-15T00:27:00.000Z,47
27,1,215,2025-11-15T00:28:00.000Z,56
27,1,225,2025-11-15T00:29:00.000Z,48
26,1,209,2025-11-15T00:30:00.000Z,60
26,1,193,2025-11-15T00:31:00.000Z,72
26,1,220,2025-11-15T00:32:00.000Z,52
26,1,227,2025-11-15T00:33:00.000Z,47
26,1,241,2025-11-15T00:34:00.000Z,36
26,1,230,2025-11-15T00:35:00.000Z,45
26,1,228,2025-11-15T00:36:00.000Z,46
26,1,222,2025-11-15T00:37:00.000Z,51
26,1,209,2025-11-15T00:38:00.000Z,60
26,1,224,2025-11-15T00:39:00.000Z,49
26,1,224,2025-11-15T00:40:00.000Z,49
26,1,224,2025-11-15T00:41:00.000Z,49
26,1,248,2025-11-15T00:42:00.000Z,31
26,1,254,2025-11-15T00:43:00.000Z,27
26,1,208,2025-11-15T00:44:00.000Z,61
26,1,224,2025-11-15T00:45:00.000Z,49
26,1,214,2025-11-15T00:46:00.000Z,57
26,1,101,2025-11-15T00:47:00.000Z,
26,1,246,2025-11-15T00:48:00.000Z,33
25,1,243,2025-11-15T00:49:00.000Z,35
25,1,228,2025-11-15T00:50:00.000Z,46
25,1,247,2025-11-15T00:51:00.000Z,32
25,1,216,2025-11-15T00:52:00.000Z,55
25,1,238,2025-11-15T00:53:00.000Z,39
25,1,218,2025-11-15T00:54:00.000Z,54
25,1,212,2025-11-15T00:55:00.000Z,58
25,1,218,2025-11-15T00:56:00.000Z,54
25,1,228,2025-11-15T00:57:00.000Z,46
25,1,231,2025-11-15T00:58:00.000Z,44
25,1,244,2025-11-15T00:59:00.000Z,34
25,1,248,2025-11-15T01:00:00.000Z,31
25,1,232,2025-11-15T01:01:00.000Z,43
25,1,243,2025-11-15T01:02:00.000Z,35
25,1,231,2025-11-15T01:03:00.000Z,44
25,1,6,2025-11-15T01:04:00.000Z,23
25,1,255,2025-11-15T01:05:00.000Z,26
25,1,6,2025-11-15T01:06:00.000Z,23
25,1,228,2025-11-15T01:07:00.000Z,46
25,1,255,2025-11-15T01:08:00.000Z,26
25,1,224,2025-11-15T01:09:00.000Z,49
25,1,251,2025-11-15T01:10:00.000Z,29
25,1,244,2025-11-15T01:11:00.000Z,34
25,1,235,2025-11-15T01:12:00.000Z,41
25,1,247,2025-11-15T01:13:00.000Z,32
25,1,244,2025-11-15T01:14:00.000Z,34
25,1,254,2025-11-15T01:15:00.000Z,27
25,1,238,2025-11-15T01:16:00.000Z,39
25,1,243,2025-11-15T01:17:00.000Z,35
