active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16,vigorous_activity_inutes
8,2.7325320054333933e-40,"generic",,0,0,849,,,2025-11-14T19:09:00.000Z,,
253,1.1217394206920161e-38,"walking",,1.1962884989940963e-41,9.7976126158509e-43,849,,,2025-11-14T19:09:00.000Z,,
4,8.407790785948902e-41,"running",,4.344025239406933e-44,5.336144552148904e-45,849,,,2025-11-14T19:09:00.000Z,,
,,,,,,,,,2025-11-14T19:09:00.000Z,,
,,,,,,,98,,2025-11-14T19:10:00.000Z,12936,
257,1.1385550022639139e-38,,102,1.2009127839263682e-41,,,,,2025-11-14T19:11:00.000Z,12996,
,,,,,,,83,,2025-11-14T19:12:00.000Z,13056,
,,,168,,,,,,2025-11-14T19:12:00.000Z,,
,,,,,,,85,,2025-11-14T19:13:00.000Z,13116,
,,,,,,,83,,2025-11-14T19:14:00.000Z,13176,
,,,,,,,82,,2025-11-14T19:15:00.000Z,13236,
258,1.1637783746217606e-38,,102,1.2080594060944248e-41,,,,,2025-11-14T19:15:00.000Z,13236,
,,,,,,,90,,2025-11-14T19:17:00.000Z,13356,
,,,168,,,,,,2025-11-14T19:17:00.000Z,,
,,,,,,,93,,2025-11-14T19:18:00.000Z,13416,
,,,,,,,99,,2025-11-14T19:19:00.000Z,13476,
,,,,,,,100,,2025-11-14T19:20:00.000Z,13536,
265,1.1890017469796073e-38,,166,1.2430918677025452e-41,,,,,2025-11-14T19:20:00.000Z,13536,
,,,,,,,96,,2025-11-14T19:21:00.000Z,13596,
,,,168,,,,,,2025-11-14T19:21:00.000Z,,
,,,,,,,90,,2025-11-14T19:22:00.000Z,13656,
,,,,,,,92,,2025-11-14T19:23:00.000Z,13716,
,,,,,,,96,,2025-11-14T19:24:00.000Z,13776,
267,1.214225119337454e-38,,102,1.2524805674135215e-41,,,,,2025-11-14T19:24:00.000Z,13776,
,,,,,,,99,,2025-11-14T19:25:00.000Z,13836,
,,,200,,,,,,2025-11-14T19:25:00.000Z,,
,,,,,,,113,,2025-11-14T19:26:00.000Z,13896,
271,1.222632910123403e-38,,70,1.2540219957242788e-41,,,,,2025-11-14T19:26:00.000Z,13896,
,,,,,,,106,,2025-11-14T19:27:00.000Z,13956,
,,,,,,,86,,2025-11-14T19:28:00.000Z,14016,
,,,,,,,88,,2025-11-14T19:29:00.000Z,14076,
,,,,,,,84,,2025-11-14T19:30:00.000Z,14136,
,,,168,,,,,,2025-11-14T19:30:00.000Z,,
,,,,,,,82,,2025-11-14T19:32:00.000Z,14256,
,,,,,,,84,,2025-11-14T19:33:00.000Z,14316,
,,,,,,,89,,2025-11-14T19:34:00.000Z,14376,
,,,,,,,100,,2025-11-14T19:35:00.000Z,14436,
,,,,,,,97,,2025-11-14T19:36:00.000Z,14496,
275,1.2730796548390963e-38,,102,1.2659330326710397e-41,,,,,2025-11-14T19:36:00.000Z,14496,
,,,,,,,80,,2025-11-14T19:37:00.000Z,14556,
,,,,,,,76,,2025-11-14T19:38:00.000Z,14616,
,,,,,,,74,,2025-11-14T19:39:00.000Z,14676,
,,,,,,,72,,2025-11-14T19:40:00.000Z,14736,
,,,,,,,73,,2025-11-14T19:41:00.000Z,14796,
,,,,,,,72,,2025-11-14T19:45:00.000Z,15036,
,,,,,,,73,,2025-11-14T19:48:00.000Z,15216,
,,,,,,,72,,2025-11-14T19:49:00.000Z,15276,
,,,,,,,71,,2025-11-14T19:50:00.000Z,15336,
,,,104,,,,,,2025-11-14T19:50:00.000Z,,
,,,,,,,72,,2025-11-14T19:51:00.000Z,15396,
,,,8,,,,,,2025-11-14T19:51:00.000Z,,
,,,,,,,71,,2025-11-14T19:52:00.000Z,15456,
,,,,,,,72,,2025-11-14T19:53:00.000Z,15516,
,,,,,,,71,,2025-11-14T19:54:00.000Z,15576,
,,,,,,,72,,2025-11-14T19:55:00.000Z,15636,
,,,,,,,71,,2025-11-14T19:56:00.000Z,15696,
,,,,,,,73,,2025-11-14T19:57:00.000Z,15756,
,,,72,,,,,,2025-11-14T19:57:00.000Z,,
,,,,,,,78,,2025-11-14T19:58:00.000Z,15816,
,,,,,,,97,,2025-11-14T19:59:00.000Z,15876,
277,1.289895236410994e-38,,70,1.2771434203856383e-41,,,,,2025-11-14T19:59:00.000Z,15876,
,,,,,,,101,,2025-11-14T20:00:00.000Z,15936,
11,3.5733110840282835e-40,,224,0,,,,,2025-11-14T20:00:00.000Z,15936,
,,,200,,,,,,2025-11-14T20:01:00.000Z,,
,,,,,,,102,,2025-11-14T20:03:00.000Z,16116,
,,,,,,,101,,2025-11-14T20:04:00.000Z,16176,
,,,,,,,102,,2025-11-14T20:05:00.000Z,16236,
,,,,,,,113,,2025-11-14T20:06:00.000Z,16296,
,,,,,,,118,,2025-11-14T20:07:00.000Z,16356,
,,,,,,,120,,2025-11-14T20:08:00.000Z,16416,
,,,,,,,118,,2025-11-14T20:09:00.000Z,16476,
305,1.3571575626985853e-38,,102,1.3554760045413956e-41,,,,,2025-11-14T20:09:00.000Z,16476,
,,,,,,,117,,2025-11-14T20:10:00.000Z,16536,
,,,,,,,133,,2025-11-14T20:11:00.000Z,16596,
,,,,,,,140,,2025-11-14T20:12:00.000Z,16656,
,,,,,,,137,,2025-11-14T20:13:00.000Z,16716,
,,,,,,,,3,2025-11-14T20:13:00.000Z,16716,
,,,,,,,130,,2025-11-14T20:14:00.000Z,16776,
,,,,,,,134,,2025-11-14T20:15:00.000Z,16836,
