active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
9,4.203895392974451e-40,"generic",,0,0,937,,2025-11-26T20:37:00.000Z,
192,8.955698485499906e-39,"walking",,7.349810445383666e-42,6.019501761261544e-43,937,,2025-11-26T20:37:00.000Z,
,,,,,,,,2025-11-26T20:37:00.000Z,
,,,,,,,76,2025-11-26T20:39:00.000Z,6500
,,,,,,,72,2025-11-26T20:40:00.000Z,6560
,,,,,,,78,2025-11-26T20:41:00.000Z,6620
,,,,,,,74,2025-11-26T20:42:00.000Z,6680
,,,,,,,71,2025-11-26T20:43:00.000Z,6740
,,,,,,,76,2025-11-26T20:44:00.000Z,6800
,,,,,,,78,2025-11-26T20:46:00.000Z,6920
,,,,,,,75,2025-11-26T20:47:00.000Z,6980
,,,136,,,,,2025-11-26T20:47:00.000Z,
192,8.961303679357205e-39,,38,7.365224728491239e-42,,,,2025-11-26T20:48:00.000Z,7040
,,,,,,,79,2025-11-26T20:49:00.000Z,7100
,,,,,,,85,2025-11-26T20:50:00.000Z,7160
,,,,,,,73,2025-11-26T20:51:00.000Z,7220
,,,,,,,75,2025-11-26T20:53:00.000Z,7340
,,,,,,,73,2025-11-26T20:54:00.000Z,7400
,,,,,,,72,2025-11-26T20:55:00.000Z,7460
,,,,,,,76,2025-11-26T20:56:00.000Z,7520
,,,,,,,78,2025-11-26T20:57:00.000Z,7580
,,,,,,,71,2025-11-26T20:58:00.000Z,7640
,,,,,,,70,2025-11-26T20:59:00.000Z,7700
,,,136,,,,,2025-11-26T20:59:00.000Z,
,,,,,,,77,2025-11-26T21:00:00.000Z,7760
193,8.985125753250727e-39,,70,7.398855891635034e-42,,,,2025-11-26T21:00:00.000Z,7760
,,,,,,,93,2025-11-26T21:01:00.000Z,7820
,,,168,,,,,2025-11-26T21:01:00.000Z,
,,,,,,,80,2025-11-26T21:02:00.000Z,7880
,,,,,,,91,2025-11-26T21:03:00.000Z,7940
,,,,,,,92,2025-11-26T21:04:00.000Z,8000
,,,,,,,79,2025-11-26T21:05:00.000Z,8060
,,,,,,,84,2025-11-26T21:06:00.000Z,8120
,,,,,,,92,2025-11-26T21:07:00.000Z,8180
,,,,,,,99,2025-11-26T21:08:00.000Z,8240
,,,,,,,86,2025-11-26T21:09:00.000Z,8300
,,,,,,,93,2025-11-26T21:10:00.000Z,8360
,,,,,,,99,2025-11-26T21:11:00.000Z,8420
,,,,,,,106,2025-11-26T21:12:00.000Z,8480
211,9.863739890382387e-39,,70,8.515690767701913e-42,,,,2025-11-26T21:12:00.000Z,8480
,,,,,,,101,2025-11-26T21:13:00.000Z,8540
,,,136,,,,,2025-11-26T21:13:00.000Z,
,,,,,,,89,2025-11-26T21:14:00.000Z,8600
,,,,,,,95,2025-11-26T21:15:00.000Z,8660
215,1.0031895706101365e-38,,70,8.739898521993884e-42,,,,2025-11-26T21:15:00.000Z,8660
,,,,,,,110,2025-11-26T21:16:00.000Z,8720
,,,,,,,113,2025-11-26T21:17:00.000Z,8780
,,,,,,,111,2025-11-26T21:18:00.000Z,8840
,,,,,,,110,2025-11-26T21:19:00.000Z,8900
,,,,,,,102,2025-11-26T21:20:00.000Z,8960
,,,,,,,95,2025-11-26T21:21:00.000Z,9020
,,,,,,,90,2025-11-26T21:22:00.000Z,9080
,,,,,,,91,2025-11-26T21:23:00.000Z,9140
,,,,,,,99,2025-11-26T21:25:00.000Z,9260
239,1.0872674784696256e-38,,70,9.940811305920252e-42,,,,2025-11-26T21:25:00.000Z,9260
,,,,,,,107,2025-11-26T21:26:00.000Z,9320
,,,,,,,93,2025-11-26T21:27:00.000Z,9380
,,,,,,,80,2025-11-26T21:28:00.000Z,9440
,,,,,,,77,2025-11-26T21:29:00.000Z,9500
,,,,,,,73,2025-11-26T21:30:00.000Z,9560
,,,,,,,75,2025-11-26T21:32:00.000Z,9680
,,,,,,,71,2025-11-26T21:33:00.000Z,9740
,,,,,,,72,2025-11-26T21:34:00.000Z,9800
,,,,,,,73,2025-11-26T21:35:00.000Z,9860
,,,136,,,,,2025-11-26T21:35:00.000Z,
,,,,,,,70,2025-11-26T21:36:00.000Z,9920
239,1.0956752692555745e-38,,102,9.984251558314322e-42,,,,2025-11-26T21:36:00.000Z,9920
,,,,,,,76,2025-11-26T21:37:00.000Z,9980
,,,8,,,,,2025-11-26T21:37:00.000Z,
,,,,,,,74,2025-11-26T21:38:00.000Z,10040
,,,,,,,73,2025-11-26T21:39:00.000Z,10100
,,,,,,,71,2025-11-26T21:41:00.000Z,10220
,,,104,,,,,2025-11-26T21:41:00.000Z,
,,,,,,,72,2025-11-26T21:42:00.000Z,10280
,,,8,,,,,2025-11-26T21:42:00.000Z,
