body_battery,field_four,field_two,stress_level_time,stress_level_value
5,1,4,2025-11-26T05:22:00.000Z,24
5,1,243,2025-11-26T05:23:00.000Z,35
5,1,249,2025-11-26T05:24:00.000Z,30
5,1,102,2025-11-26T05:25:00.000Z,65534
5,1,241,2025-11-26T05:26:00.000Z,36
5,1,193,2025-11-26T05:27:00.000Z,72
5,1,102,2025-11-26T05:28:00.000Z,65534
5,1,187,2025-11-26T05:29:00.000Z,77
5,1,193,2025-11-26T05:30:00.000Z,72
5,1,220,2025-11-26T05:31:00.000Z,52
5,1,252,2025-11-26T05:32:00.000Z,28
5,1,102,2025-11-26T05:33:00.000Z,65534
5,1,102,2025-11-26T05:34:00.000Z,65534
5,1,102,2025-11-26T05:35:00.000Z,65534
5,1,232,2025-11-26T05:36:00.000Z,43
5,1,1,2025-11-26T05:37:00.000Z,25
5,1,249,2025-11-26T05:38:00.000Z,30
5,1,246,2025-11-26T05:39:00.000Z,33
5,1,240,2025-11-26T05:40:00.000Z,37
5,1,235,2025-11-26T05:41:00.000Z,41
5,1,250,2025-11-26T05:42:00.000Z,30
5,1,246,2025-11-26T05:43:00.000Z,33
5,1,253,2025-11-26T05:44:00.000Z,27
5,1,229,2025-11-26T05:45:00.000Z,45
5,1,249,2025-11-26T05:46:00.000Z,30
5,1,247,2025-11-26T05:47:00.000Z,32
5,1,237,2025-11-26T05:48:00.000Z,39
5,1,247,2025-11-26T05:49:00.000Z,32
5,1,242,2025-11-26T05:50:00.000Z,36
5,1,251,2025-11-26T05:51:00.000Z,29
5,1,5,2025-11-26T05:52:00.000Z,24
5,1,245,2025-11-26T05:53:00.000Z,33
5,1,243,2025-11-26T05:54:00.000Z,35
5,1,238,2025-11-26T05:55:00.000Z,39
5,1,249,2025-11-26T05:56:00.000Z,30
5,1,241,2025-11-26T05:57:00.000Z,36
5,1,244,2025-11-26T05:58:00.000Z,34
5,1,102,2025-11-26T05:59:00.000Z,65534
5,1,101,2025-11-26T06:00:00.000Z,
5,1,192,2025-11-26T06:01:00.000Z,73
5,1,229,2025-11-26T06:02:00.000Z,45
5,1,209,2025-11-26T06:03:00.000Z,60
5,1,208,2025-11-26T06:04:00.000Z,61
5,1,244,2025-11-26T06:05:00.000Z,34
5,1,252,2025-11-26T06:06:00.000Z,28
5,1,247,2025-11-26T06:07:00.000Z,32
5,1,246,2025-11-26T06:08:00.000Z,33
5,1,0,2025-11-26T06:09:00.000Z,25
5,1,249,2025-11-26T06:10:00.000Z,30
5,1,246,2025-11-26T06:11:00.000Z,33
5,1,242,2025-11-26T06:12:00.000Z,36
5,1,250,2025-11-26T06:13:00.000Z,30
5,1,2,2025-11-26T06:14:00.000Z,24
5,1,7,2025-11-26T06:15:00.000Z,23
5,1,244,2025-11-26T06:16:00.000Z,34
5,1,1,2025-11-26T06:17:00.000Z,25
5,1,5,2025-11-26T06:18:00.000Z,24
5,1,1,2025-11-26T06:19:00.000Z,25
5,1,22,2025-11-26T06:20:00.000Z,19
5,1,33,2025-11-26T06:21:00.000Z,17
5,1,31,2025-11-26T06:22:00.000Z,17
5,1,13,2025-11-26T06:23:00.000Z,22
5,1,255,2025-11-26T06:24:00.000Z,26
5,1,246,2025-11-26T06:25:00.000Z,33
5,1,20,2025-11-26T06:26:00.000Z,20
5,1,34,2025-11-26T06:27:00.000Z,16
5,1,42,2025-11-26T06:28:00.000Z,14
5,1,43,2025-11-26T06:29:00.000Z,14
5,1,46,2025-11-26T06:30:00.000Z,13
5,1,26,2025-11-26T06:31:00.000Z,18
5,1,49,2025-11-26T06:32:00.000Z,13
5,1,34,2025-11-26T06:33:00.000Z,16
5,1,51,2025-11-26T06:34:00.000Z,12
5,1,33,2025-11-26T06:35:00.000Z,17
5,1,50,2025-11-26T06:36:00.000Z,12
5,1,21,2025-11-26T06:37:00.000Z,20
5,1,44,2025-11-26T06:38:00.000Z,14
5,1,39,2025-11-26T06:39:00.000Z,15
5,1,44,2025-11-26T06:40:00.000Z,14
5,1,46,2025-11-26T06:41:00.000Z,13
5,1,21,2025-11-26T06:42:00.000Z,20
5,1,24,2025-11-26T06:43:00.000Z,19
5,1,41,2025-11-26T06:44:00.000Z,15
5,1,24,2025-11-26T06:45:00.000Z,19
5,1,36,2025-11-26T06:46:00.000Z,16
5,1,33,2025-11-26T06:47:00.000Z,17
5,1,37,2025-11-26T06:48:00.000Z,16
5,1,40,2025-11-26T06:49:00.000Z,15
5,1,44,2025-11-26T06:50:00.000Z,14
5,1,45,2025-11-26T06:51:00.000Z,14
5,1,46,2025-11-26T06:52:00.000Z,13
5,1,47,2025-11-26T06:53:00.000Z,13
5,1,28,2025-11-26T06:54:00.000Z,18
5,1,42,2025-11-26T06:55:00.000Z,14
5,1,38,2025-11-26T06:56:00.000Z,15
5,1,51,2025-11-26T06:57:00.000Z,12
5,1,37,2025-11-26T06:58:00.000Z,16
5,1,42,2025-11-26T06:59:00.000Z,14
5,1,23,2025-11-26T07:00:00.000Z,19
5,1,31,2025-11-26T07:01:00.000Z,17
5,1,42,2025-11-26T07:02:00.000Z,14
5,1,31,2025-11-26T07:03:00.000Z,17
5,1,4,2025-11-26T07:04:00.000Z,24
5,1,40,2025-11-26T07:05:00.000Z,15
5,1,31,2025-11-26T07:06:00.000Z,17
5,1,40,2025-11-26T07:07:00.000Z,15
5,1,34,2025-11-26T07:08:00.000Z,16
