file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.number,file_id.type,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,software.version,unknown.unknown,monitoring_info.timestamp[s],monitoring_info.local_timestamp[s],monitoring_info.cycles_to_distance[m/cycle],monitoring_info.cycles_to_calories[kcal/cycle],monitoring_info.unknown,monitoring_info.resting_metabolic_rate[kcal / day],monitoring_info.activity_type,monitoring.timestamp[s],monitoring.distance[m],monitoring.cycles[cycles],monitoring.active_time[s],monitoring.active_calories[kcal],monitoring.duration_min[min],monitoring.activity_type,monitoring.steps[steps],monitoring.unknown,monitoring_hr_data.timestamp[s],monitoring_hr_data.resting_heart_rate[bpm],monitoring_hr_data.current_day_resting_heart_rate[bpm],ohr_settings.timestamp[s],ohr_settings.enabled,event.timestamp[s],event.data16,event.event,event.event_type,event.data,stress_level.stress_level_time[s],stress_level.stress_level_value,stress_level.unknown,respiration_rate.timestamp,respiration_rate.respiration_rate[breaths/min],monitoring.timestamp_16[s],monitoring.heart_rate[bpm],monitoring.moderate_activity_minutes[minutes],event.auto_activity_detect_start_timestamp[s],event.activity_type,event.auto_activity_detect_duration[min],monitoring.current_activity_type_intensity,monitoring.intensity,
"3517294351","1131318900","1","3869","15","32",,
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","200",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","200","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|2|0|51|179|0|0|102|102|1|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","0.0","0.0","1545.0","73","1095","0",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","2744.78","0.0","5076.0","244","1095","6","3351",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","116|142|110|67|0|3|0|255|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","34|0|0|248","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","34|0|0|248","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131318960","-1","1",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","34|0|0|248","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131318960","-1","1","1131318960","13.03",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","254|0|0|192","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131318960","-1","1","1131318960","13.03",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","254|0|0|192","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319020","-1","1","1131318960","13.03",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","254|0|0|192","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319020","-1","1","1131319020","-1.0",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","254|0|0|192","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319020","-1","1","1131319020","-1.0","36588","125",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","76|144|101|186","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319020","-1","1","1131319020","-1.0","36588","125",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","76|144|101|186","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319080","-2","1","1131319020","-1.0","36588","125",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","76|144|101|186","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319080","-2","1","1131319080","-1.0","36588","125",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","76|144|101|186","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","24","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319080","-2","1","1131319080","-1.0","36648","123",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","76|144|101|186","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","9","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319080","-2","1","1131319080","-1.0","36648","123","1",
"3517294351","1131318900","1","3869","15","32","1131318900","3517294351","1","3869","11.03","6.0","16|0|0|248","1131318900","1131300900","1.638|2.457","0.053|0.1672","9400|9400","2202","6|1","1131318900","3988.86","0.0","1509.0","248","1095","1","3882","9","1131318900","67","63","1131318900","1","1131318900","200","78","3","200","1131319080","-2","1","1131319080","-1.0","36648","123","1",
