active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16
,,,,,,,,,2025-11-09T05:00:00.000Z,
,,,,,,,100,,2025-11-09T05:01:00.000Z,54284
,,,,,,,99,,2025-11-09T05:02:00.000Z,54344
,,,,,,,98,,2025-11-09T05:04:00.000Z,54464
,,,,,,,99,,2025-11-09T05:07:00.000Z,54644
,,,,,,,100,,2025-11-09T05:08:00.000Z,54704
,,,,,,,99,,2025-11-09T05:09:00.000Z,54764
,,,104,,,,,,2025-11-09T05:09:00.000Z,
,,,,,,,101,,2025-11-09T05:10:00.000Z,54824
0,2.1019476964872256e-41,,96,0,,,,,2025-11-09T05:10:00.000Z,54824
,,,,,,,100,,2025-11-09T05:11:00.000Z,54884
,,,104,,,,,,2025-11-09T05:12:00.000Z,
,,,,,,,106,,2025-11-09T05:13:00.000Z,55004
,,,,,,,107,,2025-11-09T05:14:00.000Z,55064
,,,,,,,106,,2025-11-09T05:15:00.000Z,55124
5,2.1019476964872256e-40,,96,0,,,,,2025-11-09T05:15:00.000Z,55124
,,,,,,,104,,2025-11-09T05:16:00.000Z,55184
,,,,,,,101,,2025-11-09T05:17:00.000Z,55244
8,3.783505853677006e-40,,128,0,,,,,2025-11-09T05:17:00.000Z,55244
,,,,,,,100,,2025-11-09T05:18:00.000Z,55304
,,,104,,,,,,2025-11-09T05:18:00.000Z,
,,,,,,,102,,2025-11-09T05:19:00.000Z,55364
,,,,,,,103,,2025-11-09T05:20:00.000Z,55424
,,,,,,,101,,2025-11-09T05:21:00.000Z,55484
,,,,,,,104,,2025-11-09T05:22:00.000Z,55544
12,6.305843089461677e-40,,128,0,,,,,2025-11-09T05:22:00.000Z,55544
,,,,,,,96,,2025-11-09T05:23:00.000Z,55604
,,,,,,,97,,2025-11-09T05:24:00.000Z,55664
,,,136,,,,,,2025-11-09T05:24:00.000Z,
,,,,,,,101,,2025-11-09T05:25:00.000Z,55724
14,6.9364273984078445e-40,,128,0,,,,,2025-11-09T05:25:00.000Z,55724
,,,,,,,99,,2025-11-09T05:26:00.000Z,55784
,,,,,,,98,,2025-11-09T05:28:00.000Z,55904
,,,136,,,,,,2025-11-09T05:28:00.000Z,
,,,,,,,104,,2025-11-09T05:29:00.000Z,55964
,,,,,,,113,,2025-11-09T05:30:00.000Z,56024
17,7.987401246651457e-40,,160,0,,,,,2025-11-09T05:30:00.000Z,56024
,,,,,,,104,,2025-11-09T05:31:00.000Z,56084
19,8.828180325246348e-40,,128,0,,,,,2025-11-09T05:31:00.000Z,56084
,,,,,,,99,,2025-11-09T05:32:00.000Z,56144
,,,,,,,98,,2025-11-09T05:34:00.000Z,56264
,,,,,,,95,,2025-11-09T05:35:00.000Z,56324
,,,,,,,93,,2025-11-09T05:36:00.000Z,56384
,,,,,,,95,,2025-11-09T05:38:00.000Z,56504
,,,,,,,94,,2025-11-09T05:40:00.000Z,56624
,,,,,,,95,,2025-11-09T05:41:00.000Z,56684
,,,104,,,,,,2025-11-09T05:41:00.000Z,
,,,,,,,102,,2025-11-09T05:42:00.000Z,56744
,,,,,,,108,,2025-11-09T05:43:00.000Z,56804
,,,,,,,104,,2025-11-09T05:44:00.000Z,56864
23,1.071993325208485e-39,,128,0,,,,,2025-11-09T05:44:00.000Z,56864
,,,,,,,97,,2025-11-09T05:45:00.000Z,56924
,,,72,,,,,,2025-11-09T05:45:00.000Z,
,,,,,,,96,,2025-11-09T05:46:00.000Z,56984
,,,8,,,,,,2025-11-09T05:46:00.000Z,
,,,,,,,95,,2025-11-09T05:47:00.000Z,57044
,,,,,,,94,,2025-11-09T05:48:00.000Z,57104
,,,136,,,,,,2025-11-09T05:49:00.000Z,
,,,,,,,107,,2025-11-09T05:50:00.000Z,57224
,,,,,,,120,,2025-11-09T05:51:00.000Z,57284
29,1.1770907100328463e-39,,192,0,,,,,2025-11-09T05:51:00.000Z,57284
,,,,,,,126,,2025-11-09T05:52:00.000Z,57344
,,,,,,,135,,2025-11-09T05:53:00.000Z,57404
,,,,,,,131,,2025-11-09T05:54:00.000Z,57464
,,,,,,,126,,2025-11-09T05:56:00.000Z,57584
,,,,,,,131,,2025-11-09T05:57:00.000Z,57644
,,,,,,,,6,2025-11-09T05:57:00.000Z,57644
,,,,,,,136,,2025-11-09T05:58:00.000Z,57704
,,,,,,,129,,2025-11-09T05:59:00.000Z,57764
