active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16
35,7.567011707354012e-40,,70,1.2625699163566602e-42,,,,,2025-11-09T06:00:00.000Z,57824
,,,,,,,127,,2025-11-09T06:01:00.000Z,57884
40,8.407790785948902e-40,,70,1.401298464324817e-42,,,,,2025-11-09T06:01:00.000Z,57884
,,,,,,,126,,2025-11-09T06:02:00.000Z,57944
,,,,,,,115,,2025-11-09T06:03:00.000Z,58004
45,1.0089348943138683e-39,,102,1.4825737752556565e-42,,,,,2025-11-09T06:03:00.000Z,58004
,,,,,,,108,,2025-11-09T06:04:00.000Z,58064
,,,,,,,,5,2025-11-09T06:04:00.000Z,58064
30,1.2611686178923354e-39,,128,0,,,,,2025-11-09T06:04:00.000Z,58064
,,,,,,,111,,2025-11-09T06:05:00.000Z,58124
48,1.0930128021733573e-39,,70,1.5190075353281017e-42,,,,,2025-11-09T06:05:00.000Z,58124
,,,,,,,114,,2025-11-09T06:06:00.000Z,58184
,,,,,,,109,,2025-11-09T06:07:00.000Z,58244
32,1.4293244336113134e-39,,128,0,,,,,2025-11-09T06:07:00.000Z,58244
,,,,,,,112,,2025-11-09T06:08:00.000Z,58304
51,1.1770907100328463e-39,,102,1.540027012292974e-42,,,,,2025-11-09T06:08:00.000Z,58304
,,,,,,,114,,2025-11-09T06:09:00.000Z,58364
,,,,,,,108,,2025-11-09T06:10:00.000Z,58424
36,1.5974802493302915e-39,,128,0,,,,,2025-11-09T06:10:00.000Z,58424
,,,,,,,100,,2025-11-09T06:11:00.000Z,58484
,,,104,,,,,,2025-11-09T06:11:00.000Z,
,,,,,,,101,,2025-11-09T06:12:00.000Z,58544
37,1.6815581571897805e-39,,0,0,,,,,2025-11-09T06:12:00.000Z,58544
,,,,,,,98,,2025-11-09T06:14:00.000Z,58664
,,,8,,,,,,2025-11-09T06:14:00.000Z,
,,,,,,,95,,2025-11-09T06:15:00.000Z,58724
,,,40,,,,,,2025-11-09T06:15:00.000Z,
,,,,,,,96,,2025-11-09T06:16:00.000Z,58784
,,,8,,,,,,2025-11-09T06:16:00.000Z,
,,,,,,,92,,2025-11-09T06:17:00.000Z,58844
,,,104,,,,,,2025-11-09T06:17:00.000Z,
,,,,,,,96,,2025-11-09T06:18:00.000Z,58904
,,,,,,,94,,2025-11-09T06:19:00.000Z,58964
,,,,,,,92,,2025-11-09T06:20:00.000Z,59024
,,,8,,,,,,2025-11-09T06:20:00.000Z,
,,,,,,,89,,2025-11-09T06:21:00.000Z,59084
,,,,,,,93,,2025-11-09T06:22:00.000Z,59144
,,,168,,,,,,2025-11-09T06:22:00.000Z,
,,,,,,,109,,2025-11-09T06:23:00.000Z,59204
,,,,,,,114,,2025-11-09T06:24:00.000Z,59264
55,1.3452465257518244e-39,,38,1.584868563151368e-42,,,,,2025-11-09T06:24:00.000Z,59264
,,,,,,,106,,2025-11-09T06:25:00.000Z,59324
39,1.7656360650492695e-39,,128,0,,,,,2025-11-09T06:25:00.000Z,59324
,,,,,,,111,,2025-11-09T06:26:00.000Z,59384
58,1.4293244336113134e-39,,6,1.617098427830839e-42,,,,,2025-11-09T06:26:00.000Z,59384
,,,,,,,107,,2025-11-09T06:27:00.000Z,59444
,,,,,,,100,,2025-11-09T06:28:00.000Z,59504
,,,,,,,98,,2025-11-09T06:29:00.000Z,59564
,,,136,,,,,,2025-11-09T06:29:00.000Z,
,,,,,,,95,,2025-11-09T06:30:00.000Z,59624
59,1.5134023414708024e-39,,38,1.632512710938412e-42,,,,,2025-11-09T06:30:00.000Z,59624
,,,,,,,111,,2025-11-09T06:31:00.000Z,59684
63,1.6815581571897805e-39,,70,1.7418139911557476e-42,,,,,2025-11-09T06:32:00.000Z,59744
,,,,,,,103,,2025-11-09T06:33:00.000Z,59804
,,,,,,,88,,2025-11-09T06:34:00.000Z,59864
,,,104,,,,,,2025-11-09T06:35:00.000Z,
,,,,,,,100,,2025-11-09T06:37:00.000Z,60044
66,1.8497139729087585e-39,,38,1.7754451542995432e-42,,,,,2025-11-09T06:37:00.000Z,60044
,,,,,,,111,,2025-11-09T06:38:00.000Z,60104
42,1.8497139729087585e-39,,192,0,,,,,2025-11-09T06:38:00.000Z,60104
,,,,,,,108,,2025-11-09T06:39:00.000Z,60164
,,,,,,,106,,2025-11-09T06:40:00.000Z,60224
70,2.0178697886277366e-39,,230,1.83850358519416e-42,,,,,2025-11-09T06:40:00.000Z,60224
,,,,,,,104,,2025-11-09T06:41:00.000Z,60284
43,1.9337918807682476e-39,,192,0,,,,,2025-11-09T06:41:00.000Z,60284
,,,,,,,103,,2025-11-09T06:42:00.000Z,60344
71,2.1019476964872256e-39,,102,1.862325659087682e-42,,,,,2025-11-09T06:42:00.000Z,60344
,,,,,,,109,,2025-11-09T06:43:00.000Z,60404
46,2.0178697886277366e-39,,192,0,,,,,2025-11-09T06:43:00.000Z,60404
,,,,,,,108,,2025-11-09T06:44:00.000Z,60464
,,,,,,,98,,2025-11-09T06:45:00.000Z,60524
,,,,,,,95,,2025-11-09T06:46:00.000Z,60584
,,,,,,,99,,2025-11-09T06:47:00.000Z,60644
,,,,,,,93,,2025-11-09T06:48:00.000Z,60704
,,,,,,,81,,2025-11-09T06:49:00.000Z,60764
,,,168,,,,,,2025-11-09T06:50:00.000Z,
,,,,,,,79,,2025-11-09T06:51:00.000Z,60884
,,,8,,,,,,2025-11-09T06:51:00.000Z,
,,,,,,,78,,2025-11-09T06:52:00.000Z,60944
,,,,,,,80,,2025-11-09T06:53:00.000Z,61004
,,,,,,,78,,2025-11-09T06:54:00.000Z,61064
,,,104,,,,,,2025-11-09T06:54:00.000Z,
,,,,,,,81,,2025-11-09T06:55:00.000Z,61124
,,,8,,,,,,2025-11-09T06:55:00.000Z,
,,,,,,,82,,2025-11-09T06:56:00.000Z,61184
,,,,,,,84,,2025-11-09T06:57:00.000Z,61244
,,,168,,,,,,2025-11-09T06:57:00.000Z,
,,,,,,,78,,2025-11-09T06:58:00.000Z,61304
,,,8,,,,,,2025-11-09T06:58:00.000Z,
,,,,,,,76,,2025-11-09T06:59:00.000Z,61364
,,,,,,,79,,2025-11-09T07:00:00.000Z,61424
,,,136,,,,,,2025-11-09T07:00:00.000Z,
,,,,,,,82,,2025-11-09T07:01:00.000Z,61484
,,,8,,,,,,2025-11-09T07:01:00.000Z,
,,,,,,,77,,2025-11-09T07:02:00.000Z,61544
,,,,,,,79,,2025-11-09T07:04:00.000Z,61664
,,,,,,,77,,2025-11-09T07:05:00.000Z,61724
,,,,,,,78,,2025-11-09T07:07:00.000Z,61844
,,,,,,,76,,2025-11-09T07:08:00.000Z,61904
,,,8,,,,,,2025-11-09T07:08:00.000Z,
,,,,,,,78,,2025-11-09T07:09:00.000Z,61964
,,,,,,,97,,2025-11-09T07:10:00.000Z,62024
74,2.2701035122062037e-39,,134,1.915575000732025e-42,,,,,2025-11-09T07:10:00.000Z,62024
,,,,,,,84,,2025-11-09T07:11:00.000Z,62084
,,,,,,,78,,2025-11-09T07:12:00.000Z,62144
,,,,,,,76,,2025-11-09T07:13:00.000Z,62204
,,,,,,,75,,2025-11-09T07:15:00.000Z,62324
,,,8,,,,,,2025-11-09T07:18:00.000Z,
46,2.0178697886277366e-39,"generic",,0,0,138,,,2025-11-09T07:18:00.000Z,
74,2.2701035122062037e-39,"walking",,1.915575000732025e-42,1.5688937606580653e-43,138,,,2025-11-09T07:18:00.000Z,
,,,,,,,,,2025-11-09T07:18:00.000Z,
