body_battery,field_four,field_two,stress_level_time,stress_level_value
41,1,102,2025-11-09T16:25:00.000Z,65534
41,1,102,2025-11-09T16:26:00.000Z,65534
41,1,102,2025-11-09T16:27:00.000Z,65534
41,1,102,2025-11-09T16:28:00.000Z,65534
41,1,102,2025-11-09T16:29:00.000Z,65534
41,1,102,2025-11-09T16:30:00.000Z,65534
41,1,102,2025-11-09T16:31:00.000Z,65534
41,1,102,2025-11-09T16:32:00.000Z,65534
41,1,102,2025-11-09T16:33:00.000Z,65534
41,1,102,2025-11-09T16:34:00.000Z,65534
40,1,101,2025-11-09T16:35:00.000Z,
40,1,101,2025-11-09T16:36:00.000Z,
40,1,227,2025-11-09T16:37:00.000Z,47
40,1,241,2025-11-09T16:38:00.000Z,36
40,1,229,2025-11-09T16:39:00.000Z,45
40,1,231,2025-11-09T16:40:00.000Z,44
40,1,253,2025-11-09T16:41:00.000Z,27
40,1,20,2025-11-09T16:42:00.000Z,20
40,1,10,2025-11-09T16:43:00.000Z,22
40,1,15,2025-11-09T16:44:00.000Z,21
40,1,20,2025-11-09T16:45:00.000Z,20
40,1,1,2025-11-09T16:46:00.000Z,25
40,1,5,2025-11-09T16:47:00.000Z,24
40,1,9,2025-11-09T16:48:00.000Z,23
40,1,252,2025-11-09T16:49:00.000Z,28
40,1,29,2025-11-09T16:50:00.000Z,18
40,1,29,2025-11-09T16:51:00.000Z,18
40,1,15,2025-11-09T16:52:00.000Z,21
40,1,14,2025-11-09T16:53:00.000Z,21
40,1,21,2025-11-09T16:54:00.000Z,20
40,1,37,2025-11-09T16:55:00.000Z,16
40,1,21,2025-11-09T16:56:00.000Z,20
40,1,15,2025-11-09T16:57:00.000Z,21
40,1,32,2025-11-09T16:58:00.000Z,17
40,1,52,2025-11-09T16:59:00.000Z,12
40,1,33,2025-11-09T17:00:00.000Z,17
40,1,52,2025-11-09T17:01:00.000Z,12
40,1,53,2025-11-09T17:02:00.000Z,12
40,1,58,2025-11-09T17:03:00.000Z,10
40,1,102,2025-11-09T17:04:00.000Z,65534
40,1,102,2025-11-09T17:05:00.000Z,65534
40,1,101,2025-11-09T17:06:00.000Z,
40,1,101,2025-11-09T17:07:00.000Z,
40,1,1,2025-11-09T17:08:00.000Z,25
40,1,22,2025-11-09T17:09:00.000Z,19
40,1,24,2025-11-09T17:10:00.000Z,19
40,1,25,2025-11-09T17:11:00.000Z,19
40,1,4,2025-11-09T17:12:00.000Z,24
40,1,0,2025-11-09T17:13:00.000Z,25
40,1,6,2025-11-09T17:14:00.000Z,23
40,1,19,2025-11-09T17:15:00.000Z,20
40,1,14,2025-11-09T17:16:00.000Z,21
40,1,7,2025-11-09T17:17:00.000Z,23
40,1,15,2025-11-09T17:18:00.000Z,21
40,1,11,2025-11-09T17:19:00.000Z,22
40,1,51,2025-11-09T17:20:00.000Z,12
40,1,18,2025-11-09T17:21:00.000Z,20
40,1,56,2025-11-09T17:22:00.000Z,11
40,1,47,2025-11-09T17:23:00.000Z,13
40,1,37,2025-11-09T17:24:00.000Z,16
40,1,36,2025-11-09T17:25:00.000Z,16
40,1,102,2025-11-09T17:26:00.000Z,65534
40,1,102,2025-11-09T17:27:00.000Z,65534
40,1,102,2025-11-09T17:28:00.000Z,65534
40,1,102,2025-11-09T17:29:00.000Z,65534
39,1,102,2025-11-09T17:30:00.000Z,65534
39,1,102,2025-11-09T17:31:00.000Z,65534
39,1,102,2025-11-09T17:32:00.000Z,65534
39,1,102,2025-11-09T17:33:00.000Z,65534
39,1,102,2025-11-09T17:34:00.000Z,65534
39,1,102,2025-11-09T17:35:00.000Z,65534
39,1,101,2025-11-09T17:36:00.000Z,
39,1,209,2025-11-09T17:37:00.000Z,60
38,1,9,2025-11-09T17:38:00.000Z,23
38,1,23,2025-11-09T17:39:00.000Z,19
38,1,14,2025-11-09T17:40:00.000Z,21
38,1,8,2025-11-09T17:41:00.000Z,23
38,1,31,2025-11-09T17:42:00.000Z,17
38,1,0,2025-11-09T17:43:00.000Z,25
38,1,14,2025-11-09T17:44:00.000Z,21
38,1,2,2025-11-09T17:45:00.000Z,24
38,1,253,2025-11-09T17:46:00.000Z,27
