active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16,vigorous_activity_inutes
,,,,,,,89,2025-11-16T22:13:00.000Z,108,
,,,136,,,,,2025-11-16T22:13:00.000Z,,
,,,,,,,90,2025-11-16T22:14:00.000Z,168,
,,,,,,,104,2025-11-16T22:15:00.000Z,228,
495,1.5948177822480743e-38,,38,1.5271350664211856e-41,,,,2025-11-16T22:15:00.000Z,228,
,,,,,,,109,2025-11-16T22:16:00.000Z,288,
,,,,,,,105,2025-11-16T22:18:00.000Z,408,
,,,,,,,106,2025-11-16T22:19:00.000Z,468,
,,,,,,,104,2025-11-16T22:20:00.000Z,528,
505,1.6368567361778188e-38,,70,1.5679128517330378e-41,,,,2025-11-16T22:20:00.000Z,528,
,,,,,,,106,2025-11-16T22:21:00.000Z,588,
150,6.24278465856706e-39,,160,0,,,,2025-11-16T22:21:00.000Z,588,
,,,,,,,93,2025-11-16T22:22:00.000Z,648,
,,,,,,,89,2025-11-16T22:23:00.000Z,708,
,,,,,,,88,2025-11-16T22:24:00.000Z,768,
,,,,,,,85,2025-11-16T22:25:00.000Z,828,
,,,,,,,86,2025-11-16T22:26:00.000Z,888,
,,,,,,,88,2025-11-16T22:27:00.000Z,948,
,,,,,,,84,2025-11-16T22:29:00.000Z,1068,
,,,,,,,85,2025-11-16T22:30:00.000Z,1128,
,,,,,,,86,2025-11-16T22:31:00.000Z,1188,
,,,,,,,85,2025-11-16T22:33:00.000Z,1308,
,,,,,,,83,2025-11-16T22:34:00.000Z,1368,
,,,,,,,88,2025-11-16T22:35:00.000Z,1428,
,,,,,,,86,2025-11-16T22:36:00.000Z,1488,
,,,,,,,87,2025-11-16T22:37:00.000Z,1548,
,,,,,,,83,2025-11-16T22:38:00.000Z,1608,
,,,104,,,,,2025-11-16T22:38:00.000Z,,
,,,,,,,78,2025-11-16T22:39:00.000Z,1668,
,,,,,,,76,2025-11-16T22:40:00.000Z,1728,
,,,,,,,77,2025-11-16T22:41:00.000Z,1788,
,,,8,,,,,2025-11-16T22:44:00.000Z,,
,,,,,,,79,2025-11-16T22:45:00.000Z,2028,
,,,,,,,84,2025-11-16T22:46:00.000Z,2088,
,,,,,,,91,2025-11-16T22:47:00.000Z,2148,
,,,,,,,89,2025-11-16T22:48:00.000Z,2208,
,,,,,,,86,2025-11-16T22:49:00.000Z,2268,
,,,,,,,84,2025-11-16T22:51:00.000Z,2388,
,,,,,,,82,2025-11-16T22:52:00.000Z,2448,
,,,104,,,,,2025-11-16T22:52:00.000Z,,
,,,,,,,83,2025-11-16T22:53:00.000Z,2508,
,,,,,,,81,2025-11-16T22:54:00.000Z,2568,
,,,,,,,80,2025-11-16T22:55:00.000Z,2628,
,,,,,,,85,2025-11-16T22:56:00.000Z,2688,
,,,,,,,83,2025-11-16T22:57:00.000Z,2748,
,,,,,,,82,2025-11-16T22:58:00.000Z,2808,
,,,,,,,85,2025-11-16T23:00:00.000Z,2928,
,,,,,,,81,2025-11-16T23:01:00.000Z,2988,
,,,,,,,85,2025-11-16T23:02:00.000Z,3048,
,,,,,,,82,2025-11-16T23:03:00.000Z,3108,
,,,104,,,,,2025-11-16T23:03:00.000Z,,
,,,,,,,87,2025-11-16T23:04:00.000Z,3168,
506,1.6452645269637677e-38,,38,1.569454280043795e-41,,,,2025-11-16T23:04:00.000Z,3168,
,,,,,,,88,2025-11-16T23:05:00.000Z,3228,
,,,,,,,85,2025-11-16T23:06:00.000Z,3288,
,,,,,,,87,2025-11-16T23:07:00.000Z,3348,
,,,,,,,84,2025-11-16T23:08:00.000Z,3408,
,,,104,,,,,2025-11-16T23:08:00.000Z,,
,,,,,,,91,2025-11-16T23:09:00.000Z,3468,
,,,,,,,108,2025-11-16T23:10:00.000Z,3528,
,,,,,,,107,2025-11-16T23:11:00.000Z,3588,
,,,,,,,99,2025-11-16T23:12:00.000Z,3648,
,,,,,,,103,2025-11-16T23:13:00.000Z,3708,
,,,,,,,107,2025-11-16T23:14:00.000Z,3768,
,,,,,,,119,2025-11-16T23:15:00.000Z,3828,
525,1.70411906246541e-38,,38,1.643863228499443e-41,,,,2025-11-16T23:15:00.000Z,3828,
,,,,,,,117,2025-11-16T23:16:00.000Z,3888,
,,,,,,,114,2025-11-16T23:17:00.000Z,3948,
,,,,,,,117,2025-11-16T23:18:00.000Z,4008,
,,,,,,,124,2025-11-16T23:19:00.000Z,4068,
,,,,,,,125,2025-11-16T23:20:00.000Z,4128,
,,,,,,,119,2025-11-16T23:21:00.000Z,4188,
,,,,,,,117,2025-11-16T23:22:00.000Z,4248,
,,,,,,,118,2025-11-16T23:24:00.000Z,4368,
,,,,,,,114,2025-11-16T23:25:00.000Z,4428,
,,,,,,,112,2025-11-16T23:26:00.000Z,4488,
,,,,,,,108,2025-11-16T23:27:00.000Z,4548,
,,,,,,,112,2025-11-16T23:28:00.000Z,4608,
,,,,,,,110,2025-11-16T23:29:00.000Z,4668,
,,,,,,,111,2025-11-16T23:30:00.000Z,4728,
574,1.8302359242546436e-38,,38,1.819025536540045e-41,,,,2025-11-16T23:30:00.000Z,4728,
,,,,,,,109,2025-11-16T23:31:00.000Z,4788,
,,,,,,,108,2025-11-16T23:32:00.000Z,4848,
,,,,,,,112,2025-11-16T23:33:00.000Z,4908,
580,1.8554592966124903e-38,,38,1.853637608608868e-41,,,,2025-11-16T23:33:00.000Z,4908,
,,,,,,,106,2025-11-16T23:34:00.000Z,4968,
,,,,,,,115,2025-11-16T23:35:00.000Z,5028,
,,,,,,,114,2025-11-16T23:36:00.000Z,5088,
,,,,,,,111,2025-11-16T23:37:00.000Z,5148,
,,,,,,,108,2025-11-16T23:39:00.000Z,5268,
,,,,,,,111,2025-11-16T23:41:00.000Z,5388,
,,,,,,,106,2025-11-16T23:42:00.000Z,5448,
602,1.9311294136860304e-38,,38,1.9507475921865778e-41,,,,2025-11-16T23:42:00.000Z,5448,
,,,,,,,101,2025-11-16T23:43:00.000Z,5508,
152,6.326862566426549e-39,,192,0,,,,2025-11-16T23:43:00.000Z,5508,
,,,,,,,109,2025-11-16T23:44:00.000Z,5568,
,,,,,,,108,2025-11-16T23:45:00.000Z,5628,
606,1.9479449952579282e-38,,70,1.9622382395940413e-41,,,,2025-11-16T23:45:00.000Z,5628,
,,,,,,,99,2025-11-16T23:46:00.000Z,5688,
,,,,,,,107,2025-11-16T23:47:00.000Z,5748,
,,,,,,,114,2025-11-16T23:48:00.000Z,5808,
,,,,,,,,2025-11-16T23:49:00.000Z,5868,1
,,,,,,,113,2025-11-16T23:50:00.000Z,5928,
,,,,,,,118,2025-11-16T23:52:00.000Z,6048,
,,,,,,,116,2025-11-16T23:54:00.000Z,6168,
,,,,,,,121,2025-11-16T23:55:00.000Z,6228,
,,,,,,,120,2025-11-16T23:56:00.000Z,6288,
,,,,,,,117,2025-11-16T23:57:00.000Z,6348,
,,,,,,,114,2025-11-16T23:58:00.000Z,6408,
645,2.0656540662612128e-38,,70,2.1417445728740504e-41,,,,2025-11-16T23:59:00.000Z,6468,
647,2.0740618570471617e-38,,70,2.1554772978244336e-41,,,,2025-11-17T00:00:00.000Z,6528,
,,,,,,,112,2025-11-17T00:02:00.000Z,6648,
,,,,,,,111,2025-11-17T00:03:00.000Z,6708,
,,,,,,,118,2025-11-17T00:04:00.000Z,6768,
,,,,,,,113,2025-11-17T00:05:00.000Z,6828,
,,,,,,,110,2025-11-17T00:06:00.000Z,6888,
,,,,,,,103,2025-11-17T00:07:00.000Z,6948,
,,,,,,,107,2025-11-17T00:08:00.000Z,7008,
665,2.1406235341025906e-38,,38,2.2287652075086216e-41,,,,2025-11-17T00:08:00.000Z,7008,
,,,,,,,92,2025-11-17T00:09:00.000Z,7068,
,,,,,,,89,2025-11-17T00:10:00.000Z,7128,
,,,104,,,,,2025-11-17T00:10:00.000Z,,
,,,,,,,85,2025-11-17T00:11:00.000Z,7188,
,,,8,,,,,2025-11-17T00:11:00.000Z,,
,,,,,,,83,2025-11-17T00:12:00.000Z,7248,
,,,,,,,84,2025-11-17T00:13:00.000Z,7308,
,,,72,,,,,2025-11-17T00:13:00.000Z,,
,,,,,,,83,2025-11-17T00:14:00.000Z,7368,
,,,,,,,82,2025-11-17T00:15:00.000Z,7428,
,,,,,,,81,2025-11-17T00:16:00.000Z,7488,
,,,8,,,,,2025-11-17T00:16:00.000Z,,
,,,,,,,83,2025-11-17T00:17:00.000Z,7548,
,,,,,,,82,2025-11-17T00:18:00.000Z,7608,
,,,,,,,81,2025-11-17T00:19:00.000Z,7668,
,,,,,,,85,2025-11-17T00:20:00.000Z,7728,
,,,,,,,83,2025-11-17T00:22:00.000Z,7848,
,,,,,,,81,2025-11-17T00:23:00.000Z,7908,
,,,,,,,82,2025-11-17T00:25:00.000Z,8028,
,,,,,,,81,2025-11-17T00:26:00.000Z,8088,
,,,,,,,82,2025-11-17T00:27:00.000Z,8148,
,,,,,,,85,2025-11-17T00:28:00.000Z,8208,
,,,,,,,89,2025-11-17T00:29:00.000Z,8268,
,,,,,,,85,2025-11-17T00:30:00.000Z,8328,
,,,,,,,83,2025-11-17T00:31:00.000Z,8388,
,,,,,,,82,2025-11-17T00:32:00.000Z,8448,
,,,104,,,,,2025-11-17T00:32:00.000Z,,
,,,,,,,81,2025-11-17T00:33:00.000Z,8508,
,,,,,,,83,2025-11-17T00:35:00.000Z,8628,
,,,8,,,,,2025-11-17T00:35:00.000Z,,
,,,,,,,84,2025-11-17T00:36:00.000Z,8688,
,,,,,,,83,2025-11-17T00:37:00.000Z,8748,
,,,,,,,82,2025-11-17T00:38:00.000Z,8808,
,,,,,,,81,2025-11-17T00:39:00.000Z,8868,
,,,,,,,82,2025-11-17T00:41:00.000Z,8988,
,,,,,,,83,2025-11-17T00:44:00.000Z,9168,
,,,,,,,84,2025-11-17T00:45:00.000Z,9228,
,,,,,,,86,2025-11-17T00:46:00.000Z,9288,
,,,,,,,85,2025-11-17T00:47:00.000Z,9348,
,,,104,,,,,2025-11-17T00:47:00.000Z,,
,,,,,,,86,2025-11-17T00:48:00.000Z,9408,
,,,8,,,,,2025-11-17T00:48:00.000Z,,
,,,,,,,82,2025-11-17T00:49:00.000Z,9468,
,,,,,,,84,2025-11-17T00:51:00.000Z,9588,
,,,,,,,83,2025-11-17T00:52:00.000Z,9648,
,,,104,,,,,2025-11-17T00:52:00.000Z,,
,,,,,,,82,2025-11-17T00:53:00.000Z,9708,
,,,8,,,,,2025-11-17T00:53:00.000Z,,
,,,,,,,84,2025-11-17T00:54:00.000Z,9768,
,,,,,,,87,2025-11-17T00:55:00.000Z,9828,
,,,168,,,,,2025-11-17T00:55:00.000Z,,
,,,,,,,82,2025-11-17T00:56:00.000Z,9888,
,,,8,,,,,2025-11-17T00:56:00.000Z,,
,,,,,,,83,2025-11-17T00:58:00.000Z,10008,
,,,,,,,84,2025-11-17T00:59:00.000Z,10068,
,,,104,,,,,2025-11-17T00:59:00.000Z,,
,,,,,,,82,2025-11-17T01:00:00.000Z,10128,
,,,,,,,84,2025-11-17T01:01:00.000Z,10188,
,,,,,,,90,2025-11-17T01:02:00.000Z,10248,
,,,,,,,88,2025-11-17T01:03:00.000Z,10308,
,,,,,,,83,2025-11-17T01:04:00.000Z,10368,
,,,,,,,82,2025-11-17T01:05:00.000Z,10428,
,,,,,,,83,2025-11-17T01:07:00.000Z,10548,
,,,,,,,85,2025-11-17T01:08:00.000Z,10608,
,,,,,,,83,2025-11-17T01:10:00.000Z,10728,
,,,,,,,84,2025-11-17T01:12:00.000Z,10848,
,,,,,,,85,2025-11-17T01:14:00.000Z,10968,
,,,,,,,87,2025-11-17T01:15:00.000Z,11028,
,,,,,,,85,2025-11-17T01:16:00.000Z,11088,
,,,,,,,84,2025-11-17T01:18:00.000Z,11208,
,,,,,,,85,2025-11-17T01:19:00.000Z,11268,
,,,,,,,88,2025-11-17T01:20:00.000Z,11328,
,,,,,,,87,2025-11-17T01:21:00.000Z,11388,
,,,136,,,,,2025-11-17T01:21:00.000Z,,
,,,,,,,85,2025-11-17T01:22:00.000Z,11448,
,,,8,,,,,2025-11-17T01:22:00.000Z,,
,,,,,,,88,2025-11-17T01:24:00.000Z,11568,
,,,72,,,,,2025-11-17T01:24:00.000Z,,
,,,,,,,87,2025-11-17T01:25:00.000Z,11628,
,,,8,,,,,2025-11-17T01:25:00.000Z,,
,,,,,,,89,2025-11-17T01:26:00.000Z,11688,
,,,,,,,88,2025-11-17T01:27:00.000Z,11748,
,,,,,,,92,2025-11-17T01:28:00.000Z,11808,
,,,,,,,84,2025-11-17T01:29:00.000Z,11868,
,,,,,,,86,2025-11-17T01:30:00.000Z,11928,
,,,,,,,87,2025-11-17T01:31:00.000Z,11988,
,,,,,,,84,2025-11-17T01:32:00.000Z,12048,
,,,,,,,83,2025-11-17T01:33:00.000Z,12108,
,,,,,,,85,2025-11-17T01:34:00.000Z,12168,
,,,,,,,86,2025-11-17T01:35:00.000Z,12228,
,,,,,,,83,2025-11-17T01:36:00.000Z,12288,
,,,,,,,89,2025-11-17T01:37:00.000Z,12348,
,,,,,,,82,2025-11-17T01:38:00.000Z,12408,
,,,,,,,86,2025-11-17T01:39:00.000Z,12468,
,,,104,,,,,2025-11-17T01:40:00.000Z,,
,,,,,,,85,2025-11-17T01:41:00.000Z,12588,
,,,,,,,86,2025-11-17T01:42:00.000Z,12648,
,,,,,,,87,2025-11-17T01:44:00.000Z,12768,
,,,8,,,,,2025-11-17T01:46:00.000Z,,
,,,,,,,88,2025-11-17T01:47:00.000Z,12948,
,,,40,,,,,2025-11-17T01:47:00.000Z,,
,,,,,,,86,2025-11-17T01:48:00.000Z,13008,
,,,,,,,85,2025-11-17T01:49:00.000Z,13068,
,,,8,,,,,2025-11-17T01:49:00.000Z,,
,,,,,,,87,2025-11-17T01:50:00.000Z,13128,
,,,,,,,86,2025-11-17T01:51:00.000Z,13188,
,,,,,,,99,2025-11-17T01:52:00.000Z,13248,
,,,,,,,94,2025-11-17T01:53:00.000Z,13308,
,,,168,,,,,2025-11-17T01:53:00.000Z,,
,,,,,,,95,2025-11-17T01:54:00.000Z,13368,
,,,,,,,103,2025-11-17T01:55:00.000Z,13428,
,,,,,,,104,2025-11-17T01:56:00.000Z,13488,
,,,,,,,107,2025-11-17T01:57:00.000Z,13548,
673,2.1658469064604373e-38,,38,2.2506254635520887e-41,,,,2025-11-17T01:57:00.000Z,13548,
,,,,,,,104,2025-11-17T01:58:00.000Z,13608,
,,,,,,,105,2025-11-17T02:00:00.000Z,13728,
157,6.579096290005016e-39,,224,0,,,,2025-11-17T02:00:00.000Z,13728,
,,,,,,,107,2025-11-17T02:01:00.000Z,13788,
,,,,,,,132,2025-11-17T02:02:00.000Z,13848,
166,6.747252105723994e-39,,224,0,,,,2025-11-17T02:02:00.000Z,13848,
,,,,,,,131,2025-11-17T02:03:00.000Z,13908,
,,,,,,,115,2025-11-17T02:04:00.000Z,13968,
,,,,,,,122,2025-11-17T02:05:00.000Z,14028,
,,,,,,,120,2025-11-17T02:06:00.000Z,14088,
691,2.199478069604233e-38,,38,2.267581174970419e-41,,,,2025-11-17T02:06:00.000Z,14088,
,,,,,,,121,2025-11-17T02:07:00.000Z,14148,
170,6.810310536618611e-39,,128,0,,,,2025-11-17T02:07:00.000Z,14148,
,,,,,,,94,2025-11-17T02:08:00.000Z,14208,
,,,,,,,95,2025-11-17T02:09:00.000Z,14268,
693,2.2078858603901818e-38,,102,2.2790718223778825e-41,,,,2025-11-17T02:09:00.000Z,14268,
,,,,,,,87,2025-11-17T02:10:00.000Z,14328,
,,,72,,,,,2025-11-17T02:10:00.000Z,,
,,,,,,,90,2025-11-17T02:11:00.000Z,14388,
,,,8,,,,,2025-11-17T02:11:00.000Z,,
,,,,,,,93,2025-11-17T02:12:00.000Z,14448,
,,,40,,,,,2025-11-17T02:12:00.000Z,,
,,,,,,,91,2025-11-17T02:13:00.000Z,14508,
,,,8,,,,,2025-11-17T02:13:00.000Z,,
,,,,,,,92,2025-11-17T02:14:00.000Z,14568,
,,,,,,,105,2025-11-17T02:15:00.000Z,14628,
695,2.218395598872618e-38,,70,2.2933650667139956e-41,,,,2025-11-17T02:15:00.000Z,14628,
,,,,,,,109,2025-11-17T02:16:00.000Z,14688,
698,2.2261027404264044e-38,,38,2.2971485725676726e-41,,,,2025-11-17T02:16:00.000Z,14688,
,,,,,,,94,2025-11-17T02:17:00.000Z,14748,
,,,8,,,,,2025-11-17T02:17:00.000Z,,
,,,,,,,93,2025-11-17T02:18:00.000Z,14808,
,,,,,,,96,2025-11-17T02:19:00.000Z,14868,
,,,72,,,,,2025-11-17T02:19:00.000Z,,
,,,,,,,93,2025-11-17T02:20:00.000Z,14928,
,,,,,,,94,2025-11-17T02:21:00.000Z,14988,
,,,8,,,,,2025-11-17T02:21:00.000Z,,
,,,,,,,96,2025-11-17T02:22:00.000Z,15048,
,,,,,,,94,2025-11-17T02:24:00.000Z,15168,
,,,,,,,96,2025-11-17T02:25:00.000Z,15228,
,,,,,,,98,2025-11-17T02:27:00.000Z,15348,
,,,104,,,,,2025-11-17T02:27:00.000Z,,
,,,,,,,101,2025-11-17T02:28:00.000Z,15408,
,,,,,,,102,2025-11-17T02:29:00.000Z,15468,
174,7.062544260197078e-39,,64,0,,,,2025-11-17T02:30:00.000Z,15528,
,,,,,,,99,2025-11-17T02:31:00.000Z,15588,
,,,104,,,,,2025-11-17T02:31:00.000Z,,
,,,,,,,103,2025-11-17T02:32:00.000Z,15648,
,,,,,,,109,2025-11-17T02:33:00.000Z,15708,
,,,,,,,102,2025-11-17T02:34:00.000Z,15768,
,,,,,,,101,2025-11-17T02:35:00.000Z,15828,
,,,,,,,103,2025-11-17T02:36:00.000Z,15888,
183,7.461914322529651e-39,,128,0,,,,2025-11-17T02:36:00.000Z,15888,
,,,,,,,111,2025-11-17T02:37:00.000Z,15948,
700,2.2303066358193789e-38,,102,2.302753766424972e-41,,,,2025-11-17T02:37:00.000Z,15948,
,,,,,,,116,2025-11-17T02:38:00.000Z,16008,
186,7.54599223038914e-39,,0,0,,,,2025-11-17T02:38:00.000Z,16008,
,,,,,,,106,2025-11-17T02:39:00.000Z,16068,
,,,,,,,103,2025-11-17T02:40:00.000Z,16128,
,,,,,,,107,2025-11-17T02:41:00.000Z,16188,
,,,,,,,105,2025-11-17T02:42:00.000Z,16248,
,,,,,,,102,2025-11-17T02:43:00.000Z,16308,
,,,,,,,103,2025-11-17T02:44:00.000Z,16368,
197,8.050459677546074e-39,,96,0,,,,2025-11-17T02:44:00.000Z,16368,
,,,,,,,99,2025-11-17T02:45:00.000Z,16428,
,,,,,,,97,2025-11-17T02:48:00.000Z,16608,
,,,72,,,,,2025-11-17T02:48:00.000Z,,
,,,8,,,,,2025-11-17T02:49:00.000Z,,
,,,,,,,98,2025-11-17T02:50:00.000Z,16728,
,,,,,,,99,2025-11-17T02:51:00.000Z,16788,
,,,40,,,,,2025-11-17T02:51:00.000Z,,
,,,,,,,101,2025-11-17T02:52:00.000Z,16848,
,,,,,,,102,2025-11-17T02:53:00.000Z,16908,
,,,,,,,101,2025-11-17T02:54:00.000Z,16968,
200,8.19759601630018e-39,,96,0,,,,2025-11-17T02:54:00.000Z,16968,
,,,,,,,100,2025-11-17T02:55:00.000Z,17028,
,,,104,,,,,2025-11-17T02:55:00.000Z,,
,,,,,,,101,2025-11-17T02:56:00.000Z,17088,
200,8.218615493265052e-39,,96,0,,,,2025-11-17T02:56:00.000Z,17088,
,,,,,,,103,2025-11-17T02:57:00.000Z,17148,
,,,,,,,118,2025-11-17T02:58:00.000Z,17208,
706,2.2471222173912767e-38,,38,2.308078700589406e-41,,,,2025-11-17T02:58:00.000Z,17208,
,,,,,,,107,2025-11-17T02:59:00.000Z,17268,
,,,,,,,101,2025-11-17T03:00:00.000Z,17328,
203,8.365751832019158e-39,,96,0,,,,2025-11-17T03:00:00.000Z,17328,
,,,,,,,100,2025-11-17T03:01:00.000Z,17388,
,,,,,,,98,2025-11-17T03:03:00.000Z,17508,
,,,,,,,103,2025-11-17T03:05:00.000Z,17628,
,,,,,,,100,2025-11-17T03:06:00.000Z,17688,
,,,104,,,,,2025-11-17T03:06:00.000Z,,
,,,,,,,96,2025-11-17T03:07:00.000Z,17748,
,,,,,,,112,2025-11-17T03:08:00.000Z,17808,
,,,,,,,121,2025-11-17T03:09:00.000Z,17868,
,,,,,,,123,2025-11-17T03:10:00.000Z,17928,
718,2.2765494851420978e-38,,38,2.3261554507791963e-41,,,,2025-11-17T03:10:00.000Z,17928,
,,,,,,,111,2025-11-17T03:11:00.000Z,17988,
205,8.449829739878647e-39,,128,0,,,,2025-11-17T03:11:00.000Z,17988,
,,,,,,,125,2025-11-17T03:13:00.000Z,18108,
,,,,,,,126,2025-11-17T03:14:00.000Z,18168,
,,,,,,,119,2025-11-17T03:15:00.000Z,18228,
732,2.3101806482858934e-38,,70,2.3759015462627273e-41,,,,2025-11-17T03:15:00.000Z,18228,
,,,,,,,116,2025-11-17T03:16:00.000Z,18288,
,,,,,,,121,2025-11-17T03:17:00.000Z,18348,
746,2.343811811429689e-38,,70,2.423545694049771e-41,,,,2025-11-17T03:19:00.000Z,18468,
,,,,,,,108,2025-11-17T03:20:00.000Z,18528,
207,8.533907647738136e-39,,96,0,,,,2025-11-17T03:20:00.000Z,18528,
,,,,,,,101,2025-11-17T03:21:00.000Z,18588,
,,,,,,,107,2025-11-17T03:22:00.000Z,18648,
,,,,,,,109,2025-11-17T03:23:00.000Z,18708,
,,,,,,,104,2025-11-17T03:24:00.000Z,18768,
752,2.4038972475023943e-38,,70,2.443023742703886e-41,,,,2025-11-17T03:24:00.000Z,18768,
207,8.533907647738136e-39,"generic",,0,0,1344,,2025-11-17T03:24:00.000Z,,
752,2.4038972475023943e-38,"walking",,2.443023742703886e-41,2.000865031763155e-42,1344,,2025-11-17T03:24:00.000Z,,
1,8.407790785948902e-41,"running",,1.5974802493302915e-43,1.9625184992869064e-44,1344,,2025-11-17T03:24:00.000Z,,
,,,,,,,,2025-11-17T03:24:00.000Z,,
