body_battery,field_four,field_two,stress_level_time,stress_level_value
20,1,192,2025-11-16T20:31:00.000Z,73
20,1,208,2025-11-16T20:32:00.000Z,61
20,1,193,2025-11-16T20:33:00.000Z,72
20,1,192,2025-11-16T20:34:00.000Z,73
20,1,192,2025-11-16T20:35:00.000Z,73
20,1,198,2025-11-16T20:36:00.000Z,69
20,1,215,2025-11-16T20:37:00.000Z,56
20,1,191,2025-11-16T20:38:00.000Z,74
20,1,206,2025-11-16T20:39:00.000Z,63
20,1,198,2025-11-16T20:40:00.000Z,69
20,1,215,2025-11-16T20:41:00.000Z,56
20,1,205,2025-11-16T20:42:00.000Z,63
20,1,201,2025-11-16T20:43:00.000Z,66
20,1,202,2025-11-16T20:44:00.000Z,66
20,1,218,2025-11-16T20:45:00.000Z,54
19,1,102,2025-11-16T20:46:00.000Z,65534
19,1,102,2025-11-16T20:47:00.000Z,65534
19,1,102,2025-11-16T20:48:00.000Z,65534
19,1,101,2025-11-16T20:49:00.000Z,
19,1,102,2025-11-16T20:50:00.000Z,65534
19,1,102,2025-11-16T20:51:00.000Z,65534
19,1,212,2025-11-16T20:52:00.000Z,58
19,1,196,2025-11-16T20:53:00.000Z,70
19,1,231,2025-11-16T20:54:00.000Z,44
19,1,218,2025-11-16T20:55:00.000Z,54
19,1,225,2025-11-16T20:56:00.000Z,48
19,1,242,2025-11-16T20:57:00.000Z,36
19,1,201,2025-11-16T20:58:00.000Z,66
19,1,239,2025-11-16T20:59:00.000Z,38
19,1,202,2025-11-16T21:00:00.000Z,66
19,1,187,2025-11-16T21:01:00.000Z,77
19,1,205,2025-11-16T21:02:00.000Z,63
19,1,189,2025-11-16T21:03:00.000Z,75
19,1,193,2025-11-16T21:04:00.000Z,72
19,1,202,2025-11-16T21:05:00.000Z,66
19,1,201,2025-11-16T21:06:00.000Z,66
19,1,208,2025-11-16T21:07:00.000Z,61
19,1,196,2025-11-16T21:08:00.000Z,70
18,1,197,2025-11-16T21:09:00.000Z,69
18,1,201,2025-11-16T21:10:00.000Z,66
18,1,200,2025-11-16T21:11:00.000Z,67
18,1,236,2025-11-16T21:12:00.000Z,40
18,1,209,2025-11-16T21:13:00.000Z,60
18,1,223,2025-11-16T21:14:00.000Z,50
18,1,210,2025-11-16T21:15:00.000Z,60
18,1,214,2025-11-16T21:16:00.000Z,57
18,1,226,2025-11-16T21:17:00.000Z,48
18,1,224,2025-11-16T21:18:00.000Z,49
18,1,200,2025-11-16T21:19:00.000Z,67
17,1,228,2025-11-16T21:20:00.000Z,46
17,1,200,2025-11-16T21:21:00.000Z,67
17,1,197,2025-11-16T21:22:00.000Z,69
