active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16,vigorous_activity_inutes
9,3.5733110840282835e-40,"generic",,0,0,690,,,2025-11-16T16:30:00.000Z,,
168,6.951841681515417e-39,"walking",,5.5421354264046515e-42,4.5390999986255906e-43,690,,,2025-11-16T16:30:00.000Z,,
,,,,,,,,,2025-11-16T16:30:00.000Z,,
,,,,,,,94,,2025-11-16T16:31:00.000Z,45124,
168,7.035919589374907e-39,,38,5.561753604905199e-42,,,,,2025-11-16T16:31:00.000Z,45124,
,,,,,,,81,,2025-11-16T16:32:00.000Z,45184,
,,,104,,,,,,2025-11-16T16:32:00.000Z,,
,,,,,,,85,,2025-11-16T16:33:00.000Z,45244,
,,,,,,,97,,2025-11-16T16:34:00.000Z,45304,
,,,,,,,90,,2025-11-16T16:39:00.000Z,45604,
,,,,,,,96,,2025-11-16T16:40:00.000Z,45664,
,,,,,,,94,,2025-11-16T16:41:00.000Z,45724,
,,,,,,,98,,2025-11-16T16:42:00.000Z,45784,
,,,,,,,101,,2025-11-16T16:43:00.000Z,45844,
193,8.128932391548264e-39,,38,7.054136469411129e-42,,,,,2025-11-16T16:45:00.000Z,45964,
,,,,,,,96,,2025-11-16T16:46:00.000Z,46024,
,,,,,,,94,,2025-11-16T16:47:00.000Z,46084,
196,8.297088207267242e-39,,38,7.101780617198173e-42,,,,,2025-11-16T16:47:00.000Z,46084,
,,,,,,,91,,2025-11-16T16:48:00.000Z,46144,
,,,136,,,,,,2025-11-16T16:48:00.000Z,,
,,,,,,,93,,2025-11-16T16:49:00.000Z,46204,
,,,,,,,95,,2025-11-16T16:50:00.000Z,46264,
198,8.46524402298622e-39,,70,7.143819571127917e-42,,,,,2025-11-16T16:50:00.000Z,46264,
,,,,,,,96,,2025-11-16T16:51:00.000Z,46324,
,,,,,,,90,,2025-11-16T16:52:00.000Z,46384,
,,,,,,,92,,2025-11-16T16:53:00.000Z,46444,
,,,,,,,90,,2025-11-16T16:54:00.000Z,46504,
,,,,,,,88,,2025-11-16T16:55:00.000Z,46564,
,,,104,,,,,,2025-11-16T16:55:00.000Z,,
,,,,,,,89,,2025-11-16T16:56:00.000Z,46624,
200,8.549321930845709e-39,,38,7.16203645116414e-42,,,,,2025-11-16T16:56:00.000Z,46624,
,,,,,,,96,,2025-11-16T16:57:00.000Z,46684,
,,,,,,,88,,2025-11-16T16:58:00.000Z,46744,
,,,,,,,87,,2025-11-16T16:59:00.000Z,46804,
,,,104,,,,,,2025-11-16T16:59:00.000Z,,
,,,,,,,91,,2025-11-16T17:00:00.000Z,46864,
201,8.633399838705198e-39,,38,7.216687091272808e-42,,,,,2025-11-16T17:00:00.000Z,46864,
,,,,,,,105,,2025-11-16T17:01:00.000Z,46924,
,,,,,,,99,,2025-11-16T17:02:00.000Z,46984,
,,,,,,,114,,2025-11-16T17:03:00.000Z,47044,
208,8.885633562283665e-39,,70,7.533380544210217e-42,,,,,2025-11-16T17:03:00.000Z,47044,
,,,,,,,112,,2025-11-16T17:04:00.000Z,47104,
,,,,,,,106,,2025-11-16T17:05:00.000Z,47164,
215,9.053789378002643e-39,,70,7.69452986760757e-42,,,,,2025-11-16T17:05:00.000Z,47164,
,,,,,,,94,,2025-11-16T17:06:00.000Z,47224,
,,,,,,,89,,2025-11-16T17:07:00.000Z,47284,
,,,,,,,91,,2025-11-16T17:08:00.000Z,47344,
,,,,,,,89,,2025-11-16T17:09:00.000Z,47404,
,,,,,,,93,,2025-11-16T17:10:00.000Z,47464,
,,,168,,,,,,2025-11-16T17:10:00.000Z,,
,,,,,,,92,,2025-11-16T17:11:00.000Z,47524,
1,8.407790785948902e-41,,161,1.5974802493302915e-43,,,,,2025-11-16T17:11:00.000Z,47524,
,,,,,,,108,,2025-11-16T17:12:00.000Z,47584,
,,,,,,,112,,2025-11-16T17:13:00.000Z,47644,
,,,,,,,,,2025-11-16T17:13:00.000Z,47644,1
,,,,,,,111,,2025-11-16T17:14:00.000Z,47704,
,,,,,,,112,,2025-11-16T17:15:00.000Z,47764,
235,9.390101009440599e-39,,102,8.344732355054286e-42,,,,,2025-11-16T17:15:00.000Z,47764,
,,,,,,,110,,2025-11-16T17:16:00.000Z,47824,
,,,,,,,104,,2025-11-16T17:17:00.000Z,47884,
15,5.254869241218064e-40,,160,0,,,,,2025-11-16T17:17:00.000Z,47884,
,,,,,,,99,,2025-11-16T17:18:00.000Z,47944,
237,9.474178917300088e-39,,38,8.360146638161859e-42,,,,,2025-11-16T17:18:00.000Z,47944,
,,,,,,,111,,2025-11-16T17:19:00.000Z,48004,
,,,,,,,110,,2025-11-16T17:20:00.000Z,48064,
,,,,,,,108,,2025-11-16T17:21:00.000Z,48124,
,,,,,,,107,,2025-11-16T17:22:00.000Z,48184,
,,,,,,,104,,2025-11-16T17:23:00.000Z,48244,
,,,,,,,106,,2025-11-16T17:24:00.000Z,48304,
,,,,,,,108,,2025-11-16T17:25:00.000Z,48364,
,,,,,,,110,,2025-11-16T17:26:00.000Z,48424,
,,,,,,,111,,2025-11-16T17:27:00.000Z,48484,
,,,,,,,109,,2025-11-16T17:28:00.000Z,48544,
,,,,,,,110,,2025-11-16T17:29:00.000Z,48604,
,,,,,,,108,,2025-11-16T17:30:00.000Z,48664,
45,1.5344218184356747e-39,,128,0,,,,,2025-11-16T17:30:00.000Z,48664,
,,,,,,,103,,2025-11-16T17:31:00.000Z,48724,
,,,,,,,108,,2025-11-16T17:32:00.000Z,48784,
,,,,,,,113,,2025-11-16T17:33:00.000Z,48844,
,,,,,,,110,,2025-11-16T17:34:00.000Z,48904,
,,,,,,,108,,2025-11-16T17:35:00.000Z,48964,
56,1.9548113577331198e-39,,128,0,,,,,2025-11-16T17:35:00.000Z,48964,
,,,,,,,110,,2025-11-16T17:36:00.000Z,49024,
,,,,,,,126,,2025-11-16T17:37:00.000Z,49084,
,,,,,,,137,,2025-11-16T17:38:00.000Z,49144,
,,,,,,,133,,2025-11-16T17:39:00.000Z,49204,
,,,,,,,137,,2025-11-16T17:40:00.000Z,49264,
,,,,,,,,4,2025-11-16T17:40:00.000Z,49264,
,,,,,,,144,,2025-11-16T17:41:00.000Z,49324,
,,,,,,,137,,2025-11-16T17:42:00.000Z,49384,
,,,,,,,132,,2025-11-16T17:43:00.000Z,49444,
,,,,,,,130,,2025-11-16T17:44:00.000Z,49504,
274,1.023088008803549e-38,,70,9.34666075704653e-42,,,,,2025-11-16T17:44:00.000Z,49504,
61,2.038889265592609e-39,,192,0,,,,,2025-11-16T17:45:00.000Z,49564,
,,,,,,,131,,2025-11-16T17:46:00.000Z,49624,
,,,,,,,135,,2025-11-16T17:47:00.000Z,49684,
,,,,,,,130,,2025-11-16T17:48:00.000Z,49744,
288,1.0483113811613957e-38,,70,9.587684092910398e-42,,,,,2025-11-16T17:48:00.000Z,49744,
,,,,,,,118,,2025-11-16T17:49:00.000Z,49804,
,,,,,,,117,,2025-11-16T17:50:00.000Z,49864,
,,,,,,,,8,2025-11-16T17:50:00.000Z,49864,
,,,,,,,116,,2025-11-16T17:51:00.000Z,49924,
69,2.291122989171076e-39,,128,0,,,,,2025-11-16T17:51:00.000Z,49924,
,,,,,,,118,,2025-11-16T17:52:00.000Z,49984,
291,1.0567191719473446e-38,,70,9.605900972946621e-42,,,,,2025-11-16T17:52:00.000Z,49984,
,,,,,,,121,,2025-11-16T17:53:00.000Z,50044,
72,2.375200897030565e-39,,128,0,,,,,2025-11-16T17:53:00.000Z,50044,
,,,,,,,116,,2025-11-16T17:54:00.000Z,50104,
293,1.0651269627332935e-38,,134,9.621315256054194e-42,,,,,2025-11-16T17:54:00.000Z,50104,
,,,,,,,114,,2025-11-16T17:55:00.000Z,50164,
,,,,,,,117,,2025-11-16T17:56:00.000Z,50224,
,,,,,,,114,,2025-11-16T17:57:00.000Z,50284,
,,,,,,,115,,2025-11-16T17:58:00.000Z,50344,
,,,,,,,112,,2025-11-16T17:59:00.000Z,50404,
,,,,,,,110,,2025-11-16T18:00:00.000Z,50464,
83,2.879668344187499e-39,,128,0,,,,,2025-11-16T18:00:00.000Z,50464,
,,,,,,,111,,2025-11-16T18:01:00.000Z,50524,
,,,,,,,107,,2025-11-16T18:02:00.000Z,50584,
,,,,,,,105,,2025-11-16T18:03:00.000Z,50644,
86,3.131902067765966e-39,,96,0,,,,,2025-11-16T18:03:00.000Z,50644,
,,,,,,,108,,2025-11-16T18:04:00.000Z,50704,
87,3.215979975625455e-39,,128,0,,,,,2025-11-16T18:04:00.000Z,50704,
,,,,,,,120,,2025-11-16T18:05:00.000Z,50764,
,,,,,,,127,,2025-11-16T18:06:00.000Z,50824,
,,,,,,,130,,2025-11-16T18:07:00.000Z,50884,
,,,,,,,118,,2025-11-16T18:08:00.000Z,50944,
,,,,,,,115,,2025-11-16T18:09:00.000Z,51004,
,,,,,,,116,,2025-11-16T18:10:00.000Z,51064,
,,,,,,,119,,2025-11-16T18:11:00.000Z,51124,
312,1.1239814982349358e-38,,70,1.0107565823174906e-41,,,,,2025-11-16T18:11:00.000Z,51124,
,,,,,,,112,,2025-11-16T18:12:00.000Z,51184,
89,3.300057883484944e-39,,160,0,,,,,2025-11-16T18:12:00.000Z,51184,
,,,,,,,103,,2025-11-16T18:13:00.000Z,51244,
,,,72,,,,,,2025-11-16T18:13:00.000Z,,
,,,,,,,98,,2025-11-16T18:14:00.000Z,51304,
,,,8,,,,,,2025-11-16T18:14:00.000Z,,
,,,,,,,99,,2025-11-16T18:15:00.000Z,51364,
,,,136,,,,,,2025-11-16T18:15:00.000Z,,
,,,,,,,101,,2025-11-16T18:16:00.000Z,51424,
,,,,,,,97,,2025-11-16T18:17:00.000Z,51484,
,,,,,,,96,,2025-11-16T18:18:00.000Z,51544,
,,,8,,,,,,2025-11-16T18:18:00.000Z,,
,,,,,,,95,,2025-11-16T18:19:00.000Z,51604,
,,,104,,,,,,2025-11-16T18:20:00.000Z,,
,,,,,,,96,,2025-11-16T18:21:00.000Z,51724,
,,,8,,,,,,2025-11-16T18:21:00.000Z,,
,,,,,,,97,,2025-11-16T18:24:00.000Z,51904,
,,,,,,,100,,2025-11-16T18:26:00.000Z,52024,
,,,,,,,95,,2025-11-16T18:27:00.000Z,52084,
,,,104,,,,,,2025-11-16T18:27:00.000Z,,
,,,,,,,93,,2025-11-16T18:28:00.000Z,52144,
,,,,,,,95,,2025-11-16T18:29:00.000Z,52204,
,,,8,,,,,,2025-11-16T18:29:00.000Z,,
,,,,,,,94,,2025-11-16T18:31:00.000Z,52324,
,,,,,,,93,,2025-11-16T18:32:00.000Z,52384,
,,,,,,,94,,2025-11-16T18:33:00.000Z,52444,
,,,,,,,99,,2025-11-16T18:34:00.000Z,52504,
,,,,,,,94,,2025-11-16T18:35:00.000Z,52564,
,,,,,,,96,,2025-11-16T18:36:00.000Z,52624,
,,,72,,,,,,2025-11-16T18:36:00.000Z,,
,,,,,,,99,,2025-11-16T18:37:00.000Z,52684,
,,,,,,,118,,2025-11-16T18:38:00.000Z,52744,
,,,,,,,121,,2025-11-16T18:39:00.000Z,52804,
,,,,,,,120,,2025-11-16T18:40:00.000Z,52864,
,,,,,,,130,,2025-11-16T18:41:00.000Z,52924,
,,,,,,,135,,2025-11-16T18:42:00.000Z,52984,
,,,,,,,128,,2025-11-16T18:43:00.000Z,53044,
,,,,,,,126,,2025-11-16T18:44:00.000Z,53104,
,,,,,,,121,,2025-11-16T18:45:00.000Z,53164,
347,1.199651615308476e-38,,70,1.1007199437271438e-41,,,,,2025-11-16T18:45:00.000Z,53164,
,,,,,,,109,,2025-11-16T18:46:00.000Z,53224,
,,,,,,,108,,2025-11-16T18:47:00.000Z,53284,
,,,,,,,109,,2025-11-16T18:48:00.000Z,53344,
,,,,,,,106,,2025-11-16T18:49:00.000Z,53404,
97,3.6363695149229e-39,,160,0,,,,,2025-11-16T18:49:00.000Z,53404,
,,,,,,,123,,2025-11-16T18:50:00.000Z,53464,
351,1.2080594060944248e-38,,6,1.1025416317307661e-41,,,,,2025-11-16T18:50:00.000Z,53464,
,,,,,,,128,,2025-11-16T18:51:00.000Z,53524,
356,1.2164671968803737e-38,,70,1.1108092926702825e-41,,,,,2025-11-16T18:51:00.000Z,53524,
,,,,,,,122,,2025-11-16T18:52:00.000Z,53584,
,,,,,,,106,,2025-11-16T18:53:00.000Z,53644,
99,3.8045253306418783e-39,,96,0,,,,,2025-11-16T18:53:00.000Z,53644,
,,,,,,,101,,2025-11-16T18:54:00.000Z,53704,
100,3.8886032385013674e-39,,0,0,,,,,2025-11-16T18:54:00.000Z,53704,
,,,,,,,98,,2025-11-16T18:55:00.000Z,53764,
,,,8,,,,,,2025-11-16T18:55:00.000Z,,
,,,,,,,100,,2025-11-16T18:56:00.000Z,53824,
,,,,,,,110,,2025-11-16T18:57:00.000Z,53884,
359,1.2332827784522715e-38,,70,1.1183763043776365e-41,,,,,2025-11-16T18:57:00.000Z,53884,
,,,,,,,104,,2025-11-16T18:58:00.000Z,53944,
,,,,,,,103,,2025-11-16T18:59:00.000Z,54004,
103,4.0567590542203454e-39,,96,0,,,,,2025-11-16T18:59:00.000Z,54004,
,,,,,,,102,,2025-11-16T19:00:00.000Z,54064,
361,1.2416905692382204e-38,,6,1.1196374729955288e-41,,,,,2025-11-16T19:00:00.000Z,54064,
,,,,,,,115,,2025-11-16T19:01:00.000Z,54124,
,,,,,,,131,,2025-11-16T19:02:00.000Z,54184,
,,,,,,,140,,2025-11-16T19:03:00.000Z,54244,
,,,,,,,139,,2025-11-16T19:04:00.000Z,54304,
,,,,,,,,3,2025-11-16T19:04:00.000Z,54304,
,,,,,,,142,,2025-11-16T19:05:00.000Z,54364,
,,,,,,,141,,2025-11-16T19:07:00.000Z,54484,
,,,,,,,145,,2025-11-16T19:08:00.000Z,54544,
,,,,,,,140,,2025-11-16T19:09:00.000Z,54604,
,,,,,,,138,,2025-11-16T19:10:00.000Z,54664,
,,,,,,,135,,2025-11-16T19:11:00.000Z,54724,
,,,,,,,139,,2025-11-16T19:12:00.000Z,54784,
,,,,,,,135,,2025-11-16T19:13:00.000Z,54844,
,,,,,,,138,,2025-11-16T19:14:00.000Z,54904,
,,,,,,,136,,2025-11-16T19:15:00.000Z,54964,
435,1.367807431027454e-38,,70,1.3368387349658755e-41,,,,,2025-11-16T19:15:00.000Z,54964,
,,,,,,,127,,2025-11-16T19:16:00.000Z,55024,
,,,,,,,119,,2025-11-16T19:17:00.000Z,55084,
,,,,,,,112,,2025-11-16T19:18:00.000Z,55144,
,,,,,,,,12,2025-11-16T19:18:00.000Z,55144,
,,,,,,,104,,2025-11-16T19:19:00.000Z,55204,
108,4.3930706856583015e-39,,128,0,,,,,2025-11-16T19:19:00.000Z,55204,
,,,,,,,101,,2025-11-16T19:20:00.000Z,55264,
,,,,,,,99,,2025-11-16T19:21:00.000Z,55324,
,,,,,,,100,,2025-11-16T19:22:00.000Z,55384,
,,,,,,,98,,2025-11-16T19:23:00.000Z,55444,
,,,72,,,,,,2025-11-16T19:23:00.000Z,,
,,,,,,,97,,2025-11-16T19:24:00.000Z,55504,
,,,8,,,,,,2025-11-16T19:24:00.000Z,,
,,,,,,,95,,2025-11-16T19:25:00.000Z,55564,
,,,,,,,100,,2025-11-16T19:26:00.000Z,55624,
,,,72,,,,,,2025-11-16T19:26:00.000Z,,
,,,,,,,103,,2025-11-16T19:27:00.000Z,55684,
109,4.4771485935177905e-39,,128,0,,,,,2025-11-16T19:27:00.000Z,55684,
,,,,,,,98,,2025-11-16T19:28:00.000Z,55744,
,,,,,,,100,,2025-11-16T19:29:00.000Z,55804,
,,,104,,,,,,2025-11-16T19:31:00.000Z,,
,,,,,,,97,,2025-11-16T19:32:00.000Z,55984,
,,,8,,,,,,2025-11-16T19:32:00.000Z,,
,,,,,,,101,,2025-11-16T19:33:00.000Z,56044,
,,,,,,,98,,2025-11-16T19:34:00.000Z,56104,
,,,136,,,,,,2025-11-16T19:34:00.000Z,,
,,,,,,,114,,2025-11-16T19:35:00.000Z,56164,
112,4.5612265013772796e-39,,192,0,,,,,2025-11-16T19:35:00.000Z,56164,
,,,,,,,120,,2025-11-16T19:36:00.000Z,56224,
,,,,,,,123,,2025-11-16T19:37:00.000Z,56284,
442,1.3846230125993517e-38,,70,1.3470682137554467e-41,,,,,2025-11-16T19:37:00.000Z,56284,
,,,,,,,120,,2025-11-16T19:38:00.000Z,56344,
,,,,,,,104,,2025-11-16T19:39:00.000Z,56404,
,,,,,,,105,,2025-11-16T19:40:00.000Z,56464,
,,,,,,,107,,2025-11-16T19:41:00.000Z,56524,
,,,,,,,106,,2025-11-16T19:42:00.000Z,56584,
,,,,,,,104,,2025-11-16T19:43:00.000Z,56644,
,,,,,,,107,,2025-11-16T19:44:00.000Z,56704,
,,,,,,,110,,2025-11-16T19:45:00.000Z,56764,
128,5.233849764253192e-39,,128,0,,,,,2025-11-16T19:45:00.000Z,56764,
,,,,,,,109,,2025-11-16T19:46:00.000Z,56824,
