datetime,date,time,hour,day_of_week,temperature_celsius,rain_mm,cloud_cover_percent,wind_speed_kmh
2025-11-30 16:00:00,2025-11-30,16:00:00,16,Sunday,4.4,0.4,100,12.5
2025-11-30 17:00:00,2025-11-30,17:00:00,17,Sunday,4.6,0.3,100,12.1
2025-11-30 18:00:00,2025-11-30,18:00:00,18,Sunday,4.8,0.2,100,12.4
2025-11-30 19:00:00,2025-11-30,19:00:00,19,Sunday,4.7,0.0,100,11.8
2025-11-30 20:00:00,2025-11-30,20:00:00,20,Sunday,4.7,0.0,100,12.3
2025-11-30 21:00:00,2025-11-30,21:00:00,21,Sunday,4.5,0.0,100,11.9
2025-11-30 22:00:00,2025-11-30,22:00:00,22,Sunday,3.7,0.0,100,10.0
2025-11-30 23:00:00,2025-11-30,23:00:00,23,Sunday,3.9,0.0,100,14.8
2025-12-01 00:00:00,2025-12-01,00:00:00,0,Monday,3.8,0.0,100,17.8
2025-12-01 01:00:00,2025-12-01,01:00:00,1,Monday,3.6,0.0,98,17.1
2025-12-01 02:00:00,2025-12-01,02:00:00,2,Monday,2.9,0.0,6,11.4
2025-12-01 03:00:00,2025-12-01,03:00:00,3,Monday,2.5,0.0,27,13.8
2025-12-01 04:00:00,2025-12-01,04:00:00,4,Monday,2.3,0.0,45,14.6
2025-12-01 05:00:00,2025-12-01,05:00:00,5,Monday,2.1,0.0,27,13.4
2025-12-01 06:00:00,2025-12-01,06:00:00,6,Monday,1.9,0.0,23,10.0
2025-12-01 07:00:00,2025-12-01,07:00:00,7,Monday,2.1,0.0,8,11.5
2025-12-01 08:00:00,2025-12-01,08:00:00,8,Monday,2.8,0.0,5,12.6
2025-12-01 09:00:00,2025-12-01,09:00:00,9,Monday,3.7,0.0,9,15.1
2025-12-01 10:00:00,2025-12-01,10:00:00,10,Monday,4.0,0.0,7,14.6
2025-12-01 11:00:00,2025-12-01,11:00:00,11,Monday,4.5,0.0,0,13.8
2025-12-01 12:00:00,2025-12-01,12:00:00,12,Monday,4.9,0.0,23,12.4
2025-12-01 13:00:00,2025-12-01,13:00:00,13,Monday,5.7,0.0,16,11.2
2025-12-01 14:00:00,2025-12-01,14:00:00,14,Monday,5.9,0.0,63,10.2
2025-12-01 15:00:00,2025-12-01,15:00:00,15,Monday,5.5,0.0,52,9.8
2025-12-01 16:00:00,2025-12-01,16:00:00,16,Monday,4.4,0.0,95,7.3
2025-12-01 17:00:00,2025-12-01,17:00:00,17,Monday,2.9,0.0,100,6.4
2025-12-01 18:00:00,2025-12-01,18:00:00,18,Monday,2.2,0.0,100,7.4
2025-12-01 19:00:00,2025-12-01,19:00:00,19,Monday,1.2,0.0,98,4.6
2025-12-01 20:00:00,2025-12-01,20:00:00,20,Monday,0.6,0.0,93,4.2
2025-12-01 21:00:00,2025-12-01,21:00:00,21,Monday,-0.0,0.0,83,4.4
2025-12-01 22:00:00,2025-12-01,22:00:00,22,Monday,-0.5,0.0,91,5.0
2025-12-01 23:00:00,2025-12-01,23:00:00,23,Monday,-1.2,0.0,100,4.8
2025-12-02 00:00:00,2025-12-02,00:00:00,0,Tuesday,-1.2,0.0,100,1.4
2025-12-02 01:00:00,2025-12-02,01:00:00,1,Tuesday,-1.7,0.0,100,3.9
2025-12-02 02:00:00,2025-12-02,02:00:00,2,Tuesday,-1.6,0.0,100,4.1
2025-12-02 03:00:00,2025-12-02,03:00:00,3,Tuesday,-1.5,0.0,100,4.6
2025-12-02 04:00:00,2025-12-02,04:00:00,4,Tuesday,-0.9,0.0,100,6.9
2025-12-02 05:00:00,2025-12-02,05:00:00,5,Tuesday,-0.8,0.0,100,5.6
2025-12-02 06:00:00,2025-12-02,06:00:00,6,Tuesday,-0.5,0.0,100,3.9
2025-12-02 07:00:00,2025-12-02,07:00:00,7,Tuesday,-0.1,0.0,100,5.3
2025-12-02 08:00:00,2025-12-02,08:00:00,8,Tuesday,0.3,0.1,100,6.7
2025-12-02 09:00:00,2025-12-02,09:00:00,9,Tuesday,0.8,0.4,100,7.8
2025-12-02 10:00:00,2025-12-02,10:00:00,10,Tuesday,0.9,1.6,100,8.4
2025-12-02 11:00:00,2025-12-02,11:00:00,11,Tuesday,0.8,2.6,100,13.7
2025-12-02 12:00:00,2025-12-02,12:00:00,12,Tuesday,1.3,2.2,100,15.6
2025-12-02 13:00:00,2025-12-02,13:00:00,13,Tuesday,1.9,2.2,100,17.0
2025-12-02 14:00:00,2025-12-02,14:00:00,14,Tuesday,2.8,2.5,100,15.3
2025-12-02 15:00:00,2025-12-02,15:00:00,15,Tuesday,2.6,3.0,100,15.2
2025-12-02 16:00:00,2025-12-02,16:00:00,16,Tuesday,2.5,1.8,100,17.2
2025-12-02 17:00:00,2025-12-02,17:00:00,17,Tuesday,2.4,0.6,100,16.7
2025-12-02 18:00:00,2025-12-02,18:00:00,18,Tuesday,2.0,0.0,100,15.7
2025-12-02 19:00:00,2025-12-02,19:00:00,19,Tuesday,2.3,0.0,100,14.9
2025-12-02 20:00:00,2025-12-02,20:00:00,20,Tuesday,2.2,0.0,100,16.1
2025-12-02 21:00:00,2025-12-02,21:00:00,21,Tuesday,2.2,0.0,100,16.2
2025-12-02 22:00:00,2025-12-02,22:00:00,22,Tuesday,2.0,0.0,100,14.9
2025-12-02 23:00:00,2025-12-02,23:00:00,23,Tuesday,2.1,0.0,100,14.1
2025-12-03 00:00:00,2025-12-03,00:00:00,0,Wednesday,2.2,0.0,96,15.1
2025-12-03 01:00:00,2025-12-03,01:00:00,1,Wednesday,1.9,0.0,45,17.7
2025-12-03 02:00:00,2025-12-03,02:00:00,2,Wednesday,1.2,0.0,75,17.6
2025-12-03 03:00:00,2025-12-03,03:00:00,3,Wednesday,0.8,0.0,34,16.0
2025-12-03 04:00:00,2025-12-03,04:00:00,4,Wednesday,0.1,0.0,2,15.3
2025-12-03 05:00:00,2025-12-03,05:00:00,5,Wednesday,-0.6,0.0,4,12.5
2025-12-03 06:00:00,2025-12-03,06:00:00,6,Wednesday,-1.3,0.0,0,10.5
2025-12-03 07:00:00,2025-12-03,07:00:00,7,Wednesday,-1.4,0.0,0,8.8
2025-12-03 08:00:00,2025-12-03,08:00:00,8,Wednesday,-1.3,0.0,11,8.4
2025-12-03 09:00:00,2025-12-03,09:00:00,9,Wednesday,-0.4,0.0,98,10.0
2025-12-03 10:00:00,2025-12-03,10:00:00,10,Wednesday,0.6,0.0,47,7.7
2025-12-03 11:00:00,2025-12-03,11:00:00,11,Wednesday,1.6,0.0,15,8.3
2025-12-03 12:00:00,2025-12-03,12:00:00,12,Wednesday,2.4,0.0,10,7.5
2025-12-03 13:00:00,2025-12-03,13:00:00,13,Wednesday,3.7,0.0,2,6.2
2025-12-03 14:00:00,2025-12-03,14:00:00,14,Wednesday,4.1,0.0,0,5.5
2025-12-03 15:00:00,2025-12-03,15:00:00,15,Wednesday,4.0,0.0,4,4.0
2025-12-03 16:00:00,2025-12-03,16:00:00,16,Wednesday,3.1,0.0,88,1.2
2025-12-03 17:00:00,2025-12-03,17:00:00,17,Wednesday,1.7,0.0,23,1.9
2025-12-03 18:00:00,2025-12-03,18:00:00,18,Wednesday,0.9,0.0,15,5.5
2025-12-03 19:00:00,2025-12-03,19:00:00,19,Wednesday,0.4,0.0,0,5.9
2025-12-03 20:00:00,2025-12-03,20:00:00,20,Wednesday,-0.1,0.0,0,5.9
2025-12-03 21:00:00,2025-12-03,21:00:00,21,Wednesday,-0.4,0.0,0,5.8
2025-12-03 22:00:00,2025-12-03,22:00:00,22,Wednesday,-0.4,0.0,0,6.8
2025-12-03 23:00:00,2025-12-03,23:00:00,23,Wednesday,-0.7,0.0,1,6.8
