active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16,vigorous_activity_inutes
126,5.731310719088502e-39,,38,4.736388809417882e-42,,,,2025-11-22T21:48:00.000Z,58256,
,,,,,,,112,2025-11-22T21:49:00.000Z,58316,
21,8.828180325246348e-40,,192,0,,,,2025-11-22T21:49:00.000Z,58316,
,,,,,,,110,2025-11-22T21:50:00.000Z,58376,
,,,,,,,109,2025-11-22T21:51:00.000Z,58436,
,,,,,,,102,2025-11-22T21:52:00.000Z,58496,
132,5.941505488737224e-39,,38,4.817664120348721e-42,,,,2025-11-22T21:52:00.000Z,58496,
,,,,,,,85,2025-11-22T21:53:00.000Z,58556,
,,,8,,,,,2025-11-22T21:53:00.000Z,,
,,,,,,,84,2025-11-22T21:54:00.000Z,58616,
,,,,,,,88,2025-11-22T21:55:00.000Z,58676,
,,,,,,,85,2025-11-22T21:56:00.000Z,58736,
,,,,,,,88,2025-11-22T21:57:00.000Z,58796,
,,,,,,,86,2025-11-22T21:58:00.000Z,58856,
,,,,,,,83,2025-11-22T21:59:00.000Z,58916,
,,,,,,,84,2025-11-22T22:00:00.000Z,58976,
,,,,,,,86,2025-11-22T22:01:00.000Z,59036,
,,,72,,,,,2025-11-22T22:01:00.000Z,,
,,,,,,,85,2025-11-22T22:02:00.000Z,59096,
,,,8,,,,,2025-11-22T22:02:00.000Z,,
,,,,,,,87,2025-11-22T22:04:00.000Z,59216,
,,,,,,,81,2025-11-22T22:05:00.000Z,59276,
,,,72,,,,,2025-11-22T22:05:00.000Z,,
,,,,,,,82,2025-11-22T22:06:00.000Z,59336,
,,,,,,,81,2025-11-22T22:08:00.000Z,59456,
,,,104,,,,,2025-11-22T22:08:00.000Z,,
,,,8,,,,,2025-11-22T22:09:00.000Z,,
,,,,,,,79,2025-11-22T22:10:00.000Z,59576,
,,,,,,,81,2025-11-22T22:11:00.000Z,59636,
,,,,,,,79,2025-11-22T22:12:00.000Z,59696,
,,,,,,,80,2025-11-22T22:13:00.000Z,59756,
,,,,,,,81,2025-11-22T22:15:00.000Z,59876,
,,,,,,,89,2025-11-22T22:16:00.000Z,59936,
,,,,,,,83,2025-11-22T22:17:00.000Z,59996,
,,,136,,,,,2025-11-22T22:17:00.000Z,,
,,,,,,,80,2025-11-22T22:18:00.000Z,60056,
,,,8,,,,,2025-11-22T22:18:00.000Z,,
,,,,,,,83,2025-11-22T22:19:00.000Z,60116,
,,,,,,,82,2025-11-22T22:20:00.000Z,60176,
,,,,,,,81,2025-11-22T22:21:00.000Z,60236,
,,,,,,,80,2025-11-22T22:22:00.000Z,60296,
,,,,,,,78,2025-11-22T22:23:00.000Z,60356,
,,,,,,,81,2025-11-22T22:24:00.000Z,60416,
,,,104,,,,,2025-11-22T22:24:00.000Z,,
,,,,,,,84,2025-11-22T22:25:00.000Z,60476,
,,,8,,,,,2025-11-22T22:25:00.000Z,,
,,,,,,,82,2025-11-22T22:26:00.000Z,60536,
,,,,,,,78,2025-11-22T22:27:00.000Z,60596,
,,,,,,,76,2025-11-22T22:28:00.000Z,60656,
,,,,,,,74,2025-11-22T22:29:00.000Z,60716,
,,,104,,,,,2025-11-22T22:29:00.000Z,,
,,,8,,,,,2025-11-22T22:30:00.000Z,,
,,,,,,,75,2025-11-22T22:31:00.000Z,60836,
,,,,,,,76,2025-11-22T22:33:00.000Z,60956,
,,,104,,,,,2025-11-22T22:33:00.000Z,,
,,,,,,,73,2025-11-22T22:34:00.000Z,61016,
,,,,,,,75,2025-11-22T22:35:00.000Z,61076,
,,,,,,,76,2025-11-22T22:36:00.000Z,61136,
,,,8,,,,,2025-11-22T22:36:00.000Z,,
,,,,,,,75,2025-11-22T22:37:00.000Z,61196,
,,,,,,,73,2025-11-22T22:39:00.000Z,61316,
,,,104,,,,,2025-11-22T22:40:00.000Z,,
,,,,,,,72,2025-11-22T22:41:00.000Z,61436,
,,,,,,,73,2025-11-22T22:42:00.000Z,61496,
,,,8,,,,,2025-11-22T22:42:00.000Z,,
,,,,,,,72,2025-11-22T22:43:00.000Z,61556,
,,,,,,,73,2025-11-22T22:44:00.000Z,61616,
,,,,,,,75,2025-11-22T22:45:00.000Z,61676,
,,,72,,,,,2025-11-22T22:45:00.000Z,,
,,,,,,,70,2025-11-22T22:46:00.000Z,61736,
,,,,,,,72,2025-11-22T22:47:00.000Z,61796,
,,,8,,,,,2025-11-22T22:48:00.000Z,,
,,,,,,,73,2025-11-22T22:49:00.000Z,61916,
,,,,,,,72,2025-11-22T22:50:00.000Z,61976,
,,,,,,,74,2025-11-22T22:51:00.000Z,62036,
,,,72,,,,,2025-11-22T22:51:00.000Z,,
,,,,,,,71,2025-11-22T22:52:00.000Z,62096,
,,,8,,,,,2025-11-22T22:52:00.000Z,,
,,,,,,,72,2025-11-22T22:53:00.000Z,62156,
,,,40,,,,,2025-11-22T22:53:00.000Z,,
,,,,,,,71,2025-11-22T22:54:00.000Z,62216,
,,,8,,,,,2025-11-22T22:54:00.000Z,,
,,,,,,,85,2025-11-22T22:56:00.000Z,62336,
,,,,,,,97,2025-11-22T22:57:00.000Z,62396,
,,,,,,,73,2025-11-22T22:58:00.000Z,62456,
,,,,,,,72,2025-11-22T22:59:00.000Z,62516,
,,,,,,,70,2025-11-22T23:00:00.000Z,62576,
,,,,,,,76,2025-11-22T23:02:00.000Z,62696,
,,,,,,,73,2025-11-22T23:03:00.000Z,62756,
,,,,,,,75,2025-11-22T23:04:00.000Z,62816,
,,,,,,,74,2025-11-22T23:05:00.000Z,62876,
,,,136,,,,,2025-11-22T23:05:00.000Z,,
,,,,,,,79,2025-11-22T23:06:00.000Z,62936,
,,,,,,,78,2025-11-22T23:07:00.000Z,62996,
,,,,,,,81,2025-11-22T23:09:00.000Z,63116,
,,,,,,,88,2025-11-22T23:11:00.000Z,63236,
,,,,,,,81,2025-11-22T23:12:00.000Z,63296,
,,,,,,,84,2025-11-22T23:14:00.000Z,63416,
,,,136,,,,,2025-11-22T23:14:00.000Z,,
,,,,,,,102,2025-11-22T23:15:00.000Z,63476,
22,9.03837509489507e-40,,192,0,,,,2025-11-22T23:15:00.000Z,63476,
,,,,,,,113,2025-11-22T23:16:00.000Z,63536,
136,6.025583396596713e-39,,38,4.847091388099542e-42,,,,2025-11-22T23:16:00.000Z,63536,
,,,,,,,114,2025-11-22T23:17:00.000Z,63596,
3,8.407790785948902e-41,,33,3.923635700109488e-44,,,,2025-11-22T23:17:00.000Z,63596,
,,,,,,,112,2025-11-22T23:18:00.000Z,63656,
,,,,,,,104,2025-11-22T23:19:00.000Z,63716,
27,1.071993325208485e-39,,160,0,,,,2025-11-22T23:19:00.000Z,63716,
,,,,,,,110,2025-11-22T23:20:00.000Z,63776,
138,6.109661304456202e-39,,102,4.9591952652455276e-42,,,,2025-11-22T23:20:00.000Z,63776,
,,,,,,,107,2025-11-22T23:21:00.000Z,63836,
29,1.1560712330679741e-39,,192,0,,,,2025-11-22T23:21:00.000Z,63836,
,,,,,,,104,2025-11-22T23:22:00.000Z,63896,
,,,,,,,107,2025-11-22T23:23:00.000Z,63956,
,,,,,,,103,2025-11-22T23:25:00.000Z,64076,
,,,,,,,107,2025-11-22T23:26:00.000Z,64136,
,,,,,,,111,2025-11-22T23:27:00.000Z,64196,
,,,,,,,114,2025-11-22T23:28:00.000Z,64256,
,,,,,,,125,2025-11-22T23:29:00.000Z,64316,
,,,,,,,127,2025-11-22T23:30:00.000Z,64376,
,,,,,,,,2025-11-22T23:30:00.000Z,64376,1
180,6.866362475191604e-39,,70,6.087240529027005e-42,,,,2025-11-22T23:30:00.000Z,64376,
,,,,,,,120,2025-11-22T23:31:00.000Z,64436,
,,,,,,,116,2025-11-22T23:32:00.000Z,64496,
,,,,,,,114,2025-11-22T23:33:00.000Z,64556,
,,,,,,,107,2025-11-22T23:34:00.000Z,64616,
,,,,,,,110,2025-11-22T23:35:00.000Z,64676,
,,,,,,,113,2025-11-22T23:36:00.000Z,64736,
,,,,,,,110,2025-11-22T23:38:00.000Z,64856,
,,,,,,,113,2025-11-22T23:39:00.000Z,64916,
,,,,,,,138,2025-11-22T23:40:00.000Z,64976,
213,7.707141553786494e-39,,70,7.097576721805198e-42,,,,2025-11-22T23:40:00.000Z,64976,
,,,,,,,132,2025-11-22T23:41:00.000Z,65036,
30,1.2401491409274631e-39,,64,0,,,,2025-11-22T23:41:00.000Z,65036,
,,,,,,,107,2025-11-22T23:42:00.000Z,65096,
,,,8,,,,,2025-11-22T23:42:00.000Z,,
,,,,,,,93,2025-11-22T23:43:00.000Z,65156,
,,,,,,,86,2025-11-22T23:44:00.000Z,65216,
,,,,,,,89,2025-11-22T23:45:00.000Z,65276,
,,,,,,,92,2025-11-22T23:46:00.000Z,65336,
,,,,,,,88,2025-11-22T23:47:00.000Z,65396,
,,,104,,,,,2025-11-22T23:48:00.000Z,,
,,,,,,,89,2025-11-22T23:49:00.000Z,65516,
,,,8,,,,,2025-11-22T23:49:00.000Z,,
,,,,,,,88,2025-11-22T23:51:00.000Z,100,
,,,,,,,90,2025-11-22T23:52:00.000Z,160,
,,,104,,,,,2025-11-22T23:52:00.000Z,,
,,,,,,,89,2025-11-22T23:53:00.000Z,220,
,,,8,,,,,2025-11-22T23:54:00.000Z,,
,,,,,,,88,2025-11-22T23:55:00.000Z,340,
,,,,,,,87,2025-11-22T23:56:00.000Z,400,
,,,,,,,86,2025-11-22T23:57:00.000Z,460,
,,,,,,,87,2025-11-22T23:58:00.000Z,520,
,,,40,,,,,2025-11-22T23:58:00.000Z,,
,,,,,,,85,2025-11-22T23:59:00.000Z,580,
,,,,,,,84,2025-11-23T00:00:00.000Z,640,
213,7.875297369505472e-39,,38,7.129806586484669e-42,,,,2025-11-23T00:00:00.000Z,640,
,,,,,,,86,2025-11-23T00:01:00.000Z,700,
,,,,,,,87,2025-11-23T00:03:00.000Z,820,
,,,,,,,82,2025-11-23T00:04:00.000Z,880,
,,,,,,,83,2025-11-23T00:05:00.000Z,940,
,,,72,,,,,2025-11-23T00:05:00.000Z,,
,,,8,,,,,2025-11-23T00:06:00.000Z,,
,,,,,,,82,2025-11-23T00:07:00.000Z,1060,
,,,,,,,91,2025-11-23T00:08:00.000Z,1120,
,,,,,,,110,2025-11-23T00:09:00.000Z,1180,
,,,,,,,115,2025-11-23T00:10:00.000Z,1240,
232,8.295686908802917e-39,,102,7.831857117111403e-42,,,,2025-11-23T00:11:00.000Z,1300,
,,,,,,,114,2025-11-23T00:12:00.000Z,1360,
32,1.3242270487869521e-39,,160,0,,,,2025-11-23T00:12:00.000Z,1360,
,,,,,,,104,2025-11-23T00:14:00.000Z,1480,
237,8.463842724521895e-39,,70,7.873896071041147e-42,,,,2025-11-23T00:14:00.000Z,1480,
,,,,,,,101,2025-11-23T00:15:00.000Z,1540,
34,1.4083049566464412e-39,,128,0,,,,2025-11-23T00:15:00.000Z,1540,
,,,,,,,111,2025-11-23T00:16:00.000Z,1600,
35,1.4923828645059302e-39,,96,0,,,,2025-11-23T00:16:00.000Z,1600,
,,,,,,,97,2025-11-23T00:17:00.000Z,1660,
,,,72,,,,,2025-11-23T00:17:00.000Z,,
,,,,,,,92,2025-11-23T00:18:00.000Z,1720,
,,,8,,,,,2025-11-23T00:18:00.000Z,,
,,,,,,,90,2025-11-23T00:19:00.000Z,1780,
,,,,,,,93,2025-11-23T00:20:00.000Z,1840,
,,,,,,,97,2025-11-23T00:21:00.000Z,1900,
,,,136,,,,,2025-11-23T00:21:00.000Z,,
,,,,,,,91,2025-11-23T00:22:00.000Z,1960,
,,,8,,,,,2025-11-23T00:22:00.000Z,,
,,,,,,,90,2025-11-23T00:23:00.000Z,2020,
,,,,,,,91,2025-11-23T00:24:00.000Z,2080,
,,,,,,,89,2025-11-23T00:25:00.000Z,2140,
,,,104,,,,,2025-11-23T00:25:00.000Z,,
,,,,,,,87,2025-11-23T00:26:00.000Z,2200,
,,,8,,,,,2025-11-23T00:26:00.000Z,,
,,,,,,,90,2025-11-23T00:27:00.000Z,2260,
,,,,,,,88,2025-11-23T00:28:00.000Z,2320,
,,,,,,,89,2025-11-23T00:29:00.000Z,2380,
,,,104,,,,,2025-11-23T00:29:00.000Z,,
,,,,,,,88,2025-11-23T00:30:00.000Z,2440,
,,,8,,,,,2025-11-23T00:30:00.000Z,,
,,,,,,,89,2025-11-23T00:31:00.000Z,2500,
,,,104,,,,,2025-11-23T00:31:00.000Z,,
,,,,,,,87,2025-11-23T00:32:00.000Z,2560,
,,,8,,,,,2025-11-23T00:32:00.000Z,,
,,,,,,,86,2025-11-23T00:33:00.000Z,2620,
,,,,,,,90,2025-11-23T00:34:00.000Z,2680,
,,,,,,,94,2025-11-23T00:35:00.000Z,2740,
,,,,,,,86,2025-11-23T00:36:00.000Z,2800,
,,,,,,,87,2025-11-23T00:37:00.000Z,2860,
,,,,,,,89,2025-11-23T00:38:00.000Z,2920,
,,,,,,,85,2025-11-23T00:40:00.000Z,3040,
,,,104,,,,,2025-11-23T00:40:00.000Z,,
,,,,,,,84,2025-11-23T00:41:00.000Z,3100,
,,,,,,,81,2025-11-23T00:42:00.000Z,3160,
,,,,,,,80,2025-11-23T00:43:00.000Z,3220,
,,,,,,,81,2025-11-23T00:44:00.000Z,3280,
,,,8,,,,,2025-11-23T00:44:00.000Z,,
,,,,,,,83,2025-11-23T00:45:00.000Z,3340,
,,,,,,,81,2025-11-23T00:47:00.000Z,3460,
,,,,,,,82,2025-11-23T00:48:00.000Z,3520,
,,,,,,,81,2025-11-23T00:51:00.000Z,3700,
,,,,,,,85,2025-11-23T00:53:00.000Z,3820,
,,,,,,,87,2025-11-23T00:55:00.000Z,3940,
,,,,,,,86,2025-11-23T00:56:00.000Z,4000,
,,,,,,,83,2025-11-23T00:57:00.000Z,4060,
,,,,,,,81,2025-11-23T00:58:00.000Z,4120,
,,,104,,,,,2025-11-23T00:58:00.000Z,,
,,,,,,,82,2025-11-23T00:59:00.000Z,4180,
,,,8,,,,,2025-11-23T00:59:00.000Z,,
,,,,,,,86,2025-11-23T01:00:00.000Z,4240,
,,,,,,,83,2025-11-23T01:01:00.000Z,4300,
,,,136,,,,,2025-11-23T01:01:00.000Z,,
,,,,,,,80,2025-11-23T01:02:00.000Z,4360,
,,,8,,,,,2025-11-23T01:02:00.000Z,,
,,,,,,,82,2025-11-23T01:03:00.000Z,4420,
,,,72,,,,,2025-11-23T01:03:00.000Z,,
35,1.4923828645059302e-39,"generic",,0,0,1203,,2025-11-23T01:03:00.000Z,,
237,8.463842724521895e-39,"walking",,7.873896071041147e-42,6.448845597746024e-43,1203,,2025-11-23T01:03:00.000Z,,
3,8.407790785948902e-41,"running",,3.923635700109488e-44,4.8204667172773706e-45,1203,,2025-11-23T01:03:00.000Z,,
,,,,,,,,2025-11-23T01:03:00.000Z,,
