body_battery,field_four,field_two,stress_level_time,stress_level_value
51,1,237,2025-11-22T21:04:00.000Z,39
51,1,224,2025-11-22T21:05:00.000Z,49
51,1,230,2025-11-22T21:06:00.000Z,45
51,1,199,2025-11-22T21:07:00.000Z,68
50,1,191,2025-11-22T21:08:00.000Z,74
50,1,226,2025-11-22T21:09:00.000Z,48
50,1,214,2025-11-22T21:10:00.000Z,57
50,1,210,2025-11-22T21:11:00.000Z,60
50,1,216,2025-11-22T21:12:00.000Z,55
50,1,216,2025-11-22T21:13:00.000Z,55
50,1,197,2025-11-22T21:14:00.000Z,69
50,1,213,2025-11-22T21:15:00.000Z,57
50,1,236,2025-11-22T21:16:00.000Z,40
50,1,224,2025-11-22T21:17:00.000Z,49
50,1,230,2025-11-22T21:18:00.000Z,45
50,1,249,2025-11-22T21:19:00.000Z,30
49,1,246,2025-11-22T21:20:00.000Z,33
49,1,243,2025-11-22T21:21:00.000Z,35
49,1,250,2025-11-22T21:22:00.000Z,30
49,1,241,2025-11-22T21:23:00.000Z,36
49,1,238,2025-11-22T21:24:00.000Z,39
49,1,235,2025-11-22T21:25:00.000Z,41
49,1,224,2025-11-22T21:26:00.000Z,49
49,1,240,2025-11-22T21:27:00.000Z,37
49,1,230,2025-11-22T21:28:00.000Z,45
49,1,5,2025-11-22T21:29:00.000Z,24
49,1,253,2025-11-22T21:30:00.000Z,27
49,1,246,2025-11-22T21:31:00.000Z,33
49,1,3,2025-11-22T21:32:00.000Z,24
49,1,255,2025-11-22T21:33:00.000Z,26
49,1,236,2025-11-22T21:34:00.000Z,40
49,1,228,2025-11-22T21:35:00.000Z,46
49,1,227,2025-11-22T21:36:00.000Z,47
49,1,221,2025-11-22T21:37:00.000Z,51
49,1,218,2025-11-22T21:38:00.000Z,54
49,1,191,2025-11-22T21:39:00.000Z,74
49,1,245,2025-11-22T21:40:00.000Z,33
48,1,253,2025-11-22T21:41:00.000Z,27
48,1,226,2025-11-22T21:42:00.000Z,48
48,1,209,2025-11-22T21:43:00.000Z,60
48,1,245,2025-11-22T21:44:00.000Z,33
48,1,102,2025-11-22T21:45:00.000Z,65534
48,1,102,2025-11-22T21:46:00.000Z,65534
48,1,102,2025-11-22T21:47:00.000Z,65534
48,1,102,2025-11-22T21:48:00.000Z,65534
