body_battery,field_four,field_two,stress_level_time,stress_level_value
11,1,0,2025-11-11T05:01:00.000Z,25
11,1,251,2025-11-11T05:02:00.000Z,29
11,1,253,2025-11-11T05:03:00.000Z,27
11,1,13,2025-11-11T05:04:00.000Z,22
11,1,4,2025-11-11T05:05:00.000Z,24
11,1,0,2025-11-11T05:06:00.000Z,25
11,1,102,2025-11-11T05:07:00.000Z,65534
11,1,222,2025-11-11T05:08:00.000Z,51
10,1,211,2025-11-11T05:09:00.000Z,59
10,1,245,2025-11-11T05:10:00.000Z,33
10,1,249,2025-11-11T05:11:00.000Z,30
10,1,246,2025-11-11T05:12:00.000Z,33
10,1,242,2025-11-11T05:13:00.000Z,36
10,1,6,2025-11-11T05:14:00.000Z,23
10,1,254,2025-11-11T05:15:00.000Z,27
10,1,249,2025-11-11T05:16:00.000Z,30
10,1,247,2025-11-11T05:17:00.000Z,32
10,1,0,2025-11-11T05:18:00.000Z,25
10,1,253,2025-11-11T05:19:00.000Z,27
10,1,255,2025-11-11T05:20:00.000Z,26
10,1,251,2025-11-11T05:21:00.000Z,29
10,1,245,2025-11-11T05:22:00.000Z,33
10,1,237,2025-11-11T05:23:00.000Z,39
10,1,227,2025-11-11T05:24:00.000Z,47
10,1,212,2025-11-11T05:25:00.000Z,58
10,1,236,2025-11-11T05:26:00.000Z,40
10,1,235,2025-11-11T05:27:00.000Z,41
10,1,228,2025-11-11T05:28:00.000Z,46
10,1,235,2025-11-11T05:29:00.000Z,41
10,1,245,2025-11-11T05:30:00.000Z,33
10,1,229,2025-11-11T05:31:00.000Z,45
10,1,217,2025-11-11T05:32:00.000Z,54
10,1,209,2025-11-11T05:33:00.000Z,60
10,1,214,2025-11-11T05:34:00.000Z,57
10,1,211,2025-11-11T05:35:00.000Z,59
9,1,220,2025-11-11T05:36:00.000Z,52
9,1,218,2025-11-11T05:37:00.000Z,54
9,1,219,2025-11-11T05:38:00.000Z,53
9,1,234,2025-11-11T05:39:00.000Z,42
9,1,241,2025-11-11T05:40:00.000Z,36
9,1,223,2025-11-11T05:41:00.000Z,50
9,1,236,2025-11-11T05:42:00.000Z,40
9,1,246,2025-11-11T05:43:00.000Z,33
9,1,240,2025-11-11T05:44:00.000Z,37
9,1,217,2025-11-11T05:45:00.000Z,54
9,1,227,2025-11-11T05:46:00.000Z,47
9,1,221,2025-11-11T05:47:00.000Z,51
9,1,212,2025-11-11T05:48:00.000Z,58
9,1,239,2025-11-11T05:49:00.000Z,38
