active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16
43,2.9847657290118604e-39,"walking",,1.0860063098517332e-42,8.894601872455344e-44,632,,,2025-11-11T15:32:00.000Z,
,,,,,,,,,2025-11-11T15:32:00.000Z,
,,,,,,,73,,2025-11-11T15:33:00.000Z,2860
,,,,,,,78,,2025-11-11T15:34:00.000Z,2920
,,,,,,,79,,2025-11-11T15:35:00.000Z,2980
,,,,,,,80,,2025-11-11T15:36:00.000Z,3040
,,,,,,,83,,2025-11-11T15:37:00.000Z,3100
,,,,,,,80,,2025-11-11T15:38:00.000Z,3160
,,,,,,,82,,2025-11-11T15:40:00.000Z,3280
,,,,,,,80,,2025-11-11T15:41:00.000Z,3340
,,,,,,,78,,2025-11-11T15:42:00.000Z,3400
,,,,,,,76,,2025-11-11T15:43:00.000Z,3460
,,,136,,,,,,2025-11-11T15:43:00.000Z,
,,,,,,,88,,2025-11-11T15:44:00.000Z,3520
,,,,,,,93,,2025-11-11T15:45:00.000Z,3580
46,3.1529215447308384e-39,,102,1.1210387714598537e-42,,,,,2025-11-11T15:45:00.000Z,3580
,,,,,,,85,,2025-11-11T15:46:00.000Z,3640
,,,,,,,73,,2025-11-11T15:47:00.000Z,3700
,,,,,,,71,,2025-11-11T15:48:00.000Z,3760
,,,,,,,72,,2025-11-11T15:49:00.000Z,3820
,,,,,,,76,,2025-11-11T15:50:00.000Z,3880
,,,,,,,73,,2025-11-11T15:51:00.000Z,3940
,,,,,,,75,,2025-11-11T15:53:00.000Z,4060
,,,,,,,77,,2025-11-11T15:54:00.000Z,4120
,,,,,,,75,,2025-11-11T15:55:00.000Z,4180
,,,,,,,77,,2025-11-11T15:56:00.000Z,4240
,,,,,,,78,,2025-11-11T15:57:00.000Z,4300
,,,,,,,79,,2025-11-11T15:58:00.000Z,4360
,,,,,,,78,,2025-11-11T15:59:00.000Z,4420
,,,,,,,77,,2025-11-11T16:00:00.000Z,4480
,,,,,,,78,,2025-11-11T16:01:00.000Z,4540
,,,,,,,75,,2025-11-11T16:02:00.000Z,4600
,,,,,,,77,,2025-11-11T16:03:00.000Z,4660
,,,,,,,76,,2025-11-11T16:04:00.000Z,4720
,,,,,,,77,,2025-11-11T16:05:00.000Z,4780
,,,,,,,79,,2025-11-11T16:06:00.000Z,4840
,,,,,,,82,,2025-11-11T16:07:00.000Z,4900
,,,,,,,79,,2025-11-11T16:08:00.000Z,4960
,,,136,,,,,,2025-11-11T16:08:00.000Z,
