active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16,vigorous_activity_inutes
4,2.5223372357846707e-40,"generic",,0,0,833,,,2025-11-20T18:53:00.000Z,,
77,5.1834030195374983e-39,"walking",,2.878267045723174e-42,2.3573763805643534e-43,833,,,2025-11-20T18:53:00.000Z,,
,,,,,,,,,2025-11-20T18:53:00.000Z,,
,,,,,,,81,,2025-11-20T18:54:00.000Z,6088,
,,,,,,,79,,2025-11-20T18:55:00.000Z,6148,
,,,,,,,81,,2025-11-20T18:56:00.000Z,6208,
,,,,,,,79,,2025-11-20T18:57:00.000Z,6268,
,,,,,,,81,,2025-11-20T18:59:00.000Z,6388,
,,,,,,,78,,2025-11-20T19:00:00.000Z,6448,
,,,,,,,79,,2025-11-20T19:01:00.000Z,6508,
,,,,,,,81,,2025-11-20T19:02:00.000Z,6568,
,,,,,,,83,,2025-11-20T19:03:00.000Z,6628,
,,,,,,,82,,2025-11-20T19:04:00.000Z,6688,
,,,,,,,86,,2025-11-20T19:05:00.000Z,6748,
,,,,,,,84,,2025-11-20T19:06:00.000Z,6808,
,,,136,,,,,,2025-11-20T19:06:00.000Z,,
,,,,,,,81,,2025-11-20T19:07:00.000Z,6868,
,,,,,,,82,,2025-11-20T19:10:00.000Z,7048,
,,,,,,,78,,2025-11-20T19:11:00.000Z,7108,
,,,,,,,81,,2025-11-20T19:12:00.000Z,7168,
,,,,,,,77,,2025-11-20T19:13:00.000Z,7228,
,,,,,,,78,,2025-11-20T19:15:00.000Z,7348,
,,,,,,,80,,2025-11-20T19:16:00.000Z,7408,
,,,,,,,76,,2025-11-20T19:17:00.000Z,7468,
,,,,,,,78,,2025-11-20T19:20:00.000Z,7648,
,,,,,,,77,,2025-11-20T19:21:00.000Z,7708,
,,,,,,,79,,2025-11-20T19:22:00.000Z,7768,
,,,,,,,78,,2025-11-20T19:24:00.000Z,7888,
,,,,,,,80,,2025-11-20T19:25:00.000Z,7948,
,,,,,,,78,,2025-11-20T19:26:00.000Z,8008,
,,,,,,,76,,2025-11-20T19:27:00.000Z,8068,
,,,,,,,77,,2025-11-20T19:28:00.000Z,8128,
,,,,,,,76,,2025-11-20T19:29:00.000Z,8188,
,,,,,,,75,,2025-11-20T19:32:00.000Z,8368,
,,,,,,,76,,2025-11-20T19:33:00.000Z,8428,
,,,,,,,79,,2025-11-20T19:34:00.000Z,8488,
,,,,,,,84,,2025-11-20T19:35:00.000Z,8548,
,,,,,,,83,,2025-11-20T19:36:00.000Z,8608,
,,,,,,,81,,2025-11-20T19:37:00.000Z,8668,
,,,,,,,78,,2025-11-20T19:38:00.000Z,8728,
,,,104,,,,,,2025-11-20T19:38:00.000Z,,
,,,,,,,79,,2025-11-20T19:39:00.000Z,8788,
,,,8,,,,,,2025-11-20T19:39:00.000Z,,
,,,,,,,78,,2025-11-20T19:40:00.000Z,8848,
,,,,,,,83,,2025-11-20T19:41:00.000Z,8908,
,,,,,,,78,,2025-11-20T19:42:00.000Z,8968,
,,,,,,,79,,2025-11-20T19:43:00.000Z,9028,
,,,,,,,83,,2025-11-20T19:44:00.000Z,9088,
,,,,,,,78,,2025-11-20T19:45:00.000Z,9148,
,,,,,,,79,,2025-11-20T19:46:00.000Z,9208,
,,,,,,,80,,2025-11-20T19:47:00.000Z,9268,
,,,,,,,82,,2025-11-20T19:48:00.000Z,9328,
,,,,,,,80,,2025-11-20T19:49:00.000Z,9388,
,,,,,,,82,,2025-11-20T19:50:00.000Z,9448,
,,,,,,,83,,2025-11-20T19:51:00.000Z,9508,
,,,,,,,88,,2025-11-20T19:52:00.000Z,9568,
,,,136,,,,,,2025-11-20T19:52:00.000Z,,
,,,,,,,79,,2025-11-20T19:53:00.000Z,9628,
,,,,,,,80,,2025-11-20T19:55:00.000Z,9748,
,,,8,,,,,,2025-11-20T19:55:00.000Z,,
,,,136,,,,,,2025-11-20T19:56:00.000Z,,
