active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
18,8.617985555597625e-40,"generic",,0,0,1142,,2025-11-21T00:02:00.000Z,
256,1.0165019060212223e-38,"walking",,8.943086799320983e-42,7.324559047056532e-43,1142,,2025-11-21T00:02:00.000Z,
,,,,,,,,2025-11-21T00:02:00.000Z,
,,,,,,,85,2025-11-21T00:03:00.000Z,24628
,,,,,,,100,2025-11-21T00:04:00.000Z,24688
,,,168,,,,,2025-11-21T00:04:00.000Z,
,,,,,,,90,2025-11-21T00:05:00.000Z,24748
,,,,,,,92,2025-11-21T00:06:00.000Z,24808
,,,,,,,103,2025-11-21T00:07:00.000Z,24868
261,1.0375213829860946e-38,,70,9.098630928861037e-42,,,,2025-11-21T00:07:00.000Z,24868
,,,,,,,107,2025-11-21T00:08:00.000Z,24928
19,9.458764634192515e-40,,128,0,,,,2025-11-21T00:08:00.000Z,24928
,,,,,,,95,2025-11-21T00:09:00.000Z,24988
,,,,,,,72,2025-11-21T00:10:00.000Z,25048
,,,136,,,,,2025-11-21T00:10:00.000Z,
,,,,,,,76,2025-11-21T00:11:00.000Z,25108
,,,8,,,,,2025-11-21T00:12:00.000Z,
,,,,,,,75,2025-11-21T00:13:00.000Z,25228
,,,,,,,77,2025-11-21T00:15:00.000Z,25348
,,,,,,,76,2025-11-21T00:16:00.000Z,25408
,,,,,,,75,2025-11-21T00:17:00.000Z,25468
,,,,,,,76,2025-11-21T00:18:00.000Z,25528
,,,,,,,78,2025-11-21T00:19:00.000Z,25588
,,,,,,,79,2025-11-21T00:20:00.000Z,25648
,,,,,,,76,2025-11-21T00:21:00.000Z,25708
,,,,,,,77,2025-11-21T00:23:00.000Z,25828
,,,,,,,78,2025-11-21T00:25:00.000Z,25948
,,,104,,,,,2025-11-21T00:25:00.000Z,
,,,,,,,81,2025-11-21T00:26:00.000Z,26008
,,,,,,,79,2025-11-21T00:27:00.000Z,26068
,,,8,,,,,2025-11-21T00:27:00.000Z,
,,,,,,,77,2025-11-21T00:28:00.000Z,26128
,,,,,,,79,2025-11-21T00:29:00.000Z,26188
,,,,,,,78,2025-11-21T00:30:00.000Z,26248
,,,,,,,77,2025-11-21T00:31:00.000Z,26308
,,,,,,,78,2025-11-21T00:32:00.000Z,26368
,,,,,,,76,2025-11-21T00:33:00.000Z,26428
,,,104,,,,,2025-11-21T00:33:00.000Z,
,,,,,,,77,2025-11-21T00:34:00.000Z,26488
261,1.0396233306825818e-38,,70,9.11124261503996e-42,,,,2025-11-21T00:34:00.000Z,26488
,,,,,,,80,2025-11-21T00:35:00.000Z,26548
,,,,,,,77,2025-11-21T00:36:00.000Z,26608
,,,,,,,79,2025-11-21T00:38:00.000Z,26728
