active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16,vigorous_activity_inutes
,,,,,,,93,2025-11-08T21:20:00.000Z,26624,
,,,,,,,89,2025-11-08T21:21:00.000Z,26684,
,,,,,,,91,2025-11-08T21:23:00.000Z,26804,
,,,,,,,89,2025-11-08T21:24:00.000Z,26864,
,,,,,,,100,2025-11-08T21:25:00.000Z,26924,
,,,,,,,99,2025-11-08T21:26:00.000Z,26984,
,,,,,,,93,2025-11-08T21:27:00.000Z,27044,
,,,,,,,95,2025-11-08T21:28:00.000Z,27104,
,,,136,,,,,2025-11-08T21:28:00.000Z,,
,,,,,,,108,2025-11-08T21:29:00.000Z,27164,
106,3.6363695149229e-39,,160,0,,,,2025-11-08T21:29:00.000Z,27164,
,,,,,,,106,2025-11-08T21:30:00.000Z,27224,
221,7.798225953967607e-39,,38,4.7840329572049255e-42,,,,2025-11-08T21:30:00.000Z,27224,
,,,,,,,110,2025-11-08T21:32:00.000Z,27344,
,,,,,,,113,2025-11-08T21:33:00.000Z,27404,
,,,,,,,97,2025-11-08T21:34:00.000Z,27464,
,,,,,,,94,2025-11-08T21:35:00.000Z,27524,
,,,,,,,91,2025-11-08T21:36:00.000Z,27584,
,,,,,,,94,2025-11-08T21:37:00.000Z,27644,
,,,,,,,93,2025-11-08T21:38:00.000Z,27704,
233,8.267660939516421e-39,,38,5.103529007070984e-42,,,,2025-11-08T21:38:00.000Z,27704,
,,,,,,,88,2025-11-08T21:40:00.000Z,27824,
,,,,,,,86,2025-11-08T21:41:00.000Z,27884,
,,,168,,,,,2025-11-08T21:41:00.000Z,,
,,,,,,,81,2025-11-08T21:42:00.000Z,27944,
,,,,,,,98,2025-11-08T21:43:00.000Z,28004,
,,,,,,,102,2025-11-08T21:44:00.000Z,28064,
235,8.393777801305654e-39,,70,5.1820017210731735e-42,,,,2025-11-08T21:44:00.000Z,28064,
,,,,,,,104,2025-11-08T21:45:00.000Z,28124,
107,3.699427945817517e-39,,128,0,,,,2025-11-08T21:45:00.000Z,28124,
,,,,,,,89,2025-11-08T21:46:00.000Z,28184,
,,,,,,,97,2025-11-08T21:47:00.000Z,28244,
,,,136,,,,,2025-11-08T21:48:00.000Z,,
,,,,,,,95,2025-11-08T21:49:00.000Z,28364,
,,,,,,,103,2025-11-08T21:50:00.000Z,28424,
238,8.519894663094888e-39,,38,5.24786274889644e-42,,,,2025-11-08T21:50:00.000Z,28424,
,,,,,,,101,2025-11-08T21:51:00.000Z,28484,
109,3.783505853677006e-39,,96,0,,,,2025-11-08T21:51:00.000Z,28484,
,,,,,,,100,2025-11-08T21:52:00.000Z,28544,
,,,200,,,,,2025-11-08T21:52:00.000Z,,
,,,,,,,102,2025-11-08T21:53:00.000Z,28604,
110,3.846564284571623e-39,,128,0,,,,2025-11-08T21:53:00.000Z,28604,
,,,,,,,97,2025-11-08T21:54:00.000Z,28664,
,,,,,,,95,2025-11-08T21:55:00.000Z,28724,
,,,,,,,90,2025-11-08T21:56:00.000Z,28784,
,,,,,,,88,2025-11-08T21:57:00.000Z,28844,
,,,136,,,,,2025-11-08T21:57:00.000Z,,
,,,,,,,96,2025-11-08T21:58:00.000Z,28904,
240,8.561933617024632e-39,,38,5.2744874197186115e-42,,,,2025-11-08T21:58:00.000Z,28904,
,,,,,,,101,2025-11-08T21:59:00.000Z,28964,
111,3.9096227154662396e-39,,96,0,,,,2025-11-08T21:59:00.000Z,28964,
,,,,,,,89,2025-11-08T22:00:00.000Z,29024,
,,,,,,,84,2025-11-08T22:01:00.000Z,29084,
,,,8,,,,,2025-11-08T22:01:00.000Z,,
,,,,,,,82,2025-11-08T22:02:00.000Z,29144,
,,,,,,,84,2025-11-08T22:04:00.000Z,29264,
,,,,,,,81,2025-11-08T22:05:00.000Z,29324,
,,,136,,,,,2025-11-08T22:05:00.000Z,,
,,,,,,,83,2025-11-08T22:07:00.000Z,29444,
,,,,,,,82,2025-11-08T22:09:00.000Z,29564,
,,,104,,,,,2025-11-08T22:09:00.000Z,,
,,,,,,,84,2025-11-08T22:10:00.000Z,29624,
,,,8,,,,,2025-11-08T22:10:00.000Z,,
,,,,,,,85,2025-11-08T22:11:00.000Z,29684,
,,,136,,,,,2025-11-08T22:11:00.000Z,,
,,,,,,,88,2025-11-08T22:12:00.000Z,29744,
,,,,,,,87,2025-11-08T22:13:00.000Z,29804,
,,,8,,,,,2025-11-08T22:13:00.000Z,,
,,,,,,,85,2025-11-08T22:14:00.000Z,29864,
,,,,,,,86,2025-11-08T22:15:00.000Z,29924,
,,,,,,,89,2025-11-08T22:16:00.000Z,29984,
,,,,,,,91,2025-11-08T22:17:00.000Z,30044,
,,,,,,,85,2025-11-08T22:18:00.000Z,30104,
,,,,,,,82,2025-11-08T22:19:00.000Z,30164,
,,,,,,,83,2025-11-08T22:21:00.000Z,30284,
,,,,,,,81,2025-11-08T22:24:00.000Z,30464,
,,,,,,,87,2025-11-08T22:25:00.000Z,30524,
,,,,,,,94,2025-11-08T22:26:00.000Z,30584,
,,,,,,,97,2025-11-08T22:27:00.000Z,30644,
,,,136,,,,,2025-11-08T22:27:00.000Z,,
,,,,,,,93,2025-11-08T22:28:00.000Z,30704,
241,8.646011524884121e-39,,38,5.301112090540783e-42,,,,2025-11-08T22:28:00.000Z,30704,
,,,,,,,89,2025-11-08T22:29:00.000Z,30764,
,,,104,,,,,2025-11-08T22:29:00.000Z,,
,,,,,,,83,2025-11-08T22:30:00.000Z,30824,
242,8.688050478813866e-39,,38,5.338947149077553e-42,,,,2025-11-08T22:30:00.000Z,30824,
,,,,,,,90,2025-11-08T22:31:00.000Z,30884,
,,,,,,,101,2025-11-08T22:32:00.000Z,30944,
243,8.779134878994979e-39,,70,5.4342354446516406e-42,,,,2025-11-08T22:32:00.000Z,30944,
,,,,,,,97,2025-11-08T22:33:00.000Z,31004,
,,,72,,,,,2025-11-08T22:33:00.000Z,,
,,,,,,,94,2025-11-08T22:34:00.000Z,31064,
,,,,,,,105,2025-11-08T22:35:00.000Z,31124,
,,,,,,,108,2025-11-08T22:36:00.000Z,31184,
,,,,,,,109,2025-11-08T22:37:00.000Z,31244,
,,,,,,,102,2025-11-08T22:38:00.000Z,31304,
,,,,,,,106,2025-11-08T22:39:00.000Z,31364,
,,,,,,,112,2025-11-08T22:40:00.000Z,31424,
,,,,,,,118,2025-11-08T22:41:00.000Z,31484,
,,,,,,,115,2025-11-08T22:42:00.000Z,31544,
,,,,,,,117,2025-11-08T22:43:00.000Z,31604,
,,,,,,,111,2025-11-08T22:45:00.000Z,31724,
275,9.746030819379103e-39,,70,6.637950825506658e-42,,,,2025-11-08T22:45:00.000Z,31724,
,,,,,,,113,2025-11-08T22:47:00.000Z,31844,
,,,,,,,104,2025-11-08T22:48:00.000Z,31904,
,,,,,,,115,2025-11-08T22:49:00.000Z,31964,
,,,,,,,113,2025-11-08T22:50:00.000Z,32024,
,,,,,,,116,2025-11-08T22:51:00.000Z,32084,
,,,,,,,115,2025-11-08T22:54:00.000Z,32264,
,,,,,,,116,2025-11-08T22:55:00.000Z,32324,
,,,,,,,112,2025-11-08T22:56:00.000Z,32384,
308,1.0670887805833482e-38,,70,8.079886945296895e-42,,,,2025-11-08T22:56:00.000Z,32384,
,,,,,,,116,2025-11-08T22:57:00.000Z,32444,
,,,,,,,114,2025-11-08T22:58:00.000Z,32504,
,,,,,,,117,2025-11-08T22:59:00.000Z,32564,
,,,,,,,116,2025-11-08T23:00:00.000Z,32624,
320,1.1007199437271438e-38,,70,8.634801137169523e-42,,,,2025-11-08T23:00:00.000Z,32624,
,,,,,,,113,2025-11-08T23:01:00.000Z,32684,
,,,,,,,118,2025-11-08T23:02:00.000Z,32744,
,,,,,,,116,2025-11-08T23:03:00.000Z,32804,
,,,,,,,113,2025-11-08T23:04:00.000Z,32864,
,,,,,,,110,2025-11-08T23:06:00.000Z,32984,
,,,,,,,115,2025-11-08T23:07:00.000Z,33044,
,,,,,,,113,2025-11-08T23:08:00.000Z,33104,
344,1.167982270014735e-38,,70,9.528829557408756e-42,,,,2025-11-08T23:08:00.000Z,33104,
,,,,,,,112,2025-11-08T23:09:00.000Z,33164,
113,3.9937006233257287e-39,,128,0,,,,2025-11-08T23:09:00.000Z,33164,
,,,,,,,102,2025-11-08T23:10:00.000Z,33224,
,,,,,,,94,2025-11-08T23:11:00.000Z,33284,
,,,,,,,90,2025-11-08T23:12:00.000Z,33344,
,,,,,,,89,2025-11-08T23:13:00.000Z,33404,
,,,104,,,,,2025-11-08T23:14:00.000Z,,
,,,,,,,96,2025-11-08T23:15:00.000Z,33524,
345,1.176390060800684e-38,,38,9.545645138980654e-42,,,,2025-11-08T23:15:00.000Z,33524,
,,,,,,,85,2025-11-08T23:16:00.000Z,33584,
,,,,,,,81,2025-11-08T23:17:00.000Z,33644,
,,,104,,,,,2025-11-08T23:17:00.000Z,,
113,3.9937006233257287e-39,"generic",,0,0,1097,,2025-11-08T23:17:00.000Z,,
345,1.176390060800684e-38,"walking",,9.545645138980654e-42,7.817984262314586e-43,1097,,2025-11-08T23:17:00.000Z,,
,,,,,,,,2025-11-08T23:17:00.000Z,,
