active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,timestamp,timestamp16
9,3.853570776893247e-40,"generic",,0,0,792,,2025-11-12T18:12:00.000Z,
59,3.0380150706562034e-39,"walking",,1.3900880766102185e-42,1.1385269762946274e-43,792,,2025-11-12T18:12:00.000Z,
64,6.516037859110399e-40,"running",,1.7516230804060213e-42,2.151889973755762e-43,792,,2025-11-12T18:12:00.000Z,
,,,,,,,,2025-11-12T18:12:00.000Z,
,,,,,,,123,2025-11-12T18:13:00.000Z,33324
11,4.203895392974451e-40,,160,0,,,,2025-11-12T18:13:00.000Z,33324
,,,,,,,114,2025-11-12T18:14:00.000Z,33384
,,,,,,,120,2025-11-12T18:15:00.000Z,33444
64,3.2061708863751815e-39,,70,1.4139101505037404e-42,,,,2025-11-12T18:15:00.000Z,33444
,,,,,,,117,2025-11-12T18:16:00.000Z,33504
,,,,,,,120,2025-11-12T18:17:00.000Z,33564
,,,,,,,116,2025-11-12T18:18:00.000Z,33624
,,,,,,,112,2025-11-12T18:19:00.000Z,33684
21,7.567011707354012e-40,,192,0,,,,2025-11-12T18:19:00.000Z,33684
66,3.2902487942346705e-39,,134,1.4433374182545616e-42,,,,2025-11-12T18:20:00.000Z,33744
,,,,,,,113,2025-11-12T18:21:00.000Z,33804
24,8.407790785948902e-40,,192,0,,,,2025-11-12T18:21:00.000Z,33804
,,,,,,,112,2025-11-12T18:22:00.000Z,33864
25,9.248569864543793e-40,,0,0,,,,2025-11-12T18:22:00.000Z,33864
,,,,,,,111,2025-11-12T18:23:00.000Z,33924
29,1.0089348943138683e-39,,192,0,,,,2025-11-12T18:23:00.000Z,33924
29,1.0089348943138683e-39,"generic",,0,0,803,,2025-11-12T18:23:00.000Z,
66,3.2902487942346705e-39,"walking",,1.4433374182545616e-42,1.1821353845044157e-43,803,,2025-11-12T18:23:00.000Z,
64,6.516037859110399e-40,"running",,1.7516230804060213e-42,2.151889973755762e-43,803,,2025-11-12T18:23:00.000Z,
,,,,,,,,2025-11-12T18:23:00.000Z,
