active_calories,active_time,activity_type,current_activity_type_intensity,cycles,distance,duration_min,heart_rate,moderate_activity_minutes,timestamp,timestamp16,vigorous_activity_inutes
29,1.0089348943138683e-39,"generic",,0,0,803,,,2025-11-12T18:23:00.000Z,,
66,3.2902487942346705e-39,"walking",,1.4433374182545616e-42,1.1821353845044157e-43,803,,,2025-11-12T18:23:00.000Z,,
64,6.516037859110399e-40,"running",,1.7516230804060213e-42,2.151889973755762e-43,803,,,2025-11-12T18:23:00.000Z,,
,,,,,,,,,2025-11-12T18:23:00.000Z,,
,,,,,,,117,,2025-11-12T18:24:00.000Z,33984,
,,,,,,,120,,2025-11-12T18:25:00.000Z,34044,
,,,,,,,121,,2025-11-12T18:26:00.000Z,34104,
,,,,,,,118,,2025-11-12T18:27:00.000Z,34164,
78,3.6265604256726266e-39,,102,1.6100919355092148e-42,,,,,2025-11-12T18:27:00.000Z,34164,
,,,,,,,125,,2025-11-12T18:28:00.000Z,34224,
33,1.0930128021733573e-39,,128,0,,,,,2025-11-12T18:28:00.000Z,34224,
,,,,,,,112,,2025-11-12T18:29:00.000Z,34284,
,,,8,,,,,,2025-11-12T18:29:00.000Z,,
,,,,,,,97,,2025-11-12T18:30:00.000Z,34344,
,,,,,,,98,,2025-11-12T18:31:00.000Z,34404,
,,,136,,,,,,2025-11-12T18:31:00.000Z,,
,,,,,,,107,,2025-11-12T18:32:00.000Z,34464,
79,3.7106383335321156e-39,,134,1.668946471010857e-42,,,,,2025-11-12T18:32:00.000Z,34464,
,,,,,,,103,,2025-11-12T18:33:00.000Z,34524,
,,,8,,,,,,2025-11-12T18:33:00.000Z,,
,,,,,,,97,,2025-11-12T18:34:00.000Z,34584,
,,,136,,,,,,2025-11-12T18:34:00.000Z,,
,,,,,,,103,,2025-11-12T18:35:00.000Z,34644,
80,3.7947162413916046e-39,,38,1.6815581571897805e-42,,,,,2025-11-12T18:35:00.000Z,34644,
,,,,,,,115,,2025-11-12T18:36:00.000Z,34704,
34,1.1770907100328463e-39,,224,0,,,,,2025-11-12T18:36:00.000Z,34704,
,,,,,,,112,,2025-11-12T18:37:00.000Z,34764,
81,3.8787941492510937e-39,,102,1.6969724402973535e-42,,,,,2025-11-12T18:37:00.000Z,34764,
,,,,,,,96,,2025-11-12T18:38:00.000Z,34824,
,,,,,,,92,,2025-11-12T18:39:00.000Z,34884,
,,,,,,,91,,2025-11-12T18:40:00.000Z,34944,
,,,104,,,,,,2025-11-12T18:40:00.000Z,,
,,,,,,,88,,2025-11-12T18:41:00.000Z,35004,
,,,8,,,,,,2025-11-12T18:41:00.000Z,,
,,,,,,,91,,2025-11-12T18:43:00.000Z,35124,
,,,,,,,90,,2025-11-12T18:44:00.000Z,35184,
,,,,,,,92,,2025-11-12T18:45:00.000Z,35244,
,,,104,,,,,,2025-11-12T18:45:00.000Z,,
,,,,,,,89,,2025-11-12T18:46:00.000Z,35304,
